"Title","Year","Source title","Link","Abstract"
"Recurrence of neurological deficits in an F/A-18D pilot following loss of cabin pressure at altitude","2016","Aerospace Medicine and Human Performance","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85020112683&partnerID=40&md5=d86da56100a362d5a05560db9a236587","Introduction: Supersonic, high altitude aviation places its pilots and aircrew in complex environments, which may lead to injury that is not easily diagnosed or simply treated. Decompression illness (either venous or arterial) and environmental conditions (e.g., abnormal gases and pressure) are the most likely adverse effects aircrew often face. Though symptomatic aircrew personnel may occasionally require hyperbaric oxygen treatment, it is rare to require more than one treatment before returning to baseline function. Case Report: This challenging aviation case details the clinical course and discusses the salient physiological factors of an F/A-18D pilot who presented with neurological symptoms following loss of cabin pressure at altitude. Discussion: Most crucial to this discussion was the requirement for multiple hyperbaric oxygen treatments over several days due to recurrence of symptoms. The likelihood of recurrence during and after future flights cannot be estimated with accuracy. This case illustrates a degree of recurrences for neurological symptoms in aviation (hypobaric exposure to hyperbaric baseline environment) that has not previously been described. © by the Aerospace Medical Association, Alexandria, VA."
"Quality of Life, Sleep, and Health of Air Traffic Controllers with Rapid Counterclockwise Shift Rotation","2016","Workplace Health and Safety","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84979220345&partnerID=40&md5=b0aee710edc768d50aa9a729803790ff","Rotating shiftwork is common for air traffic controllers and usually causes sleep deprivation, biological adaptations, and life changes for these workers. This study assessed quality of life, the sleep, and the health of 30 air traffic controllers employed at an international airport in Brazil. The objective was to identify health and quality of life concerns of these professionals. The results identified physical inactivity, overweight, excess body fat, low scores for physical and social relationships, and sleep deprivation for workers in all four workshifts. In conclusion, these workers are at risk for chronic non-transmittable diseases and compromised work performance, suggesting the need for more rest time before working nightshifts and work environments that stimulate physical activity and healthy diets. © © 2016 The Author(s)."
"Trust of an automatic ground collision avoidance technology: A fighter pilot perspective","2016","Military Psychology","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84975042549&partnerID=40&md5=e6c4b66ebf8aaac89a08ae2656e7a64c","The present study examined the antecedents of trust among operational Air Force fighter pilots for an automatic ground collision avoidance technology. This technology offered a platform with high face validity for studying trust in automation because it is an automatic system currently being used in operations by the Air Force. Pilots (N = 142) responded to an online survey which asked about their attitudes toward the technology and assessed a number of psychological factors. Consistent with prior research on trust in automation, a number of trust antecedents were identified which corresponded to human factors, learned trust factors, and situational factors. Implications for the introduction of novel automatic systems into the military are discussed. © 2016 American Psychological Association."
"How life experience shapes cognitive control strategies: The case of air traffic control training","2016","PLOS ONE","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84976333353&partnerID=40&md5=e5f5a1d28de824db01f7ba2b3f62aa77","Although human flexible behavior relies on cognitive control, it would be implausible to assume that there is only one, general mode of cognitive control strategy adopted by all individuals. For instance, different reliance on proactive versus reactive control strategies could explain inter-individual variability. In particular, specific life experiences, like a highly demanding training for future Air Traffic Controllers (ATCs), could modulate cognitive control functions. A group of ATC trainees and a matched group of university students were tested longitudinally on task-switching and Stroop paradigms that allowed us to measure indices of cognitive control. The results showed that the ATCs, with respect to the control group, had substantially smaller mixing costs during long cue-target intervals (CTI) and a reduced Stroop interference effect. However, this advantage was present also prior to the training phase. Being more capable in managing multiple task sets and less distracted by interfering events suggests a more efficient selection and maintenance of task relevant information as an inherent characteristic of the ATC group, associated with proactive control. Critically, the training that the ATCs underwent improved their accuracy in general and reduced response time switching costs during short CTIs only. These results indicate a training-induced change in reactive control, which is described as a transient process in charge of stimulus-driven task detection and resolution. This experience-based enhancement of reactive control strategy denotes how cognitive control and executive functions in general can be shaped by real-life training and underlines the importance of experience in explaining inter-individual variability in cognitive functioning. © 2016 Arbula et al. This is an open access article distributed under the terms of the Creative Commons Attribution License, which permits unrestricted use, distribution, and reproduction in any medium, provided the original author and source are credited."
"Germanwings flight⋯ the psychiatrists without word; Vol Germanwings⋯ les psychiatres sans mot","2016","Encephale","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84959421224&partnerID=40&md5=e76eee45502e03084fa657e327be0b93","[No abstract available]"
"Multiple views on safety-critical automation: Aircrafts, autonomous vehicles, air traffic management and satellite ground segments perspectives","2016","Conference on Human Factors in Computing Systems - Proceedings","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85014699297&partnerID=40&md5=a48dd1ca69188bc8eeeba82fa8b4900a","This SIG focuses on the engineering of automation in interactive critical systems. Automation has already been studied in a number of (sub-) disciplines and application fields: design, human factors, psychology, (software) engineering, aviation, health care, games. One distinguishing feature of the area we are focusing on is that in the field of interactive critical systems properties such as reliability, dependability, faulttolerance are as important as usability, user experience or overall acceptance issues. The SIG targets at two problem areas: first the engineering of the user interaction with (partly-) autonomous systems: how to design, build and assess autonomous behavior, especially in cases where there is a need to represent on the user interface both autonomous and interactive objects. An example of such integration is the representation of an unmanned aerial vehicle (UAV) (where no direct interaction is possible), together with aircrafts (that have to be instructed by an air traffic controller to avoid the UAV). Second the design and engineering of user interaction in general for autonomous objects/systems (for example a cruise control in a car or an autopilot in an aircraft). The goal of the SIG is to raise interest in the CHI community on the general aspects of automation and to identify a community of researchers and practitioners interested in those increasingly prominent issues of interfaces towards (semi)-autonomous systems. The expected audience should be interested in addressing the issues of integration of mainly unconnected research domains to formulate a new joint research agenda. © 2016 Authors."
"Pilot mental health: Expert working group recommendations - Revised 2015","2016","Aerospace Medicine and Human Performance","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84973443004&partnerID=40&md5=f28d6d2058455b6a63296160d2f855c7","In September 2012, the Aerospace Medical Association published and distributed recommendations from its Pilot Mental Health Working Group to improve awareness and identification of pilot mental health issues during the aeromedical assessment of pilots. Following the crash of Germanwings Flight 9525 in March 2015 with pilot suicide as the probable cause, the Pilot Mental Health Working Group reconvened to review their recommendations. As a result, the working group revised the recommendations which are provided here and which were distributed worldwide. The Working Group continues to emphasize the importance of assessing and optimizing pilot mental health, while providing additional recommendations on building trust and rapport between the aeromedical examiner and the pilot, on utilizing aviation mental health and aeromedical specialists, and on the balance between medical confidentiality and risk to public safety. The working group encourages all organizations involved in flight safety to review and consider implementing these recommendations within their usual operations. © by the Aerospace Medical Association, Alexandria, VA."
"The mental health of older persons after human-induced disasters: A systematic review and meta-analysis of epidemiological data","2016","American Journal of Geriatric Psychiatry","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84964556046&partnerID=40&md5=90f56b68be79e8fa270d417de0194244","Background Older people are increasingly ""in harm's way"" following human-induced disasters (HIDs). There is debate in the literature as to the relative impact of disasters on their psychological health compared with other age groups. Natural disasters and HIDs are thought to affect survivors differentially, and this may extend to older adults as a group. In the absence of existing systematic reviews, we aimed to synthesize the available evidence and conduct meta-analyses of the effects of HIDs on the psychological health of older versus younger adults. Methods A meta-analysis was conducted on papers identified through a systematic review. The primary outcomes measured were post-traumatic stress disorder (PTSD), depression, anxiety disorders, adjustment disorder, and psychological distress. Results We identified 11 papers from 10 studies on HIDs (N = 26,753), of which 8 had sufficient data for a random-effects meta-analysis. Older adults were 2.85 times less likely to experience PTSD symptoms following HID (95% CI: 1.42-5.70) when compared with younger adults. There was no statistically significant difference in terms of anxiety and depressive symptoms. Conclusion Health and emergency services need to be increasingly prepared to meet the psychological needs of older people, given the global rise in the numbers of older adults affected by disasters of all kinds. Preliminary evidence suggests that old age may be a protective factor for the development of PTSD in the wake of HID. © 2016 American Association for Geriatric Psychiatry. Published by Elsevier Inc. All rights reserved."
"The age of drones: What might it mean for health?","2016","The Lancet","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84968735349&partnerID=40&md5=776bcde8f99e7417e782702e3232ead9","[No abstract available]"
"Cognitive ergonomics: The adaptation of the brazilian pilots to the aircraft F-SEM","2016","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85051980399&partnerID=40&md5=379c579636b9bcfeed897d7b3da8a143","This work aimed at investigating the process of how the Brazilian pilots adapted themselves to the updated aircraft F-5EM, from the cognitive ergonomics point of view, once this airplane had adopted the glass cockpit concept in its cabin, among others modification suffered. The motivation factor of this research was the identification in the civil aviation that this concept of cockpit, with elevate level of automation and computer resource, had changed the pilot work nature, with a lot of benefits but bringing, also, some issues related to safety, with the pilots having difficult to deal with the new technology. However, the amount of information to be processed and the mental workload added, as the consequence of the installed system, with its new functionalities, imposed a challenge to the pilots, which had been trying to go through by a great amount of study and an intensive use of the simulator.. © 2012 by Taylor & Francis Group, LLC. All rights reserved."
"Advances in cognitive ergonomics","2016","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85051956588&partnerID=40&md5=bfc66ee34f6402885239c6101d6469ef","The chapters in the book come from an international group of authors with diverse backgrounds including ergonomics, psychology, architecture, computer science, engineering, and sociology. Specific topics include biometric systems development, military command and control, cellular phone interface design, methodologies for workplace design, medical device design, cockpit display and decision tool design for pilots, driver visual and cognitive processes, and performance of inspection tasks in manufacturing operations; and extend to human-automation integration in future aviation systems, novel 3-D display technologies for enhancing information analysis, training methods for mental models, approaches to activity analysis, new research-oriented frameworks and paradigms in training, and the use of virtual reality for skill development and assessment. The book is divided into sections covering: I. Cultural Differences in Computing Systems Design II. Decision Making and Decision Support III. Desktop/Mobile Interface Design IV. Ergonomics in Design V. Ergonomics in Product Design VI. Human Factors in Aviation Systems VII. Human Factors in Driving VIII. Human Factors in Manufacturing IX. Human Factors in NextGen Operations X. Information Visualization for Situation Awareness XI. Mental Models XII. Perceptuo-Motor Skills & Psychophysical Assessment XIII. Task Analysis XIV. Training Technology XV. Virtual Reality for Behavior Assessment XVI. Virtual Reality for Psychomotor Training The implications of all this work include design recommendations for complex systems and commercial products, new procedures for operator training and self-regulation as well as methods for accessibility to systems, and specification of ergonomic interventions at the user. It is expected that this book will be of special value to practitioners involved in design process development, design and prototyping of systems, products and services, as well as training process design for a broad range of applications and markets in various countries. © 2012 by Taylor & Francis Group, LLC. All rights reserved."
"Suicide and murder-suicide involving aircraft","2016","Aerospace Medicine and Human Performance","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84974815686&partnerID=40&md5=7381f017b1332afdd572c9c04821d7e5","Background: This is a systematic review of suicide and homicide-suicide events involving aircraft. In aeromedical literature and in the media, these very different events are both described as pilot suicide, but in psychiatry they are considered separate events with distinct risk factors. Methods: Medical databases, internet search engines, and aviation safety databases were searched in a systematic way to obtain relevant cases. Relevant articles were searched for additional references. Results: There were 65 cases of pilot suicide and 6 cases of passengers who jumped from aircraft found. There were also 18 cases of homicide-suicide found involving 732 deaths. Pilots perpetrated 13 homicide-suicide events. Compared to nonaviation samples, a large percentage of pilot suicides in this study were homicide-suicides (17%). Discussion: Homicide-suicide events occur extremely rarely. However, their impact in terms of the proportion of deaths is significant when compared to deaths from accidents. There is evidence of clustering where pilot suicides occur after by media reports of suicide or homicide-suicide. Five of six homicide-suicide events by pilots of commercial airliners occurred after they were left alone in the cockpit. This, along with a sixth incident in which active intervention by a Japan Air crew saved 147 lives, suggests that having two flight members in the cockpit is potentially protective. No single factor was associated with the risk for suicide or homicide-suicide. Factors associated with both events included legal and financial crises, occupational conflict, mental illness, and relationship stressors. Drugs and/or alcohol played a role in almost half of suicides, but not in homicide-suicides. © by the Aerospace Medical Association, Alexandria, VA."
"A novel treatment of fear of flying using a large virtual reality system","2016","Aerospace Medicine and Human Performance","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84974806702&partnerID=40&md5=79b1ed37e151cbd46d550cd32799bd8e","Background: Fear of flying (FoF), a common phobia in the developed world, is usually treated with cognitive behavioral therapy, most efficiently when combined with exposure methods, e.g., virtual reality exposure therapy (VRET). We evaluated FoF treatment using VRET in a large motion-based VR system. The treated subjects were seated on a moving platform. The virtual scenery included the interior of an aircraft and a window view to the outside world accompanied by platform movements simulating, e.g., takeoff, landing, and air turbulence. Relevant auditory stimuli were also incorporated. Case Report: Three male patients with FoF underwent a clinical interview followed by three VRETs in the presence and with the guidance of a therapist. Scores on the Flight Anxiety Situation (FAS) and Flight Anxiety Modality (FAM) questionnaires were obtained on the first and fourth visits. Anxiety levels were assessed using the subjective units of distress (SUDs) scale during the exposure. All three subjects expressed satisfaction regarding the procedure and did not skip or avoid any of its stages. Consistent improvement was seen in the SUDs throughout the VRET session and across sessions, while patients ' scores on the FAS and FAM showed inconsistent trends. Two patients participated in actual flights in the months following the treatment, bringing 12 and 16 yr of avoidance to an end. Discussion: This VR-based treatment includes critical elements for exposure of flying experience beyond visual and auditory stimuli. The current case reports suggest VRET sessions may have a meaningful impact on anxiety levels, yet additional research seems warranted. © by the Aerospace Medical Association, Alexandria, VA."
"The relevance of emotional intelligence in personnel selection for high emotional labor jobs","2016","PLOS ONE","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84974627302&partnerID=40&md5=006964346832d549db9edcba94fc2b94","Although a large number of studies have pointed to the potential of emotional intelligence (EI) in the context of personnel selection, research in real-life selection contexts is still scarce. The aim of the present study was to examine whether EI would predict Assessment Center (AC) ratings of job-relevant competencies in a sample of applicants for the position of a flight attendant. Applicants' ability to regulate emotions predicted performance in group exercises. However, there were inconsistent effects of applicants' ability to understand emotions: Whereas the ability to understand emotions had a positive effect on performance in interview and role play, the effect on performance in group exercises was negative. We suppose that the effect depends on task type and conclude that tests of emotional abilities should be used judiciously in personnel selection procedures. © 2016 Herpertz et al. This is an open access article distributed under the terms of the Creative Commons Attribution License, which permits unrestricted use, distribution, and reproduction in any medium, provided the original author and source are credited."
"Burnout and psychosocial risk factors in the career of flight attendants: Descriptive study of a population of Lebanese flight attendants; Le syndrome d'épuisement professionnel et les facteurs de risques psychosociaux spécifiques au métier des personnels navigants commerciaux libanais, en comparaison avec un groupe témoin","2016","Encephale","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84955244545&partnerID=40&md5=c39e1f45cbfa1e208c843c83758f42fa","Objective. - The aim of our study was to investigate the influence of demographic factors (gender and age), work related factors (the position and years of practice) and psychosocial risk factors (cognitive demands, demands to hide emotions, work-family conflict, offensive behaviors. . .) on the development of burnout among flight attendants, and the nature of psychosocial factors to which they are exposed. Methods. - The sample was divided into two groups: 67 flight attendants and 67 persons in various jobs .Our sampling units were informed and consented to fill in two questionnaires: the Copenhagen burnout inventory (CBI) and the Copenhagen Psychosocial Questionnaire (COPSOQ II).Results. - The burnout syndrome affected both groups equally. It affected equally the women as well as men, whatever their age categories and their years of experience. The flight attendants occupying an intermediate position in the hierarchy had the highest score on the burnout syndrome. The psychosocial factors significantly found in flight attendants compared to the control group were: demands for hiding emotions, quantitative demands, emotional demands, temporal demands, lack of influence at work, of rewards, of possibility for development and variation of work, poor quality of leadership, exposure to sexual harassment, lack of social support from supervisors, colleagues, social community at work and work-family conflict. Four of them correlated positively with the development of burnout: quantitative demands, temporal demands, emotional demands and work-family conflict. Their expected work volume is very high (quantitative demands). They have to perform their tasks quickly in a limited time without forgetting the technical constraints (temporal demands). They have to work with an average of three hundred passengers besides colleagues and subordinates, which requires diligent control of the emotions promoted by the airline code of conduct based on repression of emotions (emotional demands). These demands affect the workers once they find themselves in their family environment and can have a negative effect on their private life (work-family conflict). However, the predictability seems to allow them to be aware of decisions and changes and protect them against burnout. Conclusion. - The profession of flight attendants appears to be characterized by some psychosocial risk factors, some of which are positively correlated with burnout. Improved working conditions can prevent these risks and protect these employees from burnout. © 2015 L'Encéphale, Paris."
"Analysis of NTSB Aircraft-Assisted Pilot Suicides: 1982-2014","2016","Suicide and Life-Threatening Behavior","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84940783216&partnerID=40&md5=30e7153e326ab2adf6d1236ca5567e64","On March 24, 2015, a Germanwings aircraft crashed in the Alps. The suicidal copilot killed himself and 150 others. Pilot suicide is rare, but does happen. This research analyzed the National Transportation Safety Board's accident database (eADMS) looking for pilots who died by suicide in flight. Fifty-one suicides were identified. Gender, age, and other characteristics were examined. Average age of suicidal pilots was 38, significantly different from the average age of 45 for all male pilots involved in aircraft accidents. A discriminant function accurately identified suicidal incidents at 96%. There was a high false-positive rate limiting the usefulness of the discriminant function. © 2015 The American Association of Suicidology."
"Elderberry supplementation reduces cold duration and symptoms in air-travellers: A randomized, double-blind placebo-controlled clinical trial","2016","Nutrients","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84961654611&partnerID=40&md5=c6d396fbe968f8b9018f48398d07ec28","Intercontinental air travel can be stressful, especially for respiratory health. Elderberries have been used traditionally, and in some observational and clinical studies, as supportive agents against the common cold and influenza. This randomized, double-blind placebo-controlled clinical trial of 312 economy class passengers travelling from Australia to an overseas destination aimed to investigate if a standardised membrane filtered elderberry (Sambucus nigra L.) extract has beneficial effects on physical, especially respiratory, and mental health. Cold episodes, cold duration and symptoms were noted in a daily diary and assessed using the Jackson score. Participants also completed three surveys containing questions regarding upper respiratory symptoms (WURSS-21) and quality of life (SF-12) at baseline, just before travel and at 4-days after travel. Most cold episodes occurred in the placebo group (17 vs. 12), however the difference was not significant (p = 0.4). Placebo group participants had a significantly longer duration of cold episode days (117 vs. 57, p = 0.02) and the average symptom score over these days was also significantly higher (583 vs. 247, p = 0.05). These data suggest a significant reduction of cold duration and severity in air travelers. More research is warranted to confirm this effect and to evaluate elderberry’s physical and mental health benefits. © 2016 by the authors; licensee MDPI, Basel, Switzerland."
"Effect of transmeridian travel and jetlag on mood disorders: Evidence and implications","2016","Australian and New Zealand Journal of Psychiatry","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84975760110&partnerID=40&md5=b2f5ddca7aaaeee8e8de41ac46e31adc","Objectives: Given the sensitivity of individuals with mood disorders to circadian disruption, transmeridian travel would likely be a high-risk endeavour leading to onset or relapses in mood. A systematic review was undertaken to identify the evidence of the impact of transmeridian travel on people with mood disorders. Methods: Databases search included the following: CINAHL, MEDLINE, PsycINFO and manual searching using the keywords jetlag, transmeridian travel, circadian rhythm disruption, mood disorder, bipolar, major depression, seasonal affective disorder, depression, mania and hypomania. Results: Only three studies were identified that related to transmeridian travel and jetlag in people with mood disorders. There is some suggestion that transmeridian travel does appear to precipitate mood episodes with an increased rate of episodes of depression with westward compared with an increased rate of manic/hypomanic episodes with eastward travel. Individuals with a previous history of mood disorder appear to be more vulnerable if adherence to medication is compromised. Conclusion: Given the limited evidence that transmeridian travel precipitates mood episodes, this poses difficulties in identifying suitable ways to mitigate the effects of transmeridian travel in mood disorders. However, in the absence of mood-specific guidelines, some guidance can be given based on our current understanding of the relevance of circadian disruption to both jetlag and mood disorders. Further research is required to identify more focused strategies to mitigate the impact of transmeridian travel for individuals with mood disorders. © 2015 The Royal Australian and New Zealand College of Psychiatrists."
"Military parents' personal technology usage and interest in e-health information for obesity prevention","2016","Telemedicine and e-Health","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84962189503&partnerID=40&md5=ecd7907a24c272eee6ad1939a27d7df0","Background: U.S. military families are experiencing high obesity rates similar to the civilian population. The Department of Defense's Military Health System (MHS) is one of the largest healthcare providers in the United States, serving approximately 9.2 million active duty service members, retirees, spouses, and children. The annual cost to the MHS for morbidities associated with being overweight exceeds $1 billion. The preschool age has been suggested as an opportune time to intervene for the prevention of obesity. Thus, this study investigated the current level of technology usage by military service member families and assessed their needs and interests in health/nutrition information. This needs assessment is crucial for researchers/educators to design further studies and intervention programs for obesity prevention in military families with young children. Materials and Methods: In total, 288 military parents (233 Army and 55 Air Force) at two military bases whose children were enrolled in military childcare centers in the southwestern United States participated in a Technology Usage in Military Family (TUMF) survey in 2013. Results and Conclusions: Overall, both bases presented similar technology usage patterns in terms of computer and mobile device usage on the Internet. Air Force base parents had a slightly higher knowledge level of nutrition/health information than Army base parents. The TUMF survey suggested practical ways such as mobile applications/Web sites, social networks, games, etc., that health educators can use to disseminate nutrition/health information for obesity prevention among military families with young children. © 2016, Mary Ann Liebert, Inc. 2016."
"The shoreham airshow crash: Personal reflections of the immediate medical responders","2016","British Journal of General Practice","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84959925689&partnerID=40&md5=befb79c4bd1dc099daedfd10ce1e9a25","[No abstract available]"
"Effects of mild hypoxia in aviation on mood and complex cognition","2016","Applied Ergonomics","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84958582471&partnerID=40&md5=e9201279782fee541367302a320e12df","Thirty six volunteer air force personnel were sequentially exposed in a randomized balanced order in a hypobaric chamber to 30 min of baseline (sea level) and mild hypoxia induced by a specified altitude (sea level, 8000 ft and 12,000 ft), followed immediately by breathing 100% oxygen from an oro-nasal mask. Mood and complex cognition were assessed. Analysis of variance indicated that mood (fatigue and vigour) remained the same at 8000 ft but fatigue was increased (p = 0.001) and vigour reduced (p = 0.035) at 12,000 ft and was restored by supplementary oxygen. Complex cognition was not significantly altered by the test conditions. The results of this study do not support prior evidence that mild hypoxia equivalent to either 8000 or 12,000 ft, impairs complex cognition, but suggests that some aspects of mood may be affected at 12,000 ft and can be restored by breathing 100% oxygen. © 2015 Elsevier Ltd and The Ergonomics Society."
"On patient safety, teams and psychologically disturbed pilots","2016","European Journal of Anaesthesiology","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84957092555&partnerID=40&md5=2d4c85beff40ee4a29185cd63a9e8a94","[No abstract available]"
"Aptitude and trait predictors of manned and unmanned aircraft pilot job performance","2016","Military Psychology","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84955065397&partnerID=40&md5=7658c36bbee662fb1072fd81420f05ee","Previous research has shown that the same aptitude and trait measures that predict success in U.S. Air Force (USAF) manned aircraft pilot training predict remotely piloted aircraft (RPA) pilot training outcomes with generally similar levels of validity (Carretta, 2013; Rose, Barron, Carretta, Arnold, & Howse, 2014). However, because USAF RPA pilots initially train in manned aircraft, validation of aptitude and traits predictive of RPA pilot success has thus far been limited to RPA pilot training outcomes that actually require manned flight. Hence, thus far, there has been no basis for determining the aptitudes and traits predictive of success in environments in which pilots actually fly RPAs. To address this gap, the present study evaluated preaccession trait (Big Five personality domains) and aptitude (spatial, quantitative, and aviation knowledge) measures as predictors of manned and unmanned aircraft pilot performance on-the-job, as measured by supervisor and senior rater stratification on 3 years of Officer Performance Reports (OPRs). Results were generally consistent in showing that the same aptitudes, knowledge, and personality traits that predict successful job performance for manned aircraft pilots also predict successful job performance for RPA pilots. However, results also showed preaccession aviation knowledge to be a stronger predictor of job performance for RPA pilots than for manned aircraft pilots. These findings and their implications for attracting and selecting RPA pilots are discussed."
"Medial Stigmatization of Mentally Ill Persons after the ""germanwings""-Crash; Mediale Stigmatisierung psychisch Kranker im Zuge der ""germanwings""-Katastrophe","2016","Psychiatrische Praxis","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84957824396&partnerID=40&md5=c6617694f5e304200b4dd98d271994b8","Objective: The present study was designed to investigate the frequency of media stigmatization of mentally ill persons after the crash of the ""Germanwings""-aircraft on March 2015. Method: Evaluation of 251 texts, which were published in 12 national German newspapers. Categorical distinction between risky coverage and explicit characteristics of stigmatization. Results: In 64.1 % of the evaluated texts, a psychiatric disease of the co-pilot was discussed as the possible cause of the crash, making this the most widely-used explanation in the media that we view ""risky coverage"". Characteristics of explicit stigmatization were found in 31.5 % of the texts. Most prominent category of explicit stigmatization was the rubric ""Metaphorical language/dramatizations"". It was found in 23.5 % of the articles. Conclusion: Predominantly risky coverage of mentally ill persons has occured in the wake of a spectacular crime. By obtaining professional expertise of psychiatrists and consistent interpretation of journalistic guidelines, unintended effects of stigmatization could be avoided in the future. © Georg Thieme Verlag KG."
"Promoting mental health and well-being in aviation","2016","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85174139880&partnerID=40&md5=adaa9b6cf700e8c132ff4b57c32ebc1a","Aviation encompasses many groups: pilots recreational and commercial, airlines, manufacturers, service providers and service users. The aviation industry necessarily makes a ‘costs versus benefits' analysis prior to investment. The promotion of mental health and well-being in aviation needs to be considered on a group-by-group basis, to examine what considerations would be reasonable to be made by that group. The primary focus of this chapter is on pilots although we will consider possibilities for other groups. © 2017 selection and editorial matter, Robert Bor, Carina Eriksen, Margaret Oakes and Peter Scragg."
"Pilot Mental Health Assessment and Support: A practitioner's guide","2016","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85174104769&partnerID=40&md5=e3b0555ae6939bd086d5af092a54da3c","The presentation of mental illness at work has different implications and consequences depending on the specific nature of the job, work context, regulatory framework and risks for the employee, organisation and society. Naturally there are certain occupational groups where human factors and/or mental illness could impair safety and mental acuity, and with potentially devastating consequences. For pilots, the medical criteria for crew licensing are stipulated by regulatory aviation authorities worldwide, and these include specific mental illness exclusions. The challenge of assessment for mental health problems is, however, complex and the responsibility for psychological screening and testing falls to a range of different specialists and groups including AMEs (authorised aviation medical examiners), GPs and physicians, airline human resources departments, psychologists, human factor specialists and pilots themselves. Extending and developing the ideas of Aviation Mental Health (2006), which described a range of psychological issues and problems that may affect pilots and the consequences of these, this book presents an authoritative, comprehensive and practical guide to modern, evidence-based practice in the field of mental health assessment, treatment and care. It features contributions from experts in the field drawn from several countries, professions and representing a range of aviation-related organisations, displaying a range of different skills and methods that can be used for the clinical assessment of pilots and in relation to specific mental-health problems and syndromes. © 2017 selection and editorial matter, Robert Bor, Carina Eriksen, Margaret Oakes and Peter Scragg."
"Human factors and factor of the human: Pilot performance and pilot mental health","2016","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85174099469&partnerID=40&md5=a908bb899eabb57da26a49f3f1d91d77","Human factors (HF) is a cross-disciplinary field of science that is strongly associated with safety, especially in regards to the role of human performance in ensuring safe actions and outcomes. Although ‘cross-disciplinary' in this context represents the admirable aim to use all available knowledge to enhance safety, even the field of human factors has to outline the limitations of itself as a field of science. Such limitations may be constructive in defining human factors as an academic field, but may in practice also have the effect of excluding important influences on human performance which fall outside of these limitations. Recent aviation accidents and incidents related to mental health issues have revealed what seems to be an exclusion of the field of mental health in human factors and thus in the understanding of pilot performance. The resulting rift has roots that need to be understood and bridged to ensure and enhance the current level of safety in the aviation industry. © 2017 selection and editorial matter, Robert Bor, Carina Eriksen, Margaret Oakes and Peter Scragg."
"The practicalities of clinical history-taking and mental state assessments of pilots","2016","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85174099076&partnerID=40&md5=6e7cbba2a8a512701fcbbd50c4c5a70f","Most other chapters in this book address topics relating to pilot mental health assessment and screening from a theoretical, conceptual or empirical base. This chapter departs from these underpinnings and orientations, and instead offers a practical perspective to pilot assessments, with an emphasis on the clinical interview and mental state assessment. As the book evolved and developed, and during the course of many liaison and consultation meetings with fellow colleagues in aviation medicine, clinical and aviation psychology, human resources managers in airlines and with aviation regulators, it became increasingly clear to us that some guidance on how to develop the clinical interview with pilots in the course of assessments was sought. This chapter endeavours to offer this. © 2017 selection and editorial matter, Robert Bor, Carina Eriksen, Margaret Oakes and Peter Scragg."
"Aviation psychiatry","2016","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85153649261&partnerID=40&md5=3d87392d537bc430e8196b60d03b21a8","Knowledge of mental health issues is essential to the practise of aviation medicine. Psychiatric symptoms, especially in the area of the stress related disorders, are common and are part of everyday medical practise. The intended audience for this book is not expected to have an in-depth knowledge of psychiatry and the scope of this chapter is, therefore, necessarily limited; it is the intent to provide a concise source on those aspects of mental health that are particularly relevant to the occupational issues of aviation medicine, setting current views in the historical context where this remains relevant to understanding. Descriptions of selected psychiatric disorders of particular relevance to aviation are provided with comment on the associated occupational issues and occupational disposal. A second section is devoted to specific issues in aviation psychiatry. For those in need of more detailed psychiatric knowledge, a recommended concise approach can be found in Essential Psychiatry (Murray et al. 2008) and the New Oxford Textbook of Psychiatry (Gelder et al. 2009). The latter is scheduled to have regular online updates from the next edition. © 2016 by Taylor and Francis Group, LLC."
