"Title","Year","Source title","DOI","Link","Abstract","Author Keywords","Index Keywords"
"Mode monitoring and call-outs: An eye-tracking study of two-crew automated flight deck operations","2006","International Journal of Aviation Psychology","10.1207/s15327108ijap1603_2","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33747072868&doi=10.1207%2Fs15327108ijap1603_2&partnerID=40&md5=cdd6e2e4453862fa31a228453c10ee71","Mode awareness has been suggested as a critical factor in safe operations of automated aircraft. This study investigated mode awareness by measuring eye point of gaze of both pilots during simulated commercial flights, while recording call-outs and tracking aircraft performance. The results of this study show that the compliance to manufacturer or air carrier procedures regarding mode monitoring and call-outs was very low. However, this did not seem to have a negative effect on the flight path or safety during our observations. Crews exhibited a proliferation of strategies to keep track of status and behavior of the automation, often with little reliance on the flight mode annunciations of the primary flight display. The data confirm the limitations of current flight mode annunciator designs, and suggest that mode awareness is a more complex phenomenon than what can be captured by measuring eye point of gaze and communication alone. Copyright © 2006, Lawrence Erlbaum Associates, Inc.","",""
"Organizational factors in commercial aviation accidents","2006","International Journal of Aviation Psychology","10.1207/s15327108ijap1603_1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33747063795&doi=10.1207%2Fs15327108ijap1603_1&partnerID=40&md5=12822860b6275c12a46eeab03f08f7f3","In recent years, several major transportation accidents have brought significant attention to the role organizational factors play in motivating operator safety within high-risk systems, yet very little has been studied regarding the direct contribution organizational factors play in accidents. This study elucidates the types of organizational factors associated with aviation accidents attributed principally to pilot error, through case-based analyses of commercial accidents from 1990 to 2000. Results indicate inadequate procedures and directives rank highest among organizational problems. Findings suggest interventions aimed at organizational contributions may potentially ameliorate a myriad of systemic problems, rather than assigning blame to the pilot at the operational level. Copyright © 2006, Lawrence Erlbaum Associates, Inc.","",""
"Design of a competence-based assessment system for air traffic control training","2006","International Journal of Aviation Psychology","10.1207/s15327108ijap1603_4","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33747061285&doi=10.1207%2Fs15327108ijap1603_4&partnerID=40&md5=1fb73f64bfa49981994b26acfdc27aeb","Air traffic control (ATC) simulator and on-the-job training requires a valid and reliable assessment system. Competence-based assessment results in more effective learning processes and better founded pass-fail decisions, which may contribute to an increased output of competent controllers from training. At Air Traffic Control The Netherlands (LVNL) we designed an assessment system based on a newly defined set of competences. The ATC Performance Model, derived from this competence analysis, has served as a framework for the design. This article describes the background, the design process, the properties, and the evaluation results of the competence-based assessment system in use by LVNL. Copyright © 2006, Lawrence Erlbaum Associates, Inc.","",""
"Partitioning complexity in air traffic management tasks","2006","International Journal of Aviation Psychology","10.1207/s15327108ijap1603_3","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33747037218&doi=10.1207%2Fs15327108ijap1603_3&partnerID=40&md5=acc8e51dc8d319a37d26ac380fd304da","Cognitive complexity is a term that appears frequently in air traffic control research literature, yet there is little principled investigation of the potential sources of cognitive complexity. Three distinctly different sources of cognitive complexity are proposed: environmental, organizational, and display. Two experiments were conducted to explore whether these proposed components of complexity could be effectively partitioned, measured, and compared. The findings demonstrate that sources of complexity can be decomposed and measured and furthermore, the use of color in displays, a display design intervention meant to reduce environmental complexity, can actually contribute to it. Copyright © 2006, Lawrence Erlbaum Associates, Inc.","",""
"Difficult access: The impact of recall steps on flight management system errors","2006","International Journal of Aviation Psychology","10.1207/s15327108ijap1602_4","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33744500468&doi=10.1207%2Fs15327108ijap1602_4&partnerID=40&md5=e51be7f3534fb09bfa3dc63eb09036cb","This study examines flight management system (FMS) tasks and errors by C-130 pilots who were recently qualified on a newly introduced advanced FMS. Twenty flight tasks supported by the FMS were analyzed using a cognitive stage model (Sherry, Polson, Feary, & Palmer, 2002) to identify steps with the potential for errors. If a step was found not to have visual cues such as labels or prompts for the required action sequence it was identified as a recall step and a potential source of difficulty. If the action was supported by salient labels and prompts it was identified as a recognition step. Actual pilots using an FMS were observed and performance and errors categorized into the related task step. The greatest amount of observed difficulty was accessing the correct function, labeled as an access error. This process was found to be particularly vulnerable to recall problems. Pilots had the likelihood of .74 for committing an access error on tasks with 2 recalled access steps. This is compared to .13 for 1 recalled access step and .06 for no recalled access steps. Errors associated with formatting, inserting, or verifying entries were less common than access errors; however, these errors primarily occurred on tasks in which recall steps were required for the related step. A total of 93% of the format errors, 80% of the insert errors, and 81% of the verify errors occurred on the tasks that did not have good recognition support for each associated step. On a positive note, experience with the new FMS in the preceding 6 months was correlated with a decrease in overall errors, r(22) = -.42, p < .05, and a decrease in errors associated with inadequate knowledge to accomplish a required step, r(22) =-.61, p <. 01. Copyright © 2006, Lawrence Erlbaum Associates, Inc.","",""
"Cognitive functions and performance shaping factors in aviation accidents and incidents","2006","International Journal of Aviation Psychology","10.1207/s15327108ijap1602_2","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33744494810&doi=10.1207%2Fs15327108ijap1602_2&partnerID=40&md5=a32a4884822ae2ad1654ee0048adb8e5","Is the difference between an accident and an incident merely a matter of luck, or are there significant differences in terms of flight crew performance and associated performance shaping factors (PSFs)? This study obtained self-report data from a sample of 1,144 New Zealand pilots. There were differences between accident- and incident-involved pilots in terms of age, flight experience, and involvement in hazardous events. Incidents were more likely to be attributed to failures to detect or diagnose information, whereas accidents were more likely to be attributed to failures to choose an appropriate goal or strategy. There was no difference in the quantity of PSFs associated with accidents and incidents. These self-report data are consistent with previous findings based on external coding of air accident reports. Copyright © 2006, Lawrence Erlbaum Associates, Inc.","",""
"Development and initial validation of a survey for assessing safety culture within commercial flight operations","2006","International Journal of Aviation Psychology","10.1207/s15327108ijap1602_6","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33744477336&doi=10.1207%2Fs15327108ijap1602_6&partnerID=40&md5=8e31a3e251011de85f32511386f7a662","This article describes efforts to validate a safety culture survey for aviation operations based on the 5-factor model suggested by Wiegmann, Zhang, von Thaden, Gibbons, and Sharma (2004). The 5-factor model includes organizational commitment, management involvement, pilot empowerment, reporting systems, and accountability systems as they pertain to safety within an airline. The Commercial Aviation Safety Survey, designed around these 5 factors, was distributed to pilots and managers of a large U.S. airline for anonymous completion. A total of 503 completed surveys were obtained for further analysis (29% return rate). Results of a series of confirmatory factor analyses indicated that the original 5-factor model of safety culture did not fit as well as hypothesized. Additional exploratory analyses were then conducted to determine specific areas of misalignment of the data with the model. Results from these analyses and respondent comments informed a conceptual revision of the model and survey. The new model contains 4 main factors and 11 subfactors. A revised version of the survey, following the revised model, is presented. Additional issues identified include the need to account for the atypical structure of management-employee relationships in airline flight operations compared to the structure of other traditional industrial settings in which the concept of safety culture originated. Copyright © 2006, Lawrence Erlbaum Associates, Inc.","",""
"Speech-based controls in simulated air battle management","2006","International Journal of Aviation Psychology","10.1207/s15327108ijap1602_5","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33744469813&doi=10.1207%2Fs15327108ijap1602_5&partnerID=40&md5=ac32348eb777ce1659a11341022a95cf","This experiment evaluated speech-based controls as an aid for Airborne Warning and Control System (AWACS) operators performing simulated Battle Management Command and Control tasks. Twelve AWACS operators were required to track a package of fighter aircraft, receive verbal target changes, and pass the verbal changes to the lead fighter aircraft in a simulated battlefield air interdiction environment. The availability of speech controls for selected human-machine interface manipulation tasks was varied. The participants' mission performance, mental workload, opinions, and real-time control modality preferences were recorded. The results strongly supported the application of speech-based controls in the AWACS interface. Copyright © 2006, Lawrence Erlbaum Associates, Inc.","",""
"Dynamic task selection in flight management system training","2006","International Journal of Aviation Psychology","10.1207/s15327108ijap1602_3","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33744464496&doi=10.1207%2Fs15327108ijap1602_3&partnerID=40&md5=28a704a80f2b4b7936334351d1931878","The effects of 3 task selection methods on test performance and training efficiency in a computer-based flight management system (FMS) training were investigated. A fixed condition was compared to a learner control condition and a condition using the participants' self-rated performance and mental effort. Although the experimental conditions revealed more positive training effects, no differences were found for training efficiency and test performance. A follow-up study did not confirm the alternative hypothesis that these results were caused by the higher amount of tasks in the fixed condition. Extra analyses suggested that the quality of self-rating needs to be considered in future research. Copyright © 2006, Lawrence Erlbaum Associates, Inc.","",""
"Risk perception among general aviation pilots","2006","International Journal of Aviation Psychology","10.1207/s15327108ijap1602_1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33744461806&doi=10.1207%2Fs15327108ijap1602_1&partnerID=40&md5=dd53264090dde49911ca07894c42c442","Two measures of pilot risk perception are described. One measure assessed pilots' perception of the level of risk experienced by other, fictional, pilots, and the second measure assessed the pilots' perceptions of the level of risk they would experience if they were personally involved in a set of scenarios. Analyses are reported for factor scores derived from the 2 measures. Analysis of variance demonstrated significant differences in the risk ratings for the 4 pilot certificate groups, with the more advanced certificate holders (i.e., commercial and airline transport) reporting lower levels of perceived risk. Construct validity was assessed using only private pilots (N = 369). Correlations between the factor scores and measures related to the constructs generally supported the construct validity of the risk perception measures. Inaccurate risk perception, measured as the discrepancy between the perceived risks of flying and driving, was found to be a better indicator of involvement in hazardous aviation events than any of the factor scores. It is suggested that the risk perception measures be used by other investigators to assess the contributions of these constructs to accident involvement in comparison to the contribution of other constructs. Copyright © 2006, Lawrence Erlbaum Associates, Inc.","",""
"The psychological effects of constant evaluation on airline pilots: An exploratory study","2006","International Journal of Aviation Psychology","10.1207/s15327108ijap1601_6","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33645015430&doi=10.1207%2Fs15327108ijap1601_6&partnerID=40&md5=6ca06fd35caa29f0d2ce40a4c5f4badc","Commercial airline pilots are among the most frequently trained, evaluated, and monitored professionals. This study uses the phenomenological methodology to explore the psychological effects of constant evaluation on airline pilots. Interviews were conducted with 7 male airline pilots. The psychological effects of constant evaluation are described through the themes elicited from participants' subjective experiences as: (a) permanent pressure in pilots' professional and private lives, (b) an experiential process that changes as pilots age and gain more job experience, and (c) diminished trust among organizational members. The implications of these findings are discussed and recommendations for further research suggested. Copyright © 2006, Lawrence Erlbaum Associates, Inc.","",""
"A review of the perceptual and cognitive issues associated with the use of head-up displays in commercial aviation","2006","International Journal of Aviation Psychology","10.1207/s15327108ijap1601_1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33645011770&doi=10.1207%2Fs15327108ijap1601_1&partnerID=40&md5=0a35e0e7097b237222216e67fce0e384","A head-up display (HUD) is a projection of symbology into the pilot's forward field of view that enables the pilot to monitor the instrumentation while, theoretically, also viewing the external domain. Although the HUD has been shown to improve flight performance, there are perceptual and cognitive issues that need to be addressed. This article reviews selected literature that investigates these issues and the possible solutions posed and identifies areas that remain in doubt. Copyright © 2006, Lawrence Erlbaum Associates, Inc.","",""
"An information-centered analysis of the tunnel-in-the-sky display, part 3: The interception of curved trajectories","2006","International Journal of Aviation Psychology","10.1207/s15327108ijap1601_2","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33645004699&doi=10.1207%2Fs15327108ijap1601_2&partnerID=40&md5=eb325f473c558d0e95daec3b243e769f","Companion papers (Mulder, 2003a) and (Mulder, 2003b) studied pilot control behavior with the tunnel-in-the-sky display in the regulation task of following trajectories that were straight or curved, respectively. This article investigates pilot decision making in the anticipatory task of intercepting a curved section of the trajectory. A fixed-base simulator experiment was run to study the pilot's timing of the curve interception maneuver. Different tunnel display geometries, aircraft types, and flight speeds were simulated. Presenting the tunnel frames allows pilots to use a tau (time-to-contact) strategy afforded by the expansion of the tunnel frames to determine the time-to-go to the curve. Presenting only the tunnel outline induces the use of the tangent point, the innermost point of the curve, to time the maneuver, a strategy reported in automobile driving research. It is shown that the display formats presenting the tunnel frames yield consistent timing behavior and were preferred by pilots. Presenting only the tunnel outline resulted in large variations in conducting the maneuver accompanied by a poor path-following performance and a high pilot workload. Hence, tunnel displays are recommended to include a sufficient number of frames near the transitions between curved and straight sections. Copyright © 2006, Lawrence Erlbaum Associates, Inc.","",""
"Pilot navigation errors on the airport surface: Identifying contributing factors and mitigating solutions","2006","International Journal of Aviation Psychology","10.1207/s15327108ijap1601_3","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33645003645&doi=10.1207%2Fs15327108ijap1601_3&partnerID=40&md5=de1a199216f526b4ce4cc88575f0b367","A taxonomy of navigation errors (pilot deviations) during taxi operations was developed that defines 3 classes of errors: planning, decision, and execution errors. This taxonomy was applied to error data from 2 full-mission simulation studies (Hooey, Foyle, Andre, & Parke, 2000; McCann et al., 1998) that included trials that replicated current-day operations and trials with advanced cockpit technologies including datalink, electronic moving maps (EMM), and head-up displays (HUDs). Pilots committed navigation errors on 17% of current-day operations trials (in low-visibility and night), distributed roughly equally across the 3 error classes. Each error class was associated with a unique set of contributing factors and mitigating solutions. Planning errors were mitigated by technologies that provided an unambiguous record of the clearance (datalink and the EMM, which possessed a text-based clearance). Decision errors were mitigated by technologies that provided both local and global awareness including information about the distance to and direction of the next turn, current ownship location, and a graphical depiction of the route (as provided by the EMM and HUD together). Execution errors were best mitigated by the HUD, which disambiguated the environment and depicted the cleared taxi route. Implications for technology design and integration are provided. Copyright © 2006, Lawrence Erlbaum Associates, Inc.","",""
"Automatic dependent surveillanceBroadcast/cockpit display of traffic information: Pilot use of the approach spacing application","2006","International Journal of Aviation Psychology","10.1207/s15327108ijap1601_4","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33645001151&doi=10.1207%2Fs15327108ijap1601_4&partnerID=40&md5=92781fd3756332ec650831021bbb5a4d","An operational evaluation of the automatic dependent surveillance system and cockpit display of traffic information (CDTI) provided an opportunity to examine how pilot use of CDTI enabled them to maintain predefined spacing intervals from other aircraft. Seventy percent of the controller-issued traffic calls resulted in positive visual acquisitions (83% displayed on CDTI). Approximately 55% of the approach clearances that included instructions to ""follow that traffic"" involved communication problems and operational concerns. In light of the findings and the participants' comments, changes to proposed procedures and supporting phraseology will be constructed and evaluated for the approach spacing application. Copyright © 2006, Lawrence Erlbaum Associates, Inc.","",""
"Performance-based evaluation of flight student landings: Implications for risk management","2006","International Journal of Aviation Psychology","10.1207/s15327108ijap1601_5","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33645000328&doi=10.1207%2Fs15327108ijap1601_5&partnerID=40&md5=af2f79adff851277056c631f30c55b6f","Beginning flight students (N = 28) participated in a performance-based landing measurement system. Students recorded contextual variables for each flight then students and instructors independently rated 12 dimensions of the last landing as meeting or deviating from standards in a specific fashion. Several contextual variables were correlated with errors including studying requirements (r = -. 11, p < .05), and errors decreased as students completed lessons (r = -.34, p < .01). Flare and follow-through problems were most common, occurring on 48.5% and 43.3% of landings, respectively. The project highlights the potential benefits of student self-evaluation and instructor-student collaborations and promotes the value of behavior-based safety processes in aviation. Copyright © 2006, Lawrence Erlbaum Associates, Inc.","",""
"Task prioritization factors: Two part-task simulator studies","2005","International Journal of Aviation Psychology","10.1207/s15327108ijap1504_2","https://www.scopus.com/inward/record.uri?eid=2-s2.0-30544450765&doi=10.1207%2Fs15327108ijap1504_2&partnerID=40&md5=390c70fc3e43e4273a2fd8c07e9df4f1","Cockpit task management (CTM) is the initiation, monitoring, prioritization, execution, and termination of multiple, concurrent tasks by flight crews. In this research, we used 2 part-task simulator studies to elicit from pilots the factors actually used in task prioritization. Analysis resulted in the identification of 12 specific factors that the pilots reported as affecting task prioritization. From the results of these and related studies, we developed a hypothetical framework and model of task prioritization in which procedural consistency, importance to flight safety, and the salience of task-related stimuli are the primary factors that affect task prioritization. Copyright © 2005, Lawrence Erlbaum Associates, Inc.","",""
"The effect of simulator platform motion on pilot training transfer: A meta-analysis","2005","International Journal of Aviation Psychology","10.1207/s15327108ijap1504_5","https://www.scopus.com/inward/record.uri?eid=2-s2.0-30544448761&doi=10.1207%2Fs15327108ijap1504_5&partnerID=40&md5=fa3ee62d1f3679fd0eb42a794a31a740","We used a meta-analysis (MA) approach to generate an estimate of true mean effect size (δ) for simulator motion with regard to fixed-wing pilot training transfer. We based the analysis on the techniques developed by Hunter and Schmidt (1990). We used a d statistic for effect size calculations based on information available in the included sources. We reviewed and considered 11 studies for analysis, but only 7 of these included the information necessary for calculating effect size and we included these in the study. The result of the MA suggest a small, positive effect for motion, d=.16. No credibility interval could be built around this estimate of population mean effect size because the resulting sampling error variance was larger than the observed variance in d across the assessed studies. This led to a negative variance estimate for 5 and subsequently an estimated SD <inf>δ&</inf> of 0. These results suggest that simulator motion has a small, positive effect on pilot training transfer and contradict an earlier MA on the same subject. The small sample size (few studies) and methodological shortcomings within the included studies require that the findings be interpreted cautiously. We discuss alternative interpretations and their implications for the aviation training community. Copyright © 2005, Lawrence Erlbaum Associates, Inc.","",""
"Age, flight experience, and violation risk in mature commuter and air taxi pilots","2005","International Journal of Aviation Psychology","10.1207/s15327108ijap1504_4","https://www.scopus.com/inward/record.uri?eid=2-s2.0-30544448029&doi=10.1207%2Fs15327108ijap1504_4&partnerID=40&md5=44467b02cec87d3b0fb55ca8ff9a166a","Violation of Federal Aviation Regulations has been identified as a risk factor for pilot involvement in aviation crashes. However, the associations among violations, flight experience, and pilot age have not been well studied. In this study, we aimed to examine risk of violation in relation to pilot age and other pilot characteristics based on exposure to flight in a fixed birth cohort of 3,306 commuter air carrier and air taxi pilots who in 1987 were aged 45 to 54 years. We merged different data files from the National Transportation Safety Board and the Federal Aviation Administration for the years 1987 to 1997, and we analyzed violation rates per pilot flight hour in relation to total flight hours at baseline and pilot age at time of violation. During the 11-year follow-up period, a total of 12.9 million cumulative flight hours and 71 violations were recorded, yielding a rate of 5.5 violations per million pilot flight hours. Violation rate increased significantly with age from age 40 to the late 50s. Pilots who were 50 to 54 years old at baseline experienced almost twice the rate of violation involvement as pilots who were 45 to 49 years old at baseline. Total flight time at baseline, an indicator of flight experience, showed a significant protective effect against risk of violation. With adjustments for age, pilots who had 5,000 to 9,999 hr of total flight time at baseline were at significantly lower risk of violation than their less experienced counterparts (relative risk 0.43; 95% confidence interval 0.19 to 0.85). Flight experience showed a diminishing protective effect after pilots reached 10,000 hr of total flight time. Copyright © 2005, Lawrence Erlbaum Associates, Inc.","",""
"Hierarchical conflict detection in air traffic control","2005","International Journal of Aviation Psychology","10.1207/s15327108ijap1504_3","https://www.scopus.com/inward/record.uri?eid=2-s2.0-30544444868&doi=10.1207%2Fs15327108ijap1504_3&partnerID=40&md5=bcd837664be6b5951482128b545a0f2c","Experienced air traffic controllers and naïve college students participated in 2 experiments we conducted to test a hypothesis that controllers evaluate potential conflicts between aircraft in a hierarchical manner, comparing altitudes first for vertical separation, then extrapolating aircraft trajectories for lateral separation, and finally performing speed-distance computations for longitudinal separation. The results clearly support the hypothesis and imply that controller workload in terms of time pressure could be determined by momentary conflict geometries between aircraft pairs in a sector. Similarity of results between the groups has implications on both our understanding of controller expertise and on experimental research on air traffic control-related issues. Copyright © 2005, Lawrence Erlbaum Associates, Inc.","",""
"Estimating a mental workload redline in a simulated air-to-ground combat mission","2005","International Journal of Aviation Psychology","10.1207/s15327108ijap1504_1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-30544437476&doi=10.1207%2Fs15327108ijap1504_1&partnerID=40&md5=5d3e185062d212e99a6872093cdc627f","Mental workload assessments are used as a component of the test and evaluation of aviation systems. To be acceptable, mental workload should not be excessively high. Conceptually, it should be below a critical redline level. Previous research identified 40 ± 10 as a redline range for the Subjective Workload Assessment Technique (SWAT) primarily based on laboratory task batteries (Reid & Colle, 1988). Using an air-to-ground combat task with an objective performance criterion, we estimated a SWAT redline and found it to be within the original recommended range. We discuss implications and limitations of the approach.","",""
"Autogenic feedback training exercise: A treatment for airsickness in military pilots","2005","International Journal of Aviation Psychology","10.1207/s15327108ijap1504_6","https://www.scopus.com/inward/record.uri?eid=2-s2.0-30544435074&doi=10.1207%2Fs15327108ijap1504_6&partnerID=40&md5=4dafde8363c9ff4b0f1e0671c3232c7d","In this article, we present physiological data from 2 male pilots who completed a 6-hr training program for control of motion sickness at National Aeronautic and Space Administration Ames Research Center. The program consisted of an Autogenic Feedback Training Exercise in which research participants learn through operant conditioning techniques to regulate several physiological responses to suppress their symptoms. We evaluated training progress during rotating-chair motion sickness tests. We assessed motion sickness tolerance by calculating the number of cumulative rotations that research participants were able to achieve in the rotating chair prior to reaching their major malaise endpoint. We rated motion sickness symptoms using a standard diagnostic scale. We obtained physiological data from one pilot during a training flight in an F-18 aircraft after completion of his training. Results demonstrate a significant increase in tolerance to laboratory-induced motion sickness tests and a reduction in autonomic nervous system response levels following training. During subsequent flight qualification tests on F-18 and T-38 aircraft, both pilots were successful at controlling their airsickness and were returned to active flight status.","",""
"Planning in air traffic control: Impact of problem type","2005","International Journal of Aviation Psychology","10.1207/s15327108ijap1503_4","https://www.scopus.com/inward/record.uri?eid=2-s2.0-25444533341&doi=10.1207%2Fs15327108ijap1503_4&partnerID=40&md5=f91a1baad1a6672926953ee6fa1399e9","To characterize the planning activities of en route air traffic controllers, 12 certified professional controllers (CPCs) were placed in the role of planners and verbalized a plan for controlling traffic to a confederate tactician. The tactician, another CPC, implemented the plan. Planning, which is typically tacit, was made explicit by distributing it across these 2 individuals. The sequencing problem, which required the sequencing of aircraft going to a common destination, had a distinct environmental analysis phase (bottom-up) followed by a distinct plan development (top-down) phase. In the crossing problem, which involved aircraft en route to many different destinations, environmental analysis melded into a phase of balanced top-down guidance and bottom-up analysis. Implications for interface development are discussed. Copyright © 2005, Lawrence Erlbaum Associates, Inc.","",""
"Pilot activities and the level of cockpit automation","2005","International Journal of Aviation Psychology","10.1207/s15327108ijap1503_3","https://www.scopus.com/inward/record.uri?eid=2-s2.0-25444485205&doi=10.1207%2Fs15327108ijap1503_3&partnerID=40&md5=742de61742a5031fc094127e360c6e29","We examined how the frequency of 23 activities varied as a function of the level of cockpit automation. The pilots' activities were recorded in actual revenue-generating line operations at 7.5-sec intervals during climbs and descents during 193 flights in 2 models of the B737-200 and in 2 models of the B737-300. Eight of the 23 activities were assumed not to be affected by the duration of the climbs and descents and were analyzed using analysis of variance. The observed frequencies of the other 15 activities were analyzed using the length of the climb and descent as a covariate. The results showed that the frequency of housekeeping activities and communication activities tended not to be affected by the level of cockpit automation. In contrast, the frequency of most of the activities related to flight path control varied with the level of cockpit automation. Copyright © 2005, Lawrence Erlbaum Associates, Inc.","",""
"Auditory alert characteristics: A survey of pilot views","2005","International Journal of Aviation Psychology","10.1207/s15327108ijap1503_2","https://www.scopus.com/inward/record.uri?eid=2-s2.0-25444471567&doi=10.1207%2Fs15327108ijap1503_2&partnerID=40&md5=38294e0e6813fca9e6319ee41ff54db6","This survey obtained feedback from 50 commercial pilots on the design characteristics of a set of auditory flight deck alerts. The first section in the online questionnaire assessed pilot views on current loudness levels and prevalence of cognitive impairment from alert presentation. The second section in the questionnaire required the pilots to rate the effectiveness of 10 auditory alerts currently in operation on a large commercial aircraft. In general, the alerts were rated favorably on informational content variables, but unfavorably on presentation style variables. Loud, continuous alerts can distract pilot attention away from processing task-related information, increasing the potential for error. New methods for alert presentation are suggested, based on real-time analysis of flight deck noise. This is argued to offer a more suitable environment for problem solving, decision making, and communication during alert situations. Copyright © 2005, Lawrence Erlbaum Associates, Inc.","",""
"Theoretical foundations for a total energy-based perspective flight-path display","2005","International Journal of Aviation Psychology","10.1207/s15327108ijap1503_1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-25444447410&doi=10.1207%2Fs15327108ijap1503_1&partnerID=40&md5=1f67f30d51c13cffaa24f164e275ad6a","One of the most difficult aspects of manually controlled flight is the coupling between the control over the aircraft speed and altitude. These states cannot be changed independent of each other through the aircraft control devices, the elevator and the throttle. Rather, to effectively change an aircraft's speed and altitude, the controls have to be coordinated. The mediating mechanism that underlies the coordination of the controls is the management of the aircraft's energy state. This article shows that the abstraction hierarchy (AH; Rasmussen, 1986) framework can be effectively used to gain more insight into the underlying structure of the aircraft energy management problem. The derived AH representation is based on the analysis of the energy constraints on the control task. It reveals the levels of abstraction necessary to link the aircraft's physical controls to the speed and altitude goals and also how the aircraft energy is a critical mediating state of the control problem. Energy awareness can be increased by presenting explicit energy management information. The powerful and novel concepts of the total energy reference profile and energy angle are introduced in this article and applied in the context of a perspective flight-path display. The resulting display presents energy management information fully integrated with the tunnel-in-the-sky display and reveals 5 new and important energy cues, intuitively linking the controls and the goals. Copyright © 2005, Lawrence Erlbaum Associates, Inc.","",""
"General aviation leveloff, roundout, and accident rate analysis","2005","International Journal of Aviation Psychology","10.1207/s15327108ijap1502_5","https://www.scopus.com/inward/record.uri?eid=2-s2.0-19844381140&doi=10.1207%2Fs15327108ijap1502_5&partnerID=40&md5=881861b6827826c0f9a6969d16013acb","Transitioning the aircraft from the approach attitude to the landing attitude is one of the first obstacles that confronts student pilots. This visually guided procedure is known as the landing flare but is poorly understood and underreported. To stimulate interest in and accentuate the importance of the landing flare, in this study, we analyzed 6,655 National Transportation Safety Board accident reports and surveyed 92 aviators in two Part 141 flight schools. The results show that flare accidents accounted for 17.88% of landing accidents, that the landing flare was equated with the roundout, and that the procedures used to round out the aircraft were obscure. Practical recommendations are provided for future studies and flight training instruction. Copyright © 2005, Lawrence Erlbaum Associates, Inc.","",""
"Fatigue and sleep debt in an operational navy squadron","2005","International Journal of Aviation Psychology","10.1207/s15327108ijap1502_3","https://www.scopus.com/inward/record.uri?eid=2-s2.0-19844375245&doi=10.1207%2Fs15327108ijap1502_3&partnerID=40&md5=0de0467c3492d26a4cc1436ee2eba374","Transmeridian, high-frequency operations cause fatigue and subsequent performance decrements in flight crews. The amount of fatigue experienced by the aviators in an operational EP-3 squadron was quantified before and after interventions were made to promote crew rest. Surveys were completed for 10 days by 2 separate flight crews transitioning to a Southwest Asia detachment site from Whidbey Island Naval Air Station, Washington. The second crew (Crew B) underwent fatigue countermeasures training several days prior to departure and were provided with 1 additional layover day between the second and third day of transit. The additional layover period was provided in an effort to maximize crew rest prior to a difficult night transit 3 days into the journey. The surveys quantified: self-reported sleep quantity, sleep quality, sleep debt, and fatigue ratings during the 3 phases of flight: takeoff to top of climb, top of climb to top of descent, and top of descent to landing. Baseline data were collected from the first crew (Crew A) and were then compared to that of the second crew (Crew B). Crew A experienced greater fatigue, a larger sleep debt, and decreased sleep quality compared to Crew B. Both crews demonstrated low sleep quality ratings on the second day of the transit as well as high fatigue ratings after the third leg of the transit. Crew B received more total sleep prior to the third leg of the transit due to the additional layover day. This additional rest period resulted in decreased fatigue ratings for Crew B. Sleep quality tended to be lower on the nights preceding a scheduled flight and higher on days off. Providing additional layover time and fatigue countermeasures training resulted in decreased fatigue, increased sleep quantity, and improved sleep quality.","",""
"Using computational cognitive modeling to diagnose possible sources of aviation error","2005","International Journal of Aviation Psychology","10.1207/s15327108ijap1502_2","https://www.scopus.com/inward/record.uri?eid=2-s2.0-19844373822&doi=10.1207%2Fs15327108ijap1502_2&partnerID=40&md5=37ca97eb9ee240b4fa7e7d3868c7839a","We present a computational model of a closed-loop, pilot-aircraft-visual scene-taxiway system created to shed light on possible sources of taxi error. The creation of the cognitive aspects of the model with ACT-R (Adaptive Control of Thought-Rational) required us to conduct studies with subject matter experts to identify the experiential adaptations pilots bring to taxiing. Five decision strategies were found, ranging from cognitively intensive but precise to fast and frugal but robust. We provide evidence for the model by comparing its behavior to a National Aeronautics and Space Administration Ames Research Center simulation of Chicago O'Hare surface operations. Decision horizons were highly variable; the model selected the most accurate strategy given the time available. We found a signature in the simulation data of the use of globally robust heuristics to cope with short decision horizons as revealed by the errors occurring most frequently at atypical taxiway geometries or clearance routes. These data provided empirical support for the model. Copyright © 2005, Lawrence Erlbaum Associates, Inc.","",""
