year,title,doc,topic
2009,"Performance as a Function of Ability, Resources Invested, and Strategy Used","<title>Performance as a Function of Ability, Resources Invested, and Strategy Used</title> <excerpt>Computerized tasks allow a more fine-grained analysis of the strategy deployed in a task designed to map a specific ability than the usual assessment on the basis of only the level of performance. Manipulations expected to impair performance sometimes do not have that effect, probably because the level of performance alone can confound the assessment of the ability level if researchers ignore the strategy used. In a study with 1,872 participants, the authors applied the Spatial Orientation Dynamic Test-Revised (J.</excerpt>",-1
2009,The effect of feedback on the accuracy of checklist completion during instrument flight training,<title>The effect of feedback on the accuracy of checklist completion during instrument flight training</title> <excerpt>This study examined whether pilots completed airplane checklists more accurately when they receive postflight graphic and verbal feedback. Participants were 8 college students who are pilots with an instrument rating. The task consisted of flying a designated flight pattern using a personal computer aviation training device (PCATD).</excerpt>,26
2009,The role of national culture in determining safety performance: Challenges for the global oil and gas industry,"<title>The role of national culture in determining safety performance: Challenges for the global oil and gas industry</title> <excerpt>This paper addresses the issue of occupational safety and how the process of globalisation can potentially influence the attitudes, beliefs and behaviour of disparate 'national' workforces working across the globe for the same multi-national company. The paper reviews published literature on cross-cultural differences in attitudes, perceptions and beliefs regarding safety and presents details of a study examining the relationship between Hofstede's [Hofstede, G., 1984. Culture's Consequences; International Differences in Work-Related Values, Abridged edition.</excerpt>",54
2009,Examining effects of instrument flight instruction on noninstrument -rated pilots' flight proficiency,"<title>Examining effects of instrument flight instruction on noninstrument -rated pilots' flight proficiency</title> <excerpt>Continued flight from visual weather conditions into conditions of poor visibility is the most prominent cause of fatal aviation weather-related accidents. A quantitative, posttest research design was used to determine if either 30 or 60 minutes of instrument flight instruction would significantly improve a noninstrument-rated pilots ability to control the aircraft after entering adverse weather conditions. Sixty-six noninstrument-rated pilots were selected and randomly assigned to one of three groups.</excerpt>",23
2009,Making risks visible: Identifying and interpreting threats to airline flight safety,"<title>Making risks visible: Identifying and interpreting threats to airline flight safety</title> <excerpt>This research investigated how new or previously unrecognized risks are identified in organizations by risk managers. Managing risk is an increasingly important and widespread task in modern organizations, and the initial identification of risks is one of the key challenges of risk management. However, the psychological processes through which risks are initially identified and interpreted in organizations remain unclear.</excerpt>",-1
2009,A Theory and Model of Conflict Detection in Air Traffic Control: Incorporating Environmental Constraints,<title>A Theory and Model of Conflict Detection in Air Traffic Control: Incorporating Environmental Constraints</title> <excerpt>A performance theory for conflict detection in air traffic control is presented that specifies how controllers adapt decisions to compensate for environmental constraints. This theory is then used as a framework for a model that can fit controller intervention decisions. The performance theory proposes that controllers apply safety margins to ensure separation between aircraft.</excerpt>,8
2009,The first 83 and the next 83: Perspectives on neurotoxicology,"<title>The first 83 and the next 83: Perspectives on neurotoxicology</title> <excerpt>This commentary depicts the author's history, and how it became interwoven with neurotoxicology. Born in 1925, most of his life spanned a century burdened with calamitous wars as well as revolutionary developments in science. Aviation played a large role in the century's wars and in the author's outlook on the world.</excerpt>",-1
2009,The effect of team training strategies on team mental model formation and team performance under routine and non-routine environmental conditions,"<title>The effect of team training strategies on team mental model formation and team performance under routine and non-routine environmental conditions</title> <excerpt>The current study examined how the type of training a team receives (team coordination training vs cross-training) influences the type of team mental model structures that form and how those mental models in turn impact team performance under different environmental condition (routine vs non-routine). Three-hundred and fifty-two undergraduate students from a large northeastern university participated in the current study (176 dyads). Data were collected through the NeoCITIES simulation, which is a simulated task environment of an emergency management team.</excerpt>",-1
2009,Information seeking in documents by pilots: Assessment of the reliability problems caused by the transition from paper to electronic,<title>Information seeking in documents by pilots: Assessment of the reliability problems caused by the transition from paper to electronic</title> <excerpt>Information seeking is completely ignored in research on aviation psychology and more generally in issues of air transport safety. But information seeking occupies a central place in the pilots' work. And this activity is undergoing an important development: the transition from paper to electronic documents.</excerpt>,16
2009,Innovative accounting for human psychophysiological capability in aviation and cosmonautics (conference data overview),<title>Innovative accounting for human psychophysiological capability in aviation and cosmonautics (conference data overview)</title>,-1
2009,Individual psychological attributes of civil pilots with atherosclerotic cerebral vessels,"<title>Individual psychological attributes of civil pilots with atherosclerotic cerebral vessels</title> <excerpt>Object of investigation was types of personality of civil pilots. The investigation involved healthy pilots (n = 58, controls) and pilots afflicted with cerebral atherosclerosis (n = 67) including pilots with atherosclerotic plaques (n = 23). The personality questionnaire developed by L.N.Sobchik was used.</excerpt>",71
2009,Can aviation-based team training elicit sustainable behavioral change?,"<title>Can aviation-based team training elicit sustainable behavioral change?</title> <excerpt>Objective: To quantify effects of aviation-based crew resource management training on patient safety-related behaviors and perceived personal empowerment. Design: Prospective study of checklist use, error selfreporting, and a 10-point safety empowerment survey after participation in a crew resource management training intervention. Setting: Seven hundred twenty-two-bed university hospital; 247-bed affiliated community hospital.</excerpt>",-1
2009,Future ability requirements for human operators in aviation,"<title>Future ability requirements for human operators in aviation</title> <excerpt>The present study addresses the optimal fit between technical innovations in aviation and aircraft operators. Because of the increase in computerization, an accurate and efficient monitoring of the automation poses a key challenge to future operators. As the German Aerospace Center's Department of Aviation and Space Psychology is responsible for personnel selection of pilots and air traffic controllers, our objective for the selection of future personnel is to distinguish good monitoring operators from bad operators.</excerpt>",-1
2009,Personality traits in clinically referred aviators: Two clusters related to occupational suitability,<title>Personality traits in clinically referred aviators: Two clusters related to occupational suitability</title> <excerpt>Background: The Five Factor Model (FFM) of normal personality provides a compelling framework for investigating personality subtypes in large military populations. The FFM was used to determine whether a sample of clinically referred military aviators exhibited commonly occurring personality clusters. Methods: The Revised NEO Personality Inventory (NEO-PI-R) was used to evaluate 956 clinically referred U.S.</excerpt>,30
2009,Expertise promotes facilitation on a collaborative memory task,"<title>Expertise promotes facilitation on a collaborative memory task</title> <excerpt>The effect of expertise on collaborative memory was examined by comparing expert pilots, novice pilots, and non-pilots. Participants were presented with aviation scenarios and asked to recall the scenarios alone or in collaboration with a fellow participant of the same expertise level. Performance in the collaborative condition was compared to nominal group conditions (ie, pooled individual performance).</excerpt>",31
2009,Self-controlled concurrent feedback facilitates the learning of the final approach phase in a fixed-base flight simulator,"<title>Self-controlled concurrent feedback facilitates the learning of the final approach phase in a fixed-base flight simulator</title> <excerpt>Objective: This study (a) compares the effectiveness of different types of feedback for novices who learn to land a virtual aircraft in a fixed-base flight simulator and (b) analyzes the informational variables that learners come to use after practice. Background: An extensive body of research exists concerning the informational variables that allow successful landing. In contrast, few studies have examined how the attention of pilots can be directed toward these sources of information.</excerpt>",26
2009,Peculiarities of psychophysiological status of flying staff of fighter aircraft of land basing,"<title>Peculiarities of psychophysiological status of flying staff of fighter aircraft of land basing</title> <excerpt>It was investigated the influence of professional activity on psychophysiological peculiarities of fighter pilot of different types of aircraft of land basing and afloat aircraft. As a result of investigation, it was determined that on base of social parameters they are equal. Airmen of the aviation of land basing have a similar personality profile, but different types of interpersonal relations.</excerpt>",-1
2009,Towards a new framework for better design reviews,"<title>Towards a new framework for better design reviews</title> <excerpt>This paper presents a new framework to execute design reviews more effectively. Design reviews are significant events in any engineering engagement, necessary to ensure that the design activities achieve the intended goals within the available budget and time. Yet the traditional means to perform a review seem to be limited in their adaptability to the contemporary engineering 'supply chain', in which multiple partners each with their own design responsibility participate.</excerpt>",-1
2009,Selling air power: Military aviation and American popular culture after world war II,"<title>Selling air power: Military aviation and American popular culture after world war II</title> <excerpt>In Selling Air Power, Steve Call provides the first comprehensive study of the efforts of post-war air power advocates to harness popular culture in support of their agenda. In the 1940s and much of the 1950s, hardly a month went by without at least one blatantly pro-air power article appearing in general interest magazines. Public fascination with flight helped create and sustain exaggerated expectations for air power in the minds of both its official proponents and the American public.</excerpt>",81
2009,The impact of civil aviation pilot's personality character and competency on organizational commitment,"<title>The impact of civil aviation pilot's personality character and competency on organizational commitment</title> <excerpt>Cockpit crew is the essential asset to aviation industry, playing the key roles of airplane operator and flight safety manager. With the global expansion of airlines industry, the demand of pilots increases much higher than ever. Moreover, foreign airlines offer better contract to attract domestic pilots and cause the shortage of pilot manpower situation even worse.</excerpt>",-1
2009,Predicting pilots risk-taking behavior through an implicit association test,"<title>Predicting pilots risk-taking behavior through an implicit association test</title> <excerpt>Objective: The Implicit Association Test (IAT), in combination with a battery of additional psychometric tests, was employed to examine the accuracy with which it predicts pilots risk-taking behavior. Background: Risk management is an integral part of piloting. Many factors affect pilots risk management, including individual differences.</excerpt>",6
2009,The Helmholtz Space Life Sciences Research School (SpaceLife): A new perspective in promotion of young researchers,"<title>The Helmholtz Space Life Sciences Research School (SpaceLife): A new perspective in promotion of young researchers</title> <excerpt>In the field of space life sciences, the demand of an interdisciplinary and specific training of young researchers is high due to the complex interaction of medical, biological, physical, technical and other questions. The Helmholtz Space Life Sciences Research School (SpaceLife) offers an excellent interdisciplinary training for doctoral students from different fields (biology, biochemistry, biotechnology, physics, psychology, nutrition or sports sciences and related fields) and any country. SpaceLife is coordinated by the Institute of Aerospace Medicine at the German Aerospace Center (DLR) in Cologne.</excerpt>",27
2009,"Designing informative warning signals: Effects of indicator type, modality, and task demand on recognition speed and accuracy","<title>Designing informative warning signals: Effects of indicator type, modality, and task demand on recognition speed and accuracy</title> <excerpt>An experiment investigated the assumption that natural indicators which exploit existing learned associations between a signal and an event make more effective warnings than previously unlearned symbolic indicators. Signal modality (visual, auditory) and task demand (low, high) were also manipulated. Warning effectiveness was indexed by accuracy and reaction time (RT) recorded during training and dual task test phases.</excerpt>",44
2009,Challenges in addressing graduate student impairment in academic professional psychology programs,"<title>Challenges in addressing graduate student impairment in academic professional psychology programs</title> <excerpt>Given the prevalence of emotional and psychological problems among professional psychologists, a primary concern to the field is impairment, or problems of professional competence. Graduate students, in particular, are an especially vulnerable subpopulation of mental health care professionals. Despite graduate students' heightened risk of impairment, relatively little attention has been paid in the literature to the handling of impairment in graduate students in academic training programs.</excerpt>",75
2009,"Unknown-attitude recoveries using conventional and terrain-depicting attitude indicators: Difference testing, equivalence testing, and equivalent level of safety","<title>Unknown-attitude recoveries using conventional and terrain-depicting attitude indicators: Difference testing, equivalence testing, and equivalent level of safety</title> <excerpt>The objectives of this study were to assess the effects of differing formats of forward-looking primary flight display (PFD; electronic attitude-direction indicator, full-color terrain, uniformly brown terrain) on general aviation (GA) pilot recoveries from unknown attitudes and to determine if recovery assistance embodied in the display could be useful. Total recovery times and control reversals were examined as indexes of performance for 40 GA pilots, and the recovery times were subjected to a comparative analysis using both a parametric difference analysis and an equivalence testing technique. Results suggest that for the specific conditions investigated, terrain-depicting PFDs supported performance that was equivalent to that observed with the standard attitude indicator.</excerpt>",2
2009,Combining enhanced and synthetic vision for autonomous all-weather approach and landing,<title>Combining enhanced and synthetic vision for autonomous all-weather approach and landing</title> <excerpt>This article is about the design and evaluation of the human-machine interface of an enhanced and synthetic vision system. Several tunnel-in-the-sky and pathway-in-the-sky concepts including scene-linking elements have been evaluated. Pathway-in-the-sky displays enable pilots to accurately fly difficult trajectories.</excerpt>,2
2009,"Trade-offs in synthetic vision system display resolution, field of regard, terrain data density, texture, and shading during off-path operations","<title>Trade-offs in synthetic vision system display resolution, field of regard, terrain data density, texture, and shading during off-path operations</title> <excerpt>We conducted 2 independent fixed-base flight simulator studies to determine trade-offs in synthetic vision system (SVS) display resolution, field of regard, terrain data density, texture, and shading during off-path operations. The data we present herein are a synthesis of prior work and may be useful for consideration by SVS designers and certification entities. Pilots flew off-path tasks, following the middle of a curved valley depicted on the SVS.</excerpt>",2
2009,"""MySpace"" or yours? The ethical dilemma of graduate students' personal lives on the internet","<title>""MySpace"" or yours? The ethical dilemma of graduate students' personal lives on the internet</title> <excerpt>The booming popularity of the Internet, and particularly increasing use of personal Web sites, social networking sites, and blogging, raises questions regarding the ethical use of psychology graduate students' personal online information for academic purposes. Given rising controversies such as use of such information to screen applicants, I refer to the principles and standards of the Ethics Code of the American Psychological Association (2002) to examine ethical concerns associated with graduate students' personal information on the Internet, namely, the protection of privacy, use of informed consent, consideration of autonomy, and implications for students' clinical work. Finally, I make several recommendations for graduate training faculty and graduate students as they consider placing and using information on and from the Internet.</excerpt>",75
2009,The ethics of psychology's role in politics and the development and institution of social policy,"<title>The ethics of psychology's role in politics and the development and institution of social policy</title> <excerpt>The relationship between psychological research and the development of social policy is controversial, as is any discussion of the role of values and morals within science. Three particular instances of this controversy are evident in psychological research conducted on affirmative action, child abuse, and abortion. The American Psychological Association (APA) in fact takes a particular organizational stance on these issues.</excerpt>",75
2009,Discriminatory referrals: Uncovering a potential ethical dilemma facing practitioners,"<title>Discriminatory referrals: Uncovering a potential ethical dilemma facing practitioners</title> <excerpt>An ethical dilemma exists regarding client referral. Standards 2.01(b) (Boundaries of Competence) and 3.01 (Unfair Discrimination) of the American Psychological Association's Ethical Principles of Psychologists Code of Conduct provide psychologists with contradictory reasons to take possibly conflicting and incompatible courses of action when considering whether to refer a client. The professional literature that has explored the benefits of referring clients when the psychologist does not believe that he or she is able to work with the client's presenting concern, however, has failed to examine the times in which referring may not be appropriate and, more specifically, may be an act of discrimination.</excerpt>",75
2009,Psychologists and interrogations: Ethical dilemmas in times of war,"<title>Psychologists and interrogations: Ethical dilemmas in times of war</title> <excerpt>In recent years, ethical concerns have emerged among psychologists, psychiatrists, and physicians about interrogating inmates detained at U.S. military prison camps, such as Guantanamo Bay, or consulting on such interrogations. These concerns have escalated to levels necessitating the three major associations-the American Psychological Association, the American Psychiatric Association, and the American Medical Association-to formulate position statements on these issues.</excerpt>",75
2009,The American psychological association graduate student ethics prize,<title>The American psychological association graduate student ethics prize</title>,75
2009,Ethical considerations when working with older adults in psychology,"<title>Ethical considerations when working with older adults in psychology</title> <excerpt>The growing number of older adults in America will result in an increasing demand for psychotherapists familiar with their psychological needs. To treat this population in an ethical manner, practitioners need to be aware of the unique characteristics of the aging process, especially in regards to age-related vulnerabilities, such as cognitive decline. Unfortunately, recent research has shown that those currently in practice do not have sufficient knowledge of the aging process and age specific issues of older adults.</excerpt>",75
2009,Measuring expertise in weather-related aeronautical risk perception: The validity of the Cochran-Weiss-Shanteau (CWS) index,"<title>Measuring expertise in weather-related aeronautical risk perception: The validity of the Cochran-Weiss-Shanteau (CWS) index</title> <excerpt>Two studies were conducted to measure expertise in aeronautical weather-related risk perception using the Cochran-Weiss-Shanteau (CWS) index. In the first study, qualified pilots, student pilots, and geography students were presented with weather-related scenarios, and rated the risk involved in each scenario. There was no relationship between flight experience and the CWS scores.</excerpt>",23
2009,Cognitive aid for neonatal resuscitation: A prospective single-blinded randomized controlled trial,"<title>Cognitive aid for neonatal resuscitation: A prospective single-blinded randomized controlled trial</title> <excerpt>Background. Retention of skills and knowledge after neonatal resuscitation courses (NRP) is known to be problematic. The use of cognitive aids is mandatory in industries such as aviation, to avoid dependence on memory when decision-making in critical situations.</excerpt>",-1
2009,Psychophysiological evaluation of an antidisorientation training for visual flight rules pilots in a moving base simulator,<title>Psychophysiological evaluation of an antidisorientation training for visual flight rules pilots in a moving base simulator</title> <excerpt>Spatial disorientation following inadvertent flight from visual into instrument meteorological conditions is a frequent cause of fatal accidents in visual flight rules (VFR) rated pilots. Three groups of VFR pilots who underwent different training conditions were compared in a motion base simulator. Test profiles consisted of a flight in deteriorating weather with the possibility of entering clouds and recovering from unusual attitudes.</excerpt>,13
2009,Certified flight instructor weather training: Perspectives and practices,"<title>Certified flight instructor weather training: Perspectives and practices</title> <excerpt>Although weather-related accidents in general aviation continue to claim many lives every year, what pilots are taught about weather during their earliest training is largely unknown. Certified flight instructors were surveyed regarding the weather training they provide to primary student pilots. Participants typically report spending 10 to 12 hr on weather instruction with their primary students.</excerpt>",23
2009,A methodology for assessing safety programs targeting human error in aviation,"<title>A methodology for assessing safety programs targeting human error in aviation</title> <excerpt>There is a need to develop an effective methodology for generating and evaluating intervention strategies that map current and proposed safety programs onto well-established types of human error. Toward these ends, we conducted 2 studies using recommendations from National Transportation Safety Board accident investigations and two joint Federal Aviation Administration and industry working groups. The goal of these studies was to identify the types of interventions commonly recommended by these agencies, as well as to develop a framework for evaluating the potential impact of specific safety initiatives that target human error in aviation.</excerpt>",4
2009,Pilot support interface for three-degree decelerating approach procedures,"<title>Pilot support interface for three-degree decelerating approach procedures</title> <excerpt>Previous research on aircraft noise abatement has resulted in some promising flight procedures to mitigate noise impact, such as the three-degree decelerating approach (TDDA). A problem with decelerating approaches, however, is that they typically lead to increased spacing, which in turn results in a significant reduction of runway landing capacity. A possible solution to this problem might be to delegate the task of separating the aircraft during the approach to the pilot.</excerpt>",-1
2009,Predicting professional success of air traffic control personnel from their personality profile at admission to Ab initio training,"<title>Predicting professional success of air traffic control personnel from their personality profile at admission to Ab initio training</title> <excerpt>The usefulness of personality measures for predicting air traffic controllers' (ATCs) performance in addition to cognitive aptitudes was tested using NEO Personality Inventory (NEO-PI) results of 60 ATC candidates at admission to the training. Extroversion (E) and its facets Gregariousness (E2) and Positive Emotions (E6) were valid and useful negative predictors of performance over and above cognitive ability level. E, E2, and E6 added to the variance of success in career (8.2%, 12.6%, and 12.7%, respectively).</excerpt>",-1
2009,Mental workload in aircraft and simulator during basic civil aviation training,"<title>Mental workload in aircraft and simulator during basic civil aviation training</title> <excerpt>This study investigated mental workload in basic civil aviation training. Heart rate, eye movement, and subjective ratings from 11 students were collected during simulator and aircraft sessions. Results show high correspondence in psychophysiological reactions between the sessions.</excerpt>",0
2009,Predicting pilot task demand load during final approach,"<title>Predicting pilot task demand load during final approach</title> <excerpt>This research aims at developing a method to assess the safety of airport approaches from the perspective of airline pilots. The main hypothesis is that safety is inversely proportional to the task demand load (TDL) experienced by the pilots conducting it. The TDL is the mental workload imposed by the system to be controlled, and is not to be mistaken for the mental workload experienced by the operator, referred to as mental load.</excerpt>",0
2009,"The effects of sleep deprivation on flight performance, instrument scanning, and physiological arousal in pilots","<title>The effects of sleep deprivation on flight performance, instrument scanning, and physiological arousal in pilots</title> <excerpt>The effects of 34 hr of continuous wakefulness on flight performance, instrument scanning, subjective fatigue, and EEG activity were measured. Ten fixed-wing military pilots flew a series of 10 simulator profiles, and root mean squared error was calculated for various flight parameters. Ocular scan patterns were obtained by magnetic head tracking and infrared eye tracking.</excerpt>",1
2009,Exploring the equivalence of the aviation gender attitude questionnaire for South African and Australian pilots: A cross-cultural comparison,"<title>Exploring the equivalence of the aviation gender attitude questionnaire for South African and Australian pilots: A cross-cultural comparison</title> <excerpt>The aim of this study was to establish the differential item functioning and construct equivalence of the Aviation Gender Attitude Questionnaire (AGAQ) to determine the generalizability of the instrument across 2 national cultures (South African and Australian). Data were collected from 544 South African and 1,064 Australian aircraft pilots and analyzed by means of various analytical procedures. To establish the intercultural equivalence of the AGAQ, multivariate methods for item analysis and the comparison of factor structures were used.</excerpt>",-1
2009,"Synthetic vision: Application areas, rationale, implementation, and results","<title>Synthetic vision: Application areas, rationale, implementation, and results</title> <excerpt>Synthetic vision is regarded as a means to increase both safety and operational capabilities. The design of a synthetic vision system presents the designer with questions regarding which data need to be presented, how the data should be represented, and how the representation should be mapped onto the display. A prototype synthetic vision system was designed and iteratively refined.</excerpt>",2
2009,Experience-Based Mitigation of Age-Related Performance Declines: Evidence From Air Traffic Control,"<title>Experience-Based Mitigation of Age-Related Performance Declines: Evidence From Air Traffic Control</title> <excerpt>Previous research has found age-related deficits in a variety of cognitive processes. However, some studies have demonstrated age-related sparing on tasks where individuals have substantial experience, often attained over many decades. Here, the authors examined whether decades of experience in a fast-paced demanding profession, air traffic control (ATC), would enable older controllers to perform at high levels of proficiency.</excerpt>",31
2009,An Exploration of the Relations between External Representations and Working Memory,"<title>An Exploration of the Relations between External Representations and Working Memory</title> <excerpt>It is commonly hypothesized that external representations serve as memory aids and improve task performance by means of expanding the limited capacity of working memory. However, very few studies have directly examined this memory aid hypothesis. By systematically manipulating how information is available externally versus internally in a sequential number comparison task, three experiments were designed to investigate the relation between external representations and working memory.</excerpt>",-1
2009,The wrong Wright stuff: Mapping human error in aviation,"<title>The wrong Wright stuff: Mapping human error in aviation</title> <excerpt>The Aviation Safety Reporting System (ASRS) was instituted to aid the Federal Aviation Administration in tracking trends in aviation incidents so that, ultimately, safety measures and training could be implemented to decrease the occurrence of accidents and incidents within the industry. The current system relies on hand coding of reports to recognize current trends and alert the proper parties. Although the filing party may enter some codified data describing the surrounding scenario (eg, time of day, weather), there is no opportunity to specify a category if the problem is human error.</excerpt>",4
2009,"Stimulus Type, Level of Categorization, and Spatial-Frequencies Utilization: Implications for Perceptual Categorization Hierarchies","<title>Stimulus Type, Level of Categorization, and Spatial-Frequencies Utilization: Implications for Perceptual Categorization Hierarchies</title> <excerpt>The type of visual information needed for categorizing faces and nonface objects was investigated by manipulating spatial frequency scales available in the image during a category verification task addressing basic and subordinate levels. Spatial filtering had opposite effects on faces and airplanes that were modulated by categorization level. The absence of low frequencies impaired the categorization of faces similarly at both levels, whereas the absence of high frequencies was inconsequential throughout.</excerpt>",5
2009,The 1g mental model invoked by General Aviation pilots and its implication in inadvertent stalls,"<title>The 1g mental model invoked by General Aviation pilots and its implication in inadvertent stalls</title> <excerpt>Low altitude stall/spin accidents continue to contribute a high proportion of fatalities associated with General Aviation (GA) flight operations each year. One scenario in particular, often referred to as a ""Moose Stall"", involves maneuvering flight at low altitude in order to spot and track a particular target of interest on the ground. A combination of channelized attention and increased complexity in the flight dynamics associated with steep-banked maneuvering flight places a pilot in a situation where he may not normally operate and where his awareness of aircraft performance may be degraded.</excerpt>",45
2009,Combining electrodermal responses and cardiovascular measures for probing adaptive automation during simulated flight,"<title>Combining electrodermal responses and cardiovascular measures for probing adaptive automation during simulated flight</title> <excerpt>Adaptive automation increases the operator's workload in case of hypovigilance and takes over more responsibility if workload becomes too high. Two consecutive studies were conducted to construct a biocybernetic adaptive system for a professional flight simulator, based on autonomic measures. Workload was varied through different stages of turbulences.</excerpt>",0
2009,Identifying Blood Biomarkers and Physiological Processes That Distinguish Humans with Superior Performance under Psychological Stress,"<title>Identifying Blood Biomarkers and Physiological Processes That Distinguish Humans with Superior Performance under Psychological Stress</title> <excerpt>Background Attrition of students from aviation training is a serious financial and operational concern for the U.S. Navy. Each late stage navy aviator training failure costs the taxpayer over $1,000,000 and ultimately results in decreased operational readiness of the fleet.</excerpt>",21
2009,The effect of hypoxia on the critical flicker fusion threshold in Pilots,"<title>The effect of hypoxia on the critical flicker fusion threshold in Pilots</title> <excerpt>Objectives: Human reactions to environmental changes have been the subject of numerous investigations related to pathophysiology, aviation psychology, aviation, and sports. Thepresent study aimed atevaluating theperception oflight stimulus via the Critical Flicker Fusion threshold (CFF) measurements among aviation pilots. Materials and Methods: Thestudy was carried out under hypoxic conditions corresponding to 5000m altitude, for aperiod of 30min, without theuse ofsupplemental oxygen.</excerpt>",20
2009,Social Learning Mechanisms and Cumulative Cultural Evolution: Is Imitation Necessary?,"<title>Social Learning Mechanisms and Cumulative Cultural Evolution: Is Imitation Necessary?</title> <excerpt>Cumulative cultural evolution has been suggested to account for key cognitive and behavioral attributes that distinguish modern humans from their anatomically similar ancestors, but researchers have yet to establish which cognitive mechanisms are responsible for this kind of learning and whether they are unique to humans. Here, we show that human participants' cumulative learning is not always reliant on sources of social information commonly assumed to be essential. Seven hundred participants were organized into 70 microsocieties and completed a task involving building a paper airplane.</excerpt>",52
2009,A Preliminary Study on Passive and Active Flutter Suppression Concepts for Aeronautical Components,"<title>A Preliminary Study on Passive and Active Flutter Suppression Concepts for Aeronautical Components</title> <excerpt>The scope of this work is to study computationally both passive and active flutter suppression characteristics of a cantilever cork agglomerate core sandwich with CFRP facings and an aluminum plate, the latter through the application of piezoelectric patches, respectively. Recently, cork agglomerates have been gaining an increasing interest from the aerospace industry due to their good thermal and acoustic insulation capabilities. In addition, cork based materials intrinsically have excellent vibration suppression properties, which suggest that the combination of cork with high performance composites (such as CFRPs) may lead to high specific strength materials with improved damping characteristics suitable for flutter prevention.Sandwich specimens were modeled using commercially available software ANSYS® and a demo version of ZAERO® software for the determination of the flutter speed and related frequencies.</excerpt>",7
2008,Pilot weather assessment: Implications for visual flight rules flight into instrument meteorological conditions,<title>Pilot weather assessment: Implications for visual flight rules flight into instrument meteorological conditions</title> <excerpt>Visual flight rules flight into instrument meteorological conditions (IMC) account for over 10% of the fatalities in general aviation. Evidence suggests that pilots' assessments of weather conditions are related to their decision to continue. This study investigated pilots' ability to assess ceiling and visibility in a flight simulator.</excerpt>,23
2008,Designing external aids that support older pilots' communication,"<title>Designing external aids that support older pilots' communication</title> <excerpt>Voice communication with air traffic control (ATC) taxes pilots' cognitive abilities, contributing to errors that reduce safety. External aids such as note-taking help pilots manage communication demands, and may especially benefit older pilots. Emerging technologies provide new opportunities for external aids that are integrated with other systems.</excerpt>",-1
2008,The evaluation of the effect of a short aeronautical decision-making training program for military pilots,"<title>The evaluation of the effect of a short aeronautical decision-making training program for military pilots</title> <excerpt>Many aeronautical decision-making (ADM) mnemonic-based methods exist, but there is no empirical research to suggest that they are actually effective in improving decision making. In this study, a short ADM training course was constructed around 2 mnemonic methods, SHOR and DESIDE. A total of 41 pilots from the Republic of China Tactical Training Wing participated: Half received a short ADM training course and half did not.</excerpt>",16
2008,Resumption errors following an interruption in a hierarchically structured task with novices and experts,"<title>Resumption errors following an interruption in a hierarchically structured task with novices and experts</title> <excerpt>Recent studies suggest that response times peak immediately following an interruption and return to baseline over the next few steps, but it is not known if error rates follow this same pattern. In two experiments, participants were asked to perform a hierarchical data entry task in which they were interrupted several times. In experiment 1, novice participants were significantly more likely to commit an error on the first step immediately following an interruption than on any other step.</excerpt>",-1
2008,After the last flight: Exploring airline pilots' transition to federally mandated retirement,"<title>After the last flight: Exploring airline pilots' transition to federally mandated retirement</title> <excerpt>The purpose of this qualitative phenomenological study was to explore the retirement experience of airline pilots as they transition to life following mandatory retirement. The voices of twenty pilots provide the essence of their experience. Five broad context theme clusters emerged during analysis of the data accumulated during pre-retirement and post-retirement interviews, including retirement planning, fear of the unknown, post-airline employment decision, I'm not an airline pilot anymore, and  pre-retirement vision versus retirement reality.</excerpt>",-1
2008,Reducing symptoms of visually induced motion sickness through perceptual training,<title>Reducing symptoms of visually induced motion sickness through perceptual training</title> <excerpt>This study examined the effect of adaptation training on simulation sickness. Ten control group participants completed a single self-propelled rotation simulation (SRS) trial and then were exposed to a virtual reality (VR) device and an optokinetic rotating drum (OKN). Ten experimental group participants were exposed to 5 trials over 5 days of the SRS and then to the VR and OKN devices.</excerpt>,13
2008,Developing lunar landing vehicle display requirements through content analysis of Apollo lunar landing voice communications,"<title>Developing lunar landing vehicle display requirements through content analysis of Apollo lunar landing voice communications</title> <excerpt>The lengthy period since the Apollo landings limits present-day engineers attempts to draw from the experiences of veteran Apollo engineers and astronauts in the design of a new lunar lander. To circumvent these limitations, content analyses were performed on the voice transcripts of the Apollo lunar landing missions. The analyses highlighted numerous inefficiencies in the design of the Apollo Lunar Module displays, particularly in the substantial use of the cognitive resources of the Lunar Module Pilot in the performance of low-level tasks.</excerpt>",-1
2008,Crew resource management training effectiveness: A meta-analysis and some critical needs,"<title>Crew resource management training effectiveness: A meta-analysis and some critical needs</title> <excerpt>Empirical studies of crew resource management (CRM) training effectiveness were subjected to meta-analysis. Sixteen CRM evaluation studies were found to fulfill the a priori criteria for inclusion in the meta-analysis. The metrics of CRM training effectiveness analyzed were reactions, attitudes, knowledge, and behaviors.</excerpt>",10
2008,Real-time use of paper in air traffic control towers: Criticality and benefits,"<title>Real-time use of paper in air traffic control towers: Criticality and benefits</title> <excerpt>The purpose of this study was to gain a better understanding of how and why flight progress strips are currently used in air traffic control towers in the United States. The 3 main staffing positions in the tower, flight-data/clearance delivery (FD/CD), ground control (GC), and local control (LC), were observed by subject-matter experts at 10 control towers. Frequency of occurrence, importance ratings, and type of paper used were recorded.</excerpt>",8
