Topic,Count,Name,Representation,Representative_Docs
54,12,54_emotional intelligence and safety,['emotional intelligence and safety'],"['<title>Burnout and Work Engagement Among Cabin Crew: Antecedents and Consequences</title> <excerpt>Flight attendants play an essential role in ensuring cabin safety and offering services on board. This study applied the job demands-resources model to explore burnout and work engagement among cabin crew and investigate the possible antecedents and consequences, using a sample of 305 Taiwanese flight attendants.</excerpt>', '<title>The effects of job demands and job resources on the safety behavior of cabin crew members: a qualitative study</title> <excerpt>Job demands are viewed as the physical, psychological and social effects of the physical and mental efforts required by the job on the employee, while job resources refer to the gains and opportunities that reduce these effects, support employee development and help him/her achieve successful results. The aim of this study is to explain the effects of job demands and job resources perceived by cabin crew members on their safety behavior.</excerpt>', ""<title>Dose safety motivation mediate the effect of psychological contract of safety on flight attendants' safety performance outcomes?: A social exchange perspective</title> <excerpt>This study proposes and tests a conceptual model that investigates the mediating effect of safety motivation linking psychological contract of safety (PCS) as manifested by employer obligations of safety and employee obligations of safety to safety violations and safety creative performance (SCP). Data were collected from a sample of flight attendants with two weeks time lag in Iran.</excerpt>""]"
55,12,55_pilot age and performance,['pilot age and performance'],"['<title>The effect of pilot age on perceptions of pilot performance and attitudes toward the implementation of ergonomic redesign interventions for older pilots</title> <excerpt>As the workforce increasingly ages, it will be critical to find ways of accommodating the decrements in abilities that come with age. Finding accommodations will be of particular concern for occupations such as airline pilot, in which small errors may result in fatal accidents.</excerpt>', ""<title>Cognitive aging and flight performances in general aviation pilots</title> <excerpt>Unlike professional pilots who are limited by the FAA's age rule, no age limit is defined in general aviation. Our overall goal was to examine how age-related cognitive decline impacts piloting performance and weather-related decision-making.</excerpt>"", ""<title>Reasons for eliminating the 'age 60' regulation for airline pilots</title> <excerpt>The calendar age of 60 is no longer medically justifiable as an upper age limit for airline pilots. Advances in gerontologic studies, clinical medicine, and operational flight proficiency evaluations, now allow individual pilot assessments for health status and performance capability.</excerpt>""]"
56,12,56_safety communication effectiveness,['safety communication effectiveness'],"['<title>Understanding and Improving Flight Crew Performance of the Preflight, Flight Planning, and Briefing Task</title> <excerpt>The preflight, flight planning, and briefing task is critical both from an operational and a safety and human factors perspective. This article reports on research related to the advancement of a qualitative model of this task (ie, normal practice and its challenges), along with the requirements for best practice in briefing.</excerpt>', ""<title>Brief encounters: Enhancing the impact of accident and incident occurrence reports</title> <excerpt>Pilots' ability to match relevant past aviation accidents and incidents to critical flight events depends on the effective indexing of those narratives in memory. This study examined the influence of format (ie, headings and story structure) on memory for aviation occurrence briefs.</excerpt>"", '<title>Critical Incident Stress Management (CISM): An effective peer support program for aviation industries</title> <excerpt>The authors discuss the need for a comprehensive, integrative, systematic, and multi-component peer support program for aviation personnel. They also provide an overview of the basic principles and practices of one such program known as Critical Incident Stress Management (CISM).</excerpt>']"
57,11,57_alcohol effects on pilots,['alcohol effects on pilots'],"['<title>Effects of Low Blood Alcohol Levels On Pilots’ Prioritization of Tasks During a Radio Navigation Task</title> <excerpt>Eight pilots flew a specified cross-country route using radio navigation in a flight simulator with simulated air traffic control. Four of the pilots flew with a low blood alcohol level (BAL; mean BAL = 20.63 mg%).</excerpt>', '<title>The Effect of Low Blood Alcohol Levels on Pilot Performance in a Series of Simulated Approach and Landing Trials</title> <excerpt>Eight experienced pilots flew a series of approaches and landings in a simulator with the characteristics of a general aviation light twin. One half of the subjects were under the influence of low blood alcohol levels (mean = 11 mg%).</excerpt>', '<title>Postintoxication effects of alcohol on flight performance after moderate and high blood alcohol levels</title> <excerpt>This study examined the impact of alcohol hangover on flight performance 11 hr after ingestion of alcohol. The participants were 36 instrument-rated and instrument-current male pilots who were 21 to 35 years of age, recruited from the Odegard Center for Aerospace Sciences at the University of North Dakota.</excerpt>']"
58,11,58_cockpit crew performance analysis,['cockpit crew performance analysis'],"['<title>Analysis of two naval pilots’ ejection injuries: Two case reports</title> <excerpt>Recently, two naval pilots in a two-seat trainer jet were forced to eject urgently due to sudden mechanical failure during night-time training. They were both successfully rescued and sent to the hospital for emergency treatment.</excerpt>', '<title>Operational Measures of Aircraft Carrier Landing System Performance</title> <excerpt>Measures of final landing approach performance during day and night aircraft carrier recovery are analyzed and interpreted. Approximately 1,800 recoveries were recorded for experienced and inexperienced pilots across four aircraft carriers, six different types of jet aircraft, and various environmental conditions.</excerpt>', '<title>Landing Flare Accident Reports and Pilot Perception Analysis</title> <excerpt>This study examined flare accident rates and probable causes for improper flares. Measures included the analysis of 6,676 aircraft accident reports published by the National Transportation Safety Board and a 21-item perception questionnaire administered to 134 pilots with varying experience levels.</excerpt>']"
59,11,59_aviation medicine history,['aviation medicine history'],"['<title>The early development of aviation medicine in the United States.</title>', '<title>The history of the united states navy flight surgeon/naval aviator program</title> <excerpt>Early in the history of aviation the need for a special kind of physician who could understand the physical and psychological problems encountered by flyers was well recognized. These physicians were called flight surgeons.</excerpt>', ""<title>The highlights, and the lows, of aviation medicine in the 1940's: the human element.</title> <excerpt>This article describes the experience and knowledge gained by the author during an extensive study tour of the majority of aviation medicine centres in the United Kingdom, Canada, and the United States in 1942. The emphasis is upon the human element rather than the technical, and the contribution of thousands of scientists from medical, psychological, and allied disciplines whose dedication was vital to air supremacy.</excerpt>""]"
60,11,60_military psychology selection,['military psychology selection'],"['<title>Naval aviation psychology; the procurement and selection organization</title>', '<title>Chapter II: Aviation Psychology in the United States Navy</title>', '<title>Psychological work in the United States Navy</title> <excerpt>""The Navy\'s recognition of the value of professional psychology is shown by the plans made for the use of psychologists as members of psychiatric selection boards, at aviation bases, and as selection officers. At the present time the billets available approximate fifty and there is encouraging progress in filling these."" (PsycINFO Database Record (c) 2006 APA, all rights reserved).</excerpt>']"
61,11,61_sustained attention performance,['sustained attention performance'],"['<title>Self-estimates of distractibility as related to performance decrement on a task requiring sustained attention</title> <excerpt>Increasing automation of air traffic control tasks may have the undesirable side effect of increased monotony as a result of the anticipated reduction in task demands. Since individuals who are unable to sustain attention under low task-load conditions would appear to be more likely to commit errors and be less able to handle a sudden emergency situation, it would seem desirable to examine the characteristics of individuals unable to sustain attention under these conditions.</excerpt>', '<title>Comparison of the vigilance performance of men and women using a simulated radar task</title> <excerpt>The present study examined the question of possible sex differences in the ability to sustain attention to a complex monitoring task requiring only a detection response to critical stimulus changes. The visual display was designed to approximate a futuristic, highly automated air traffic control radar display containing computer-generated alphanumeric symbols.</excerpt>', '<title>The Sustained Attention to Response Task (SART) does not promote mindlessness during vigilance performance</title> <excerpt>Objective: In this study, we evaluated the validity of the Sustained Attention to Response Task (SART) as a means for promoting mindlessness in vigilance performance.Background: Vigilance tasks typically require observers to respond to critical signals and to withhold responding to neutral events. The SART features the opposite response requirements, which supposedly leads it to promote a mindless, non-thoughtful approach to the vigilance task To test that notion, we compared the SART to the traditional vigilance format (TVF) in terms of diagnostic accuracy assessed through decision theory measures of positive and negative predictive power (PPP and NPP), perceived mental workload indexed by the Multiple Resource Questionnaire, and oculomotor activity reflected in the Nearest Neighbor Index and fixation dwell times.Method: Observers in TVF and SART conditions monitored a video display for collision flight paths in a simulated air traffic control task.Results: Diagnostic accuracy in terms of NPP was high in both format conditions.</excerpt>']"
62,10,62_language communication in aviation,['language communication in aviation'],"['<title>Beyond ""inop"": Logbook communication between airline mechanics and pilots</title> <excerpt>When mechanical discrepancies occur on an aircraft, effective communication between pilots and mechanics can facilitate identification of the problem. A survey of pilots and mechanics was conducted to determine how often they were able to discuss discrepancies directly and to identify factors that influenced the detail they provided about discrepancies in the aircraft logbook.</excerpt>', '<title>An Investigation into the Factors that Affect Miscommunication between Pilots and Air Traffic Controllers in Commercial Aviation</title> <excerpt>Objective: The present research sought to investigate the communication performance of both native English sounding pilots and accented commercial pilots in two different phases of flight, the approach and departure phase of flight. Background: English language proficiency requirements, standardized phraseology, and readbacks are some of the proactive measures which the aviation industry employs to ensure effective communication.</excerpt>', '<title>Non-native English Communication and Anxiety in Military ATC: Insights from Korean Air Traffic Controllers</title> <excerpt>This mixed-methods study investigated language anxiety among Korean military air traffic controllers (ATCOs) when communicating with native English-speaking pilots. The quantitative phase (N = 81) used hierarchical regression analysis examining relationships between individual characteristics and anxiety levels.</excerpt>']"
63,10,63_fatigue management in pilots,['fatigue management in pilots'],"['<title>Utility of Dextroamphetamine for Attenuating the Impact of Sleep Deprivation in Pilots</title> <excerpt>Introduction: Dextroamphetamine (Dexedrine®) is an effective fatigue countermeasure for use in military subject pilots who are deprived of sleep. Anecdotal reports have indicated Dexedrine (Dex) is effective in ""real world"" sustained operations, and controlled laboratory tests have yielded positive results as well.</excerpt>', '<title>Evaluation of zolpidem on alertness and psychomotor abilities among aviation ground personnel and pilots</title> <excerpt>The use of hypnotics to optimize rest periods during sustained operations could be of help to military personnel. Zolpidem, an imidazopyridine hypnotic, was evaluated for its residual effects on daytime wakefulness in 12 subjects belonging to ground air force personnel and 12 navy fighter pilots.</excerpt>', '<title>Sustaining female helicopter pilot performance with Dexedrine® during sleep deprivation</title> <excerpt>To investigate the efficacy of Dexedrine® for maintaining the performance of sleep deprived female aviators, 6 female UH-60 pilots were exposed to 2 40-hr sleep deprivation periods during which they alternately received Dexedrine® (3 10-mg doses) or placebo. Dexedrine improved 6 of 9 flight simulator maneuvers and enhanced general levels of alertness as measured by EEG and Profile of Mood States assessments.</excerpt>']"
64,10,64_pilot cognitive performance,['pilot cognitive performance'],"['<title>The Effect of Caffeine and Sleep Quality on Military Pilot Students’ Flight Performance-Related Cognitive Function</title> <excerpt>Objective: To assess the effect of caffeine and sleep quality on the flight performance-related cognitive function. Background: High levels of cognitive performance in pilots is required for flight safety.</excerpt>', ""<title>Dietary effects on cognition and pilots' flight performance</title> <excerpt>The purpose of this study was to investigate the effects of diet on cognition and flight performance of 45 pilots. Based on a theory of self-care, this clinical study used a repeated-measure, counterbalanced crossover design.</excerpt>"", '<title>Effects of hydration on cognitive function of pilots</title> <excerpt>The objective of this study was to examine the effect of fluid intake and possible dehydration on cognitive flight performance of pilots. A repeated-measures, counterbalanced, mixed study design was used to examine differences in working memory, spatial orientation, and cognitive flight performance of 40 randomly selected healthy pilots after having high and low fluid intakes.</excerpt>']"
65,10,65_fear and anxiety in aircrew,['fear and anxiety in aircrew'],"['<title>Phobic fear of flying in aircrews: Epidemiological aspects and comorbidity</title> <excerpt>Background: Phobic fear of flying may affect aircrew members during any phase of their flying careers. Symptoms are beyond voluntary control and may lead patients to avoid flying and seek medical advice.</excerpt>', '<title>Identification of features associated with flying phobia in aircrew</title> <excerpt>The psychological and physiological features of 20 aircrew consecutively referred for treatment of anxiety symptoms when flying were compared with a matched control group of uncomplaining aircrew. There were no significant differences between the two groups on psychometric tests of personality, though there were differences in skin conductance; the phobics had a higher rate of spontaneous fluctuation, and habituated less to a repeated auditory tone.</excerpt>', '<title>Cognitive coping and anxiety symptoms among people who seek help for fear of flying</title> <excerpt>Introduction: Fear of flying among potential passengers is rather common. In order to treat fear of flying most efficiently, it is important to find out which aspects are related to flight anxiety.</excerpt>']"
66,10,66_pilot selection methodologies,['pilot selection methodologies'],"['<title>Selection of Air Force Pilot Candidates: A Case Study on the Predictive Accuracy of Discriminant Analysis, Logistic Regression, and Four Neural Network Types</title> <excerpt>We evaluated the predictive classification accuracy of discriminant analysis, logistic regression and four neural network typologies (multiple layer perceptrons, radial basis networks, probabilistic neural networks, and linear neural networks) on a flight screening program with a pass-fail criterion using several psychometric tests as predictors. A stepwise (for logistic regression and discriminant analysis) and sensitivity (for neural networks) selection procedure identified spatial visualization, eye-hand-foot coordination, and concentration capacity as significant predictors.</excerpt>', '<title>Predicting naval aviator flight training performance using multiple regression and an artificial neural network</title> <excerpt>The potential of a series of automated single-task and multitask tests to account for additional significant variance in the prediction of Navy pilot flight grades was evaluated. Volunteer participants (student naval aviators) were tested on a series of cognitive and perceptual psychomotor tests.</excerpt>', ""<title>Helicopter simulator performance prediction using the Random Forest method</title> <excerpt>INTRODUCTION: Different aspects of the aviation system, such as pilot's fitness, supervision, and working conditions, interact to produce or protect against flight safety hazards. Machine learning methods such as Random Forests may help identify system characteristics with the potential to affect flight safety from the large number of candidate predictors that results when multiple system levels are considered simultaneously.</excerpt>""]"
67,9,67_work-related health risks,['work-related health risks'],"['<title>Risk factors associated with work-related musculoskeletal disorders among female flight attendants: using a focus group to prepare a survey.</title> <excerpt>In preparation for surveying female flight attendants about work-related musculoskeletal disorder risk factors and symptoms, a focus group study was completed with members of the target population. The aims of this study were to ensure completeness of a previously developed list of physically strenuous job tasks performed by female flight attendants and assess the clarity, appropriateness, and applicability of existing self-reported measures to be used in the survey.</excerpt>', '<title>Sleep problems and psychosocial work environment among Swedish commercial pilots</title> <excerpt>Background: The aim of this study was to assess relationships between sleeping problems and the psychosocial work situation based on the job-strain and iso-strain models among Swedish commercial pilots. Methods: Three hundred fifty-four pilots participated (61%), who are in 2008 responded to a questionnaire concerning sleep problems, the psychosocial work situation, personal factors, and flight length.</excerpt>', '<title>Musculoskeletal symptoms and psychosocial work environment, among Swedish commercial pilots</title> <excerpt>Purpose: The associations between psychosocial work conditions and health in pilots are understudied, and therefore, the associations between the psychosocial work conditions and musculoskeletal problems among Swedish commercial pilots were investigated.Methods: In 2010, a self-administered questionnaire study was performed among pilots in one Swedish commercial airline: 354 pilots participated (61\xa0%). Musculoskeletal symptoms and the psychosocial work conditions measured by the demand control social support model were investigated.</excerpt>']"
68,9,68_pilot personality assessment,['pilot personality assessment'],"['<title>Neuropsychological assessment of decision making in alcohol-dependent commercial pilots</title> <excerpt>Background: The aim of this exploratory archival study was to discern the utility of the Iowa Gambling Task (IGT) in identifying adaptive decision-making capacities among pilots with a history of alcohol dependence both with and without Cluster B personality features. Methods: Participants included 18 male airmen at the rank of captain with a history of receiving alcohol dependence treatment and subsequent referral for a fitness-for-duty evaluation.</excerpt>', '<title>Psychological Assessment of Airline Pilot Applicants with the MMPI-2</title> <excerpt>Psychological tests like the Minnesota Multiphasic Personality Inventory (MMPI) have been used widely to assess personality characteristics and appraise potential mental health problems of individuals applying for responsible positions. This study had three major goals: First, these data allowed for an evaluation of the effects of the new norms for the traditional validity and clinical scale scores of the MMPI-2 in an employment selection program.</excerpt>', '<title>Attempting to Conceal Psychological Disturbance: MMPI Defensive Response Sets and the Rorschach</title> <excerpt>This study examined whether a defensive response set during a psychological evaluation would skew responses on the Rorschach such that subjects could conceal psychological difficulties. Subjects in this study were commercial airline pilots who were required to undergo an independent psychological evaluation after completing a treatment program for alcohol or substance abuse.</excerpt>']"
69,9,69_pilot stress analysis,['pilot stress analysis'],"[""<title>Non-Contact Negative Mood State Detection Using Reliability-Focused Multi-Modal Fusion Model</title> <excerpt>Negative mood states include tension, depression, anger, fatigue, and confusion, which represent the weak internal emotions of a human. Negative mood states exert adverse impact on individuals' ability to make rational decisions, which entails the practicable method of negative mood state detection.</excerpt>"", '<title>A speech database for stress monitoring in the cockpit</title> <excerpt>This article presents a new database of speech produced under cognitive load for the purpose of non-invasive psychological stress monitoring. The voices and the heart rates of eight airline pilots were recorded while completing an advanced flight simulation programme in a level D full flight simulator.</excerpt>', '<title>Analysis of the human voice as a method of controlling emotional state: Achievements and goals</title> <excerpt>Background factors and those of formant structure, spectral and spectro temporal characteristics of rapid and slow speech components, temporal peculiarities, and intensity of speech turned out to be informative indices of the human emotional state. Application of mathematical methods, in particular methods of recognition theory, to these factors helped to assess the degree and the psychological sign of emotion, to diagnose the status of attention and fatigue, and to differentiate emotional and physical stress.</excerpt>']"
70,9,70_attitude indicator formats,['attitude indicator formats'],"['<title>Attitude Indicator Design in Primary Flight Display: Revisiting an Old Issue With Current Technology</title> <excerpt>Objective: The experiments investigated the “old issue” of the attitude indicator’s moving-horizon versus moving-aircraft format with current primary flight display technology. Of interest was whether the effects found in earlier studies, favoring the moving-aircraft format, could be replicated with most recent technology including extended horizon displays, which depict the artificial horizon extended over the whole screen with overlaying speed and altitude scales (eg, B787).</excerpt>', '<title>Attitude Indicator Design and Reference Frame Effects on Unusual Attitude Recoveries</title> <excerpt>The objectives of this study were to examine the combination effects of the attitude directional indicator (ADI) formats and the 2 reference frames (moving horizon [MH] and moving aircraft [MA]) on unusual attitude recovery performance. Three ADI display formats were examined: (a) conventional MH; (b) perspective-view aircraft symbol (PAS), which replaced the conventional miniature aircraft symbol with a pictorial moving aircraft symbol; and (c) command, which presented the appropriate direction for recovery using the pitch or roll arrow.</excerpt>', '<title>Unknown-attitude recoveries using conventional and terrain-depicting attitude indicators: Difference testing, equivalence testing, and equivalent level of safety</title> <excerpt>The objectives of this study were to assess the effects of differing formats of forward-looking primary flight display (PFD; electronic attitude-direction indicator, full-color terrain, uniformly brown terrain) on general aviation (GA) pilot recoveries from unknown attitudes and to determine if recovery assistance embodied in the display could be useful. Total recovery times and control reversals were examined as indexes of performance for 40 GA pilots, and the recovery times were subjected to a comparative analysis using both a parametric difference analysis and an equivalence testing technique.</excerpt>']"
71,9,71_pilot behavior and identity,['pilot behavior and identity'],"[""<title>Third-culture kid pilots and multi-cultural identity efects on pilots' attitudes</title> <excerpt>IP: 103.3.231.66 On: Thu, 09 Jan 2020 04:17:02 Copyright: Aerospace Medical Association BACKGROUND: Current attempts to culturally tailor human factors training in aviation segregates cultural identities based on geopoliti- cal, passport nationality, and is therefore poorly suited for (adult) 'Third Culture Kids' (TCKs) whose cross-cultural upbringing has led to the development of multicultural individual identities that do not relect their passport nationali- ties. In this study, respondents' self-categorization of personal cultural identity, as opposed to passport nationality, was used to determine whether there were cultural diferences in airline pilots' behaviors.</excerpt>"", '<title>Exploring the equivalence of the aviation gender attitude questionnaire for South African and Australian pilots: A cross-cultural comparison</title> <excerpt>The aim of this study was to establish the differential item functioning and construct equivalence of the Aviation Gender Attitude Questionnaire (AGAQ) to determine the generalizability of the instrument across 2 national cultures (South African and Australian). Data were collected from 544 South African and 1,064 Australian aircraft pilots and analyzed by means of various analytical procedures.</excerpt>', ""<title>Development and validation of a measure to assess perceptions regarding gender-related pilot behavior</title> <excerpt>There are several stereotypes, prejudices and preconceptions regarding female aviators' abilities and the suitability of women for a career as professional aircraft pilots. This study reports on the development and validation of the Aviation Gender Attitude Questionnaire (AGAQ), which was designed to assess aviators' perceptions about gender-related pilot behavior.</excerpt>""]"
72,9,72_mindfulness in pilots,['mindfulness in pilots'],"['<title>Exploring the relationship between trait mindfulness and psychological adaptation from a network perspective: is there any difference between pilots and other non-pilot civil aviation employees?</title> <excerpt>To explore the role of trait mindfulness in the psychological adaptation of civil aviation personnel, and compare the importance of this role between airline pilots and other civil aviation practitioners. A total of 198 civil aviation pilots and 804 other civil aviation practitioners were recruited to complete surveys on mindfulness, SCL-90, job burnout, core self-evaluation, and psychological resilience.</excerpt>', '<title>The influence of trait mindfulness on incident involvement among Chinese airline pilots: The role of risk perception and flight experience</title> <excerpt>Introduction The primary objective of this study is to investigate the relationships between trait mindfulness, risk perception, flight experience, and incident involvement among Chinese airline pilots. Method The study used a sample consisting of 295 commercial airline pilots from China Southern Airlines Ltd.</excerpt>', '<title>Anticipated negative emotions effect on incident involvement among civil pilots</title> <excerpt>Introduction: Human factors have contributed to a constant increase in the level and numbers of aviation incident involvement. The primary objective of this study is to investigate the relationships between anticipated negative emotions (ANEs) and incident involvement among Chinese civil pilots.</excerpt>']"
73,9,73_pilot fatigue research,['pilot fatigue research'],"['<title>Assessment of sleepiness, fatigue, and depression among Gulf Cooperation Council commercial airline pilots</title> <excerpt>Purpose: No studies have assessed the prevalence of fatigue, depression, sleepiness, and the risk of obstructive sleep apnea (OSA) among commercial airlines pilots in the Gulf Cooperation Council (GCC). Methods: This was a quantitative cross\xadsectional study conducted among pilots who were on active duty and had flown during the past 6\xa0months for one of three commercial airline companies.</excerpt>', '<title>Risk factors for fatigue among airline pilots</title> <excerpt>Purpose: The objective of this study is to determine risk factors for fatigue among airline pilots, taking into account person-, work-, health-, sleep-, and lifestyle-related characteristics. Methods: The study population consisted of 502 pilots who participated in the MORE Energy study.</excerpt>', '<title>Understanding Fatigue within a Collegiate Aviation Program</title> <excerpt>Objective: The purpose of this study was fivefold: to investigate the symptoms that would prompt collegiate aviation pilots perceive they are fatigued; to investigate the time of the day they are most fatigued; to investigate their academic and personal schedules; to investigate the methods collegiate aviation pilots utilize to ensure they are fit to fly; and to investigate whether they have received any academic and/or flight fatigue identification and management training. Background: Fatigue is a pervasive safety hazard in aviation affecting several aspects of flight crew members’ ability to perform their job.</excerpt>']"
74,9,74_isolation and physiological effects,['isolation and physiological effects'],"['<title>Performance and habitability aspects of extended confinement in sealed cabins.</title>', '<title>Effect of isolation in a constant environment on periodicity of physiological functions and performance levels.</title>', '<title>Behavioral and physiological responses of stayers and quitters in underwater isolation</title> <excerpt>Although the tolerance of subjects (Ss) to sensory isolation has been studied over the past 35 years or so, most attention has been paid to such variables as personality characteristics and less attention to physiological measures related to endurance. Additionally, the more profound isolation environment of water immersion has been much less studied than the quiet room environment.</excerpt>']"
75,8,75_immunity and health in space,['immunity and health in space'],"['<title>The effect of space flight on human cellular immunity.</title> <excerpt>T-lymphocyte responsiveness to mitogens is depressed by an average of 56% in humans (129 subjects) tested during and after space flight. Although there is not yet conclusive evidence of a clinical significance of the test, it is clear that factors of space flight like stress, closed environment and cosmic radiation may affect immune responsiveness.</excerpt>', '<title>Monitoring antioxidant defenses and free radical production in space-flight, aviation and railway engine operators, for the prevention and treatment of oxidative stress, immunological impairment, and pre-mature cell aging</title> <excerpt>Degenerative diseases, immune impairment, and premature ageing commonly affect professional categories exposed to severe environmental and psychological stress. Among these, cosmonauts routinely experience extreme conditions due to microgravity, space radiation, altered oxygen supply, physical and mental fatigue during training, spaceflight, and post-flight.</excerpt>', '<title>Effects of sex and gender on adaptation to space: Behavioral health</title> <excerpt>This article is part of a larger body of work entitled, ""The Impact of Sex and Gender on Adaptation to Space."" It was developed in response to a recommendation from the 2011 National Academy of Sciences Decadal Survey, ""Recapturing a Future for Space Exploration: Life and Physical Sciences for a New Era,"" which emphasized the need to fully understand sex and gender differences. In this article, our workgroup - consisting of expert scientists and clinicians from academia and the private sector - investigated and summarized the current body of published and unpublished human research performed to date related to sex- and gender-based differences in behavioral adaptations to human spaceflight.</excerpt>']"
76,8,76_team performance and motivation,['team performance and motivation'],"['<title>The impact of internship experience on professional identity, motivation, and attitude among aviation service majors: a cross-sectional empirical study</title> <excerpt>Introduction: China’s rapidly expanding aviation industry has created an urgent need for a motivated and professionally committed workforce. This study examined whether internship experience influences aviation students’ career motivation and professional attitude through the mediating role of professional identity.</excerpt>', '<title>The Relationship Between Pilot Candidates’ Self-Control, Self-Efficacy and Training Performance in Terms of Safety Climate</title> <excerpt>Objective: This study investigates the relationship between pilot candidates’ self-control, self-efficacy, and training performance in terms of safety climate. Background: Self-efficacy and safety climate are essential for the flight performance of pilots.</excerpt>', '<title>Pilot Motivation and Performance: Theoretical and Empirical Relationships</title> <excerpt>This study examines the relationship between pilot motivation and flight performance in student pilots attending an aviation university. Predictions about motivation-performance relationships were based on intrinsic-extrinsic motivation distinctions.</excerpt>']"
77,8,77_remotely piloted personnel,['remotely piloted personnel'],"['<title>Predictors and protective factors for suicide ideation across remotely piloted aircraft career fields</title> <excerpt>The US Air Force remote warrior community comprises several career fields including remotely piloted aircraft pilots and intelligence, cyber, and sensor operators. The crews are responsible for working seamlessly together to provide 24/7 real-time intelligence, surveillance, and reconnaissance and precision-strike weapons capabilities for a wide range of global combat operations.</excerpt>', '<title>Early Identification of Unmanned Aircraft Pilots Using Measures of Personality and Aptitude</title> <excerpt>This study evaluated the extent to which personality measures (Self-Description Inventory+) could improve prediction of remotely piloted aircraft (RPA) training outcomes, beyond currently used cognitive, psychomotor, and aviation knowledge and experience predictors included in the U.S. Air Force (USAF) Pilot Candidate Selection Method 2.0.</excerpt>', '<title>Predictive Validity of UAS/RPA Sensor Operator Training Qualification Measures</title> <excerpt>U.S. Air Force sensor operators (SOs) are enlisted aviators who work side-by-side with unmanned aerial systems/remotely piloted aircraft (UAS/RPA) pilots, providing assistance with all aspects of aircraft employment and sensor management.</excerpt>']"
78,8,78_prospective memory in atc,['prospective memory in atc'],"['<title>Applying Psychological Science to Examine Prospective Memory in Simulated Air Traffic Control</title> <excerpt>Failures to remember to perform deferred task actions in work settings such as air traffic control can have serious consequences. Most research examining the cognitive mechanisms underlying prospective memory has used simple, static tasks, which may make it difficult to generalize results to work settings.</excerpt>', '<title>Reducing prospective memory error and costs in simulated air traffic control: External aids, extending practice, and removing perceived memory requirements</title> <excerpt>In air traffic control (ATC), forgetting to perform deferred actions-prospective memory (PM) errors- can have severe consequences. PM demands can also interfere with ongoing tasks (costs).</excerpt>', '<title>Using memory for prior aircraft events to detect conflicts under conditions of proactive air traffic control and with concurrent task requirements</title> <excerpt>In 2 experiments we examined the impact of memory for prior events on conflict detection in simulated air traffic control under conditions where individuals proactively controlled aircraft and completed concurrent tasks. Individuals were faster to detect conflicts that had repeatedly been presented during training (positive transfer).</excerpt>']"
79,8,79_flight simulation effectiveness,['flight simulation effectiveness'],"['<title>NeuroTracker Multiple Object Tracking Ability Predicts Novice Performance on a Simulated Air Traffic Control Task</title> <excerpt>Objective: To explore the utility of multiple object tracking (MOT) ability, measured using NeuroTracker, as a predictor of air traffic control (ATC) task performance. Background: The perceptual-cognitive abilities required for MOT are also important for ATC performance.</excerpt>', '<title>Exposure to Disturbance Motion During Practice in an Analog of a Flight Task Influences Flight Control of Naive Participants</title> <excerpt>Objective: This article examines whether strategies and performance differed depending on whether naive participants were exposed to motion disturbance during practice of a tracking task. Background: Despite several decades of research, there is still debate regarding whether physical motion during flight simulation training improves later performance.</excerpt>', '<title>The effect of metacognitive monitoring feedback on performance in a computer-based training simulation</title> <excerpt>This laboratory experiment was designed to study the effect of metacognitive monitoring feedback on performance in a computer-based training simulation. According to prior research on metacognition, the accurate checking of learning is a critical part of improving the quality of human performance.</excerpt>']"
80,8,80_fear of flying treatment,['fear of flying treatment'],"[""<title>Virtual reality treatment of flying phobia</title> <excerpt>Flying phobia (FP) might become a very incapacitating and distributing problem in a person's social, working, and private areas. Psychological interventions based on exposure therapy have proved to be effective, but given the particular nature of this disorder they bear important limitations.</excerpt>"", '<title>Relaxation with immersive natural scenes presented using virtual reality</title> <excerpt>INTRODUCTION: Virtual reality (VR) can provide exposure to nature for those living in isolated confined environments. We evaluated VR-presented natural settings for reducing stress and improving mood.</excerpt>', '<title>The treatment of fear of flying: A controlled study of imaginal and virtual reality graded exposure therapy</title> <excerpt>The goal of this study was to determine if virtual reality graded exposure therapy (VRGET) was equally efficacious, more efficacious, or less efficacious, than imaginal exposure therapy in the treatment of fear of flying. Thirty participants (Age = 39.8 ± 9.7) with confirmed DSM-IV diagnosis of specific phobia fear of flying were randomly assigned to one of three groups: VRGET with no physiological feedback (VRGETno), VRGET with physiological feedback (VRGETpm), or systematic desensitization with imaginal exposure therapy (IET).</excerpt>']"
