Topic,Count,Name,Representation,Representative_Docs
55,11,55_Psychological effects of space flight,['Psychological effects of space flight'],"['<title>Applications of methods of psychological support developed for astronauts for use in medical settings</title> <excerpt>Over the past 40\xa0years, psychological support (PS) for cosmonauts and astronauts has remained an important part of the regular biomedical provision of space crews during extended orbital flights. It includes well-developed principles and a set of methods that have proven its effectiveness for the maintenance of behavioral health under extreme conditions of space flight. The main principle of PS in flight is to restore the usual sensory input to compensate for the monotony and lack of external stimuli as a result of a long stay under isolation and confinement.</excerpt>', ""<title>The “Break-Off” Phenomenon: A Precipitant of Anxiety in Jet Aviators</title> <excerpt>Icarus, flushed with excitement and exhilaration, soared even higher toward the sun—despite the cries and warnings of his father. At last he flew so high that the heat of the sun melted the wax, and off dropped the wings. CONTEMPORARY developments in bioastronautics have challenged the once held assumption that “man is a sea-level, lowspeed, one G, 12-hour animal.”49 The physical dangers of space flight for the astronaut previously anticipated with uncertainty, have thus far been technologically overcome.2,4,7,9 But even after the successes of recent short-term space explorations,26,27 the question of man's capacity to withstand the emotional and psychological effects of sensory isolation and deprivation is not fully answered.* It is now thought, however, that the use of two-man teams will obviate in large part the hazards of acute sensory deprivation.52 In 1957, Clark and Graybiel found in their study of the.</excerpt>"", '<title>Psychological effects of space flight.</title>']"
56,10,56_Cognitive performance altitude,['Cognitive performance altitude'],"['<title>Cognitive changes at high altitude in healthy climbers and in climbers developing acute mountain sickness</title> <excerpt>We report the cognitive functions of 17 non-acclimatized mountaineers who ascended from low lands to an altitude of 4,559 m in 24 h and were studied there within 6 h. We found that this rapid ascent to high altitude had small, but differential effects upon cognitive performance depending upon the later development of acute mountain sickness (AMS). Subjects who developed AMS within a 24-48-h stay at high altitude were mildly impaired in short term memory, but improved in conceptual tasks, while subjects who remained healthy had a better short term memory performance but no improvement in cognitive flexibility.</excerpt>', '<title>Effects of dexamethasone and high terrestrial altitude on cognitive performance and affect</title> <excerpt>This study examined the effects of dexamethasone and exposure to high terrestrial altitude on cognitive performance, affect, and personality. Cognitive performance was evaluated by five cognitive tasks, affect was evaluated by the Clyde Mood Scale and the Multiple Affect Adjective Check List, and personality was examined using the Minnesota Multiphasic Personality Inventory. Sixteen healthy young men received either dexamethasone (4 mg every 6 h) (n = 7) or placebo (n = 9) for 34 h prior to and 52 h after ascent to 4,300 m.</excerpt>', '<title>The effect of moderate levels of simulated altitude on sustained cognitive performance</title> <excerpt>Previous work has documented cognitive deficits at high altitudes (15,000-25,000 ft), but there is controversy for lower altitudes. This study looked at the effects of moderate altitudes - 12,500 ft and 15,000 ft - on short-term memory in comparison to 2,000 ft. Seventy-two student pilots and instructors were first administered the Vocabulary, Digit Span, and Digit Symbol subtests from the Wechsler Adult Intelligence Scale-Revised, the Vandenberg Mental Rotation Test, and the near-contrast sensitivity portion of the Vistech VCTS 6000 chart.</excerpt>']"
57,10,57_Psychological stress evaluation,['Psychological stress evaluation'],"['<title>An appraisal of psychological stress.</title>', '<title>The visual stress model-A psycho-physiological method for the evaluation of operational reliability of pilots and cosmonauts</title> <excerpt>An experimental psycho-physiological method is presented for the evaluation of visual-cognitive performance preconditions and operational reliability of pilots and cosmonauts. As visual-cognitive stress are used tachistoscopically presented instrument symbols under conditions of individual speed of work and time pressure. The results of the compared extreme groups consisting of pilots with good and insufficient flight performance showed that the pilots with impairments to the quality of flight activity differ already before the test in their individual habitual characteristics and actual motivation, during the stress in their operational parameters, in the dimensions of their cardiorespiratory activation as well as in their efficiency and after the stress in their subjective experience of the stress.</excerpt>', '<title>Psychophysiological stress research</title> <excerpt>This paper gives an overview of physiological stress responses and shows methods for measuring such responses in field studies. It discusses the available techniques for assessing endocrinological and immune functions, cardiovascular functions, physical activity, electrodermal activity, muscle activity, respiration, and, the size of the eye pupil. Furthermore, methods for collecting psychological data are depicted.</excerpt>']"
58,10,58_Hypoxia training effectiveness,['Hypoxia training effectiveness'],"['<title>Recollection of hypoxia symptoms between training events</title> <excerpt>Introduction: The well-established technique of mask-off hypoxia training in a hypobaric training environment elicits symptoms that are correlated with in-flight symptoms reported by aircrew. Aircrew receive training on recognition of symptoms and response early in their flying career and accomplish refresher training on a 5-yr cycle. The symptoms reported after acute hypoxia represent cognitive and psychomotor impairment.</excerpt>', '<title>Comparison of hypobaric hypoxia symptoms between a recalled exposure and a current exposure</title> <excerpt>Background Aircrew members are required to attend hypoxia awareness training regularly to strengthen their memory of their personal hypoxia symptoms by undergoing training inside a hypobaric chamber. The aim of this study was to examine the association between hypoxia symptoms experienced during two training sessions that were 4 years apart. Methods This was a crossover study to compare hypoxia symptoms and self-reported physiological effects of trapped gas between a previous training session and a current training session in an altitude chamber.</excerpt>', '<title>Effects of Hypoxia on Selected Psychophysiological Stress Responses of Military Aircrew</title> <excerpt>There is a lack of information on the psychophysiological response of pilots under hypoxic conditions. The study of the physiological, psychological, cardiorespiratory, neurological, behavioural, sensory, and cognitive symptoms that may appear during training in hypobaric chambers is essential to optimize the training processes of aircrew members. Thus, the present study is aimed at analyzing the psychophysiological responses of aircrew members in an incremental hypoxia training protocol.</excerpt>']"
59,10,59_Personality traits in aviation,['Personality traits in aviation'],"[""<title>Prognostic value of studying personality traits of civil aviation pilots</title> <excerpt>A clinical and psychological examination of civil aviation pilots, including ones with a history of attempted suicide, and an in-depth study of the personality qualities of the pilots by means of a modified standardized multifactor personality study and a portrait choice method based on a modification of Szondi's test for eight drives were performed. The analysis of psychological features in pilots with a history of attempted suicide showed a neurotic type of maladaptation formed on the basis of the domination of hyposthenic traits in the personality structure. Neurotic behavior, pessimism, increased anxiety, and introversion that had become acute under the specific social and occupational conditions transformed into depressive signs and avoidance of social problems.</excerpt>"", '<title>Cognitive functions and performance shaping factors in aviation accidents and incidents</title> <excerpt>Is the difference between an accident and an incident merely a matter of luck, or are there significant differences in terms of flight crew performance and associated performance shaping factors (PSFs)? This study obtained self-report data from a sample of 1,144 New Zealand pilots. There were differences between accident- and incident-involved pilots in terms of age, flight experience, and involvement in hazardous events. Incidents were more likely to be attributed to failures to detect or diagnose information, whereas accidents were more likely to be attributed to failures to choose an appropriate goal or strategy.</excerpt>', '<title>A new approach for prioritising personality traits causing pilot error</title> <excerpt>Pilot personality traits are among the most critical risk factors contributing to human error in aviation. This study proposes an integrated approach that combines a risk assessment matrix and the analytic hierarchy process (AHP) to prioritise personality traits leading to pilot errors. The proposed framework first identifies unacceptable traits among commercial airline and military pilots and then uses AHP to calculate their relative importance.</excerpt>']"
60,10,60_Simulator sickness effects,['Simulator sickness effects'],"['<title>Simulator Sickness Is Polygenic and Polysymptomatic: Implications for Research</title> <excerpt>The usefulness of visually based flight simulators for training may be compromised by the phenomenon of simulator sickness. Although a significant problem, design specifications for alleviation of simulator sickness have not yet been produced. The problems researchers face in this area are multiple: (a) Simulator sickness is polygenic, rendering experimental isolation of variables ineffective; (b) simulator sickness is polysymptomatic, which must be reflected in measurements of the human response; and (c) there are statistical limitations including limited sample sizes, adaptation over flights, small effect sizes, and large individual differences.</excerpt>', '<title>The time course of postflight simulator sickness symptoms</title> <excerpt>Reports of posteffects following training sessions in Navy and Army flight simulators were obtained from pilots to determine the time course of recovery from simulator sickness. Results imply that posteffects may be a more serious problem than previously considered; 45% of all those queried (N > 700) reported having experienced symptoms of simulator sickness; 25% of the symptoms lasted more than 1 h after leaving the simulator; and 8% lasted more than 6 h. Postexposure symptoms were classified into three categories: visuomotor (based on disturbances in oculomotor control; eg, eyestrain), disorientation (based on disturbance in postural control; eg, dizziness), and nausea (vagal/autonomic symptoms).</excerpt>', '<title>Simulator induced syndrome: Evidence for long-term aftereffects</title> <excerpt>Pilots have experienced various adverse symptoms hours and even days following flight simulator training. This study surveyed pilots undergoing simulator training in an attempt to provide an initial gauge of the extent, severity, and possible risk factors of long-term (>1 day) simulator aftereffects. A three-part voluntary and anonymous questionnaire was used to gather data.</excerpt>']"
61,10,61_Human-machine interaction,['Human-machine interaction'],"['<title>A theoretical analysis and preliminary investigation of dynamically adaptive interfaces</title> <excerpt>A dynamically adaptive interface (DAI) is a computer interface that changes the display or control characteristics of a system (or both) in real time. The goal of DAIs is to anticipate informational needs or desires of the user and provide that information without the requirement of an explicit control input by the user. DAIs have the potential to improve overall human-machine system performance if properly designed; they also have a very real potential to degrade performance if they are not properly designed.</excerpt>', '<title>Cognitive Human-Machine Interfaces and Interactions for Unmanned Aircraft</title> <excerpt>This paper presents the concept of Cognitive Human-Machine Interfaces and Interactions (CHMI2) for Unmanned Aircraft System (UAS) Ground Control Stations (GCS). CHMI2 represents a new approach to aviation human factors engineering that introduces adaptive functionalities in the design of operators’ command, control and display functions. A CHMI2 system assesses human cognitive states based on measurement of key psycho-physiological observables.</excerpt>', ""<title>Applying adaptive control and display characteristics to future air force crew stations</title> <excerpt>The Human Effectiveness Directorate of the Air Force Research Laboratory is developing and evaluating human-machine interface concepts to enhance overall weapon system performance by embedding knowledge of the operator's state inside the interface, enabling the interface to make informed, automated decisions regarding many of the interface's information management display characteristics. Some of these characteristics include information modality, spatial arrangement, and temporal organization. By increasing the ability of the interface to respond, or adapt, to the changing requirements of the human operator in real time - in essence closing the loop - the interface provides intuitive information management to the operator and provides real-time human engineering..</excerpt>""]"
62,10,62_Psychological considerations in healthcare,['Psychological considerations in healthcare'],"[""<title>Psychological considerations with patients on respirators</title> <excerpt>Illness is a subjective experience for patients and, as such, responses to illness are as varied as the patients' personalities. Special psychological considerations are necessary when delivering care to patients on respirators since they, more than others, are dependent upon people and machines for each breath of life. Providing active psychological support systems requires an awareness of the Intensive Care Unit environment, patients responses to illness and the environment, and implementation of appropriate psychological intervention.</excerpt>"", '<title>Subjective response to negative air ion exposure</title> <excerpt>This study investigated specific subjective or psychological effects of relatively long exposure to negative ions generated by a conventional air purification device. Subjects - 24 males matched for age, education, physical condition, and smoking habits - were divided into a control (N=12) and an ion exposure group (N=12). The groups were subjected to 6 h normal and negatively charged atmospheres, respectively.</excerpt>', ""<title>Any nurse can prevent dehumanization by the CCU experience</title> <excerpt>This presentation deals with the Air Force Nurse as a novice assigned to a CCU area and her contributions to patient care as a member of the Air Force Health Care Team. The novice nurse's contributions to the patient's care lie in her ability to manage expected behavioral responses to the CCU experience even with a basic working knowledge of normal sinus rhythm and CPR procedure. The expected responses to the CCU experience discussed are: anxiety, denial, depression, and aggressive sexual behaviour.</excerpt>""]"
63,10,63_Psychological fitness in aviation,['Psychological fitness in aviation'],"['<title>Psychological aspects of modern operational flying.</title>', '<title>An early attempt to evaluate psychological fitness for flight training</title>', '<title>Medical flying fitness: a routine affair - but who examines and assesses psychic health?</title> <excerpt>The regular physiological check up of pilots pretends to be a thorough diagnosis and yet the psychological aspects are ignored almost completely sometimes. As an excuse for this procedure, it is stated that in his psychological aptitude test prior to flying training, the pilot had already been classified as suitable and fit. It is hoped that this paper will show that the flying fitness examination procedure presently oriented towards the physical status of the individual is by no means sufficient to determine the actual degree of flying fitness..</excerpt>']"
64,10,64_Flight Training Improvement,['Flight Training Improvement'],"[""<title>From healy's training principles to training specifications: The case of the comprehensive LOFT</title> <excerpt>Alice Healy has dedicated much of her work to questions of skill acquisition, retention, and transfer. In the process, she has come to identify numerous training principles that have been shown to promote the acquisition, retention, and transfer of knowledge and skills in laboratory studies. The goal of this article is to translate some of the training principles offered by Healy and her colleagues (Healy, Schneider, & Bourne, 2012) into real-world, practical training specifications for the particular context of pilot training at the airline level.</excerpt>"", '<title>Observational Learning in Ab Initio Pilot Training The Challenges and Opportunities of Backseating Flight Observations</title> <excerpt>New learning and teaching techniques are required to reduce the length and costs of flight training while increasing its quality, such as observational learning, also known as backseating in aviation training. This study investigates the opportunities and challenges associated with backseating in an aircraft when another student is learning to fly. An ethnographic study of a flight school in Australia was conducted via observation and in-depth interviews.</excerpt>', '<title>Gamification of Learning Aviation Knowledge for Improving the Efficiency of Flight Training</title> <excerpt>Objective: The goal of the present study was to determine whether using gamification with the flexibility of board game design to prepare aviation cadets for future flight training could reduce their fatigue and stress from work overload and thereby decrease risk of human error leading to accidents. Background: Cadets need to have fully acquired aviation knowledge so as be able to access it spontaneously in decision-making when operating an aircraft and performing multi-tasks. The current tight training schedule and the need to immediately apply newly learned knowledge add considerable stress to the fatigue resulting from highly demanding physical training.</excerpt>']"
65,10,65_Aviation Safety Behavior,['Aviation Safety Behavior'],"['<title>Assessing Locus of Control in Pilots: Psychometric Evaluation of a Self-Report Measure</title> <excerpt>The present study systematically assessed the factor structure, internal consistency, and construct validity of the Aviation Safety Locus of Control scale (ASLOC) on 476 European pilots (4.6% female). Independent confirmatory factor analyses showed a strong correlation between the latent factors of Internal and External LOC, justifying proceeding with a one-factor solution (assessing internal LOC after reversescoring items). This model achieved adequate fit with excellent internal consistency, after refining with structural equation modeling.</excerpt>', ""<title>Locus of control, self-serving biases, and attitudes towards safety in general aviation pilots</title> <excerpt>Of the three related survey studies that were conducted, two are summarized and one, which characterizes all three, is reported in detail. The studies attempted to determine how aviators compared with the general population on the personality dimension - locus of control (internal vs external) and how this was related to aviators' attenance at FAA Safety Clinics. In addition, aviators were surveyed regarding their attituds towards safety, their flying skill, and the likelihood that they would have an accident during the remainder of their careers.</excerpt>"", '<title>Predicting honest behavior based on Eysenck personality traits and gender: an explainable machine learning study using SHAP analysis</title> <excerpt>Introduction: This study bridges a critical gap in aviation safety research by examining how Eysenck personality traits (Neuroticism, Psychoticism, Extraversion) and gender predict dishonest behavior in high-risk aviation contexts. While prior studies have focused on the Big Five and HEXACO models in ethical decision-making, empirical applications of the Eysenck framework to honesty prediction remain scarce-particularly in aviation, where dishonest acts (eg, underreporting safety incidents) carry severe public safety consequences. Methods: We collected behavioral data from 102 flight and air traffic control cadets using a coin-toss task.</excerpt>']"
66,10,66_History of Aviation Medicine,['History of Aviation Medicine'],"['<title>The history of the united states navy flight surgeon/naval aviator program</title> <excerpt>Early in the history of aviation the need for a special kind of physician who could understand the physical and psychological problems encountered by flyers was well recognized. These physicians were called flight surgeons. In 1922, RADM W.</excerpt>', '<title>Unearthing airspace: the historical phenomenology of aviation artefacts</title> <excerpt>From wreck sites to former airfields, aviation archaeology has traditionally focused on the materiality of aircraft construction, modification and logistics. Rarely invoked, however, are the sensations of flight and the ways in which technology governs human interaction with the skies. In theorising an archaeology of airspace, this paper explores the remnants of two World War II aviation technologies.</excerpt>', ""<title>The highlights, and the lows, of aviation medicine in the 1940's: the human element.</title> <excerpt>This article describes the experience and knowledge gained by the author during an extensive study tour of the majority of aviation medicine centres in the United Kingdom, Canada, and the United States in 1942. The emphasis is upon the human element rather than the technical, and the contribution of thousands of scientists from medical, psychological, and allied disciplines whose dedication was vital to air supremacy. This required a symbiosis between them and aircraft engineers and, inter alia, courageous participation in operational missions or dangerous experiments.</excerpt>""]"
67,9,67_Landing flare analysis,['Landing flare analysis'],"['<title>Landing Flare Accident Reports and Pilot Perception Analysis</title> <excerpt>This study examined flare accident rates and probable causes for improper flares. Measures included the analysis of 6,676 aircraft accident reports published by the National Transportation Safety Board and a 21-item perception questionnaire administered to 134 pilots with varying experience levels. The results revealed relatively high flare accident rates and showed that pilots believed the flare to be more difficult than 9 other standard flight maneuvers.</excerpt>', '<title>General aviation leveloff, roundout, and accident rate analysis</title> <excerpt>Transitioning the aircraft from the approach attitude to the landing attitude is one of the first obstacles that confronts student pilots. This visually guided procedure is known as the landing flare but is poorly understood and underreported. To stimulate interest in and accentuate the importance of the landing flare, in this study, we analyzed 6,655 National Transportation Safety Board accident reports and surveyed 92 aviators in two Part 141 flight schools.</excerpt>', '<title>Comparative Analysis of Procedures for Dual and Triple Closely Spaced Parallel Runways</title> <excerpt>This article provides a comparative analysis of 2 experiments on procedures to increase the capacity of closely spaced parallel runways under low-visibility conditions. The common goal for both studies was to achieve visual meteorological capacity under instrument meteorological conditions, when landing aircraft on parallel runways 750 ft apart. Using a high-fidelity flight deck simulator, both studies investigated procedures related to breakout maneuvers on final approach during off-nominal conditions.</excerpt>']"
68,9,68_Astronaut selection criteria,['Astronaut selection criteria'],"['<title>The recruitment and organizational integration of space personnel</title> <excerpt>This paper describes the philosophy of selection of astronaut scientists. It deals mainly with psychological selection criteria oriented at the job demands. Generalizable results of the European selection campaign for Spacelab are reported.</excerpt>', ""<title>Psychological evaluation of European astronaut applications: Results of the 1991 selection campaign</title> <excerpt>In the summer of 1991, the European Space Agency (ESA) performed its second selection campaign since 1977 in order to find 10 astronaut candidates (laboratory specialists and space plane specialists). An integral part of this selection process was the psychological evaluation, according to the principles laid down in the study report 'Definition of Psychological Testing of Astronaut Candidates.' After national preselection, 59 applicants underwent the psychological evaluation, which consisted of the assessment of operational aptitudes (basic cognitive and psychomotor functions) and personality traits (motivation, social capability, stress resistance). The test program included a diverse number of tests, questionnaires, behavioral ratings, biographical data, and semi-structured interviews.</excerpt>"", '<title>Psychological predictors of astronaut effectiveness</title> <excerpt>Are the personality characteristics of astronauts related to their professional effectiveness? In order to answer this question, effectiveness and personality data were collected from 65 NASA astronauts. Several findings emerged from these data. Five personality subscales were related to effectiveness in one form or another.</excerpt>']"
69,9,69_Synthetic vision systems,['Synthetic vision systems'],"['<title>The Efficacy of Head-Down and Head-Up Synthetic Vision Display Concepts for Retro- and Forward-Fit of Commercial Aircraft</title> <excerpt>The retrofit question concerns whether useful and effective synthetic vision displays are usable in aircraft that have limited-size display spaces. Two experiments were conducted to examine the efficacy of these displays and develop field-of-view and terrain texture recommendations for design. The first experiment examined issues of field of view and display size using an Asheville, North Carolina, synthetic vision database and fixed-based simulator.</excerpt>', '<title>Ecological interface design for terrain awareness</title> <excerpt>Advanced terrain warning systems, such as the enhanced ground proximity warning system, and safety-enhancing displays, like the synthetic vision system, have proven to play an important role in reducing the number of controlled flight into terrain accidents. Research indicated, however, that terrain collisions may still occur for aircraft equipped with these systems. Synthetic vision allows for perception of the environment, but lacks properties to support understanding and extrapolation of the perceived data.</excerpt>', '<title>Effects of a velocity-vector-based command augmentation system and synthetic vision system terrain portrayal and guidance symbology concepts on single-pilot performance</title> <excerpt>This study investigated the effects of synthetic vision system (SVS) concepts and advanced flight controls on the performance of pilots flying a light, single-engine general-aviation airplane. We evaluated the effects and interactions of 2 levels of terrain portrayal, guidance symbology, and flight control response type on pilot performance during the conduct of a relatively complex instrument approach procedure. The terrain and guidance presentations were evaluated as elements of an integrated primary flight display system.</excerpt>']"
70,9,70_Flight Crew Safety,['Flight Crew Safety'],"[""<title>Dose safety motivation mediate the effect of psychological contract of safety on flight attendants' safety performance outcomes?: A social exchange perspective</title> <excerpt>This study proposes and tests a conceptual model that investigates the mediating effect of safety motivation linking psychological contract of safety (PCS) as manifested by employer obligations of safety and employee obligations of safety to safety violations and safety creative performance (SCP). Data were collected from a sample of flight attendants with two weeks time lag in Iran. Underpinned by social exchange theory, the results of structural equation modeling revealed that safety motivation fully mediates the simultaneous effects of PCS indicators on safety violations and SCP.</excerpt>"", '<title>The relationship between sense of calling and safety behavior among airline pilots: The role of harmonious safety passion and safety climate</title> <excerpt>Pilot safety behavior plays a crucial role in airlines safety performance and aviation safety, so it is vital to identify factors that may enhance pilot safety behavior and explore their mechanisms. Drawing upon self-determination theory, this study examines whether, how, and when the sense of calling influences pilot safety behavior from the perspective of occupational psychology. Using a sample of 321 Chinese commercial airline pilots, we tested a moderated mediation model in which the relationship between sense of calling and pilot safety behavior was mediated by harmonious safety passion and moderated by safety climate.</excerpt>', '<title>Investigating aviation safety factors and proposed conceptual model for safety behaviors among Thai flight crews: A qualitative approach</title> <excerpt>This study aims to answer behavioral safety questions regarding influential factors and relationship among those factors relating to Thai flight crews’ safety behaviors, and the objective of this study is to develop a proposed hypotheses relating to factors affecting Thai flight crews’ safety behaviors for future research. Based on a sample of 21 flight crews and executives in Thailand, the result found that influential factors relating to Thai flight crew safety behaviors were organizational safety climate, fleet safety climate, aviation safety knowledge, aviation psychological safety and flight crews’ safety attitudes and personalities. Flight time was considered as a typical job experience and did not directly reflect the safety behaviors among flight crews.</excerpt>']"
71,9,71_Navigation Display Design,['Navigation Display Design'],"['<title>Navigation display design: Displaying nearest airport information</title> <excerpt>Thirty-six participants were tested on their ability to orient toward the nearest airport based on the manner in which information was presented on a global positioning system (GPS) area navigation display. Results indicated that use of the tabular, text-only format normally found on such displays was significantly slower and less accurate than either a map display of nearest airport information or a text display that included an orientation symbol. Additionally, pilots ignored information from the heading indicator, focusing on the GPS to perform the task.</excerpt>', ""<title>The visually guided control of simulated altitude</title> <excerpt>Simulated 'flights' over three different ground textures were used to examine people's ability to extract optical information useful for active regulation of altitude. The textures were regularly spaced lines as follows: 1) orthogonal to the direction of flight (latitude texture); 2) parallel to the direction of flight (meridian texture); and 3) both parallel and orthogonal (square texture). Visual constant velocity forward flight simulations were displayed on a CRT screen, and subjects asked to maintain one of three initial altitudes using a rate control stick.</excerpt>"", '<title>Enhancing NextGen RNAV Capabilities: Human Performance Evaluation of NRS Waypoint Nomenclatures</title> <excerpt>As part of the Next Generation Air Transportation System (NextGen) initiative, a redevelopment of the high-altitude airspace is underway to realize the benefits of area navigation (RNAV) capabilities. Three nomenclatures were evaluated as possible alternatives to the current waypoint nomenclature used in the Navigation Reference System (NRS). A part-task study was conducted to assess if speed of NRS waypoint location on an en route chart, speed of flight management system (FMS) entry, number of FMS entry errors, and NRS waypoint reroute use were different among the nomenclatures tested.</excerpt>']"
72,9,72_Self-Control and Attention,['Self-Control and Attention'],"['<title>Threat of resource loss: The role of self-regulation in adaptive task performance</title> <excerpt>Changes at work are often accompanied with the threat of, or actual, resource loss. Through an experiment, we investigated the detrimental effect of the threat of resource loss on adaptive task performance. Self-regulation (ie, task focus and emotion control) was hypothesized to buffer the negative relationship between the threat of resource loss and adaptive task performance.</excerpt>', '<title>Self-estimates of distractibility as related to performance decrement on a task requiring sustained attention</title> <excerpt>Increasing automation of air traffic control tasks may have the undesirable side effect of increased monotony as a result of the anticipated reduction in task demands. Since individuals who are unable to sustain attention under low task-load conditions would appear to be more likely to commit errors and be less able to handle a sudden emergency situation, it would seem desirable to examine the characteristics of individuals unable to sustain attention under these conditions. In the present study, 50 subjects performed a monotonous, but perceptually demanding task, for approximately 30 minutes without rest.</excerpt>', '<title>The Sustained Attention to Response Task (SART) does not promote mindlessness during vigilance performance</title> <excerpt>Objective: In this study, we evaluated the validity of the Sustained Attention to Response Task (SART) as a means for promoting mindlessness in vigilance performance.Background: Vigilance tasks typically require observers to respond to critical signals and to withhold responding to neutral events. The SART features the opposite response requirements, which supposedly leads it to promote a mindless, non-thoughtful approach to the vigilance task To test that notion, we compared the SART to the traditional vigilance format (TVF) in terms of diagnostic accuracy assessed through decision theory measures of positive and negative predictive power (PPP and NPP), perceived mental workload indexed by the Multiple Resource Questionnaire, and oculomotor activity reflected in the Nearest Neighbor Index and fixation dwell times.Method: Observers in TVF and SART conditions monitored a video display for collision flight paths in a simulated air traffic control task.Results: Diagnostic accuracy in terms of NPP was high in both format conditions. While PPP was poorer in the SART than in the TVF, that result could be accounted for by a loss of motor control rather than a lack of mindfulness.</excerpt>']"
73,9,73_Pilot support systems,['Pilot support systems'],"['<title>Multimodal Information Presentation in Support of NextGen Operations</title> <excerpt>Objective: This study examined the effectiveness of visual, auditory, tactile, and redundant auditory-visual information presentation in the context of a medium-fidelity ‘Next Generation Air Transportation System’ (NextGen) flight simulation. Background: Data overload, especially in the visual channel, and associated breakdowns in monitoring represent a major challenge in aviation. These problems are expected to worsen with NextGen, which will require pilots to manage increased amounts of data and adopt new responsibilities.</excerpt>', '<title>Evaluating adaptive multisensory displays for target localization in a flight task</title> <excerpt>This study was designed to determine the efficacy of providing target location information via head-coupled visual and spatial audio displays presented in adaptive and nonadaptive configurations. Twelve United States Air Force pilots performed a simulated flight task in which they were instructed to maintain flight parameters while searching for ground and air targets. The integration of visual displays with spatial audio cueing enhanced performance efficiency, especially when targets were most difficult to detect.</excerpt>', '<title>Effects of supplementing head-down displays with 3-D audio during visual target acquisition</title> <excerpt>We investigated the effectiveness of supplementing head-down displays (HDDs) with high-fidelity 3-dimensional (3-D) audio using a flight simulation task in which participants were required to visually acquire the image of a target aircraft. There were 3 conditions: a visual HDD providing azimuth information combined with a nonspatial audio cue, a visual HDD providing azimuth and elevation information combined with a nonspatial audio cue, and a visual HDD providing azimuth information combined with a 3-D audio cue. When 3-D audio was presented, the visual acquisition time was faster, perceived workload was reduced, and perceived situational awareness was improved.</excerpt>']"
74,9,74_Mindfulness in Aviation,['Mindfulness in Aviation'],"['<title>Impact of Mindfulness Training on Physiological Measures of Stress and Objective Measures of Attention Control in a Military Helicopter Unit</title> <excerpt>Objective: This study sought to determine if mindfulness training (MT) has a measurable impact on stress and attentional control as measured by objective physiological and psychological means. Background: Periods of persistent, intensive work demands are known to compromise recovery and attentional capacity. The effects of 4-month MT on salivary cortisol and performance on 2 computer-based cognitive tasks were tested on a military helicopter unit exposed to a prolonged period of high workload.</excerpt>', '<title>A Sense of Fellowship: Mindfulness Improves Experienced Interpersonal Benefits and Prosociality in A Military Aviation Unit</title> <excerpt>Objective: Explore how personnel in a military aviation unit experienced personal as well as interpersonal aspects concerning their participation in a group-based four-month MBT programme. Background: mindfulness-based training (MBT) have been used as a personal stress management tool in stressful working environments, including military aviation. There is little knowledge about the interpersonal mechanisms involved when engaging in MBT.</excerpt>', '<title>Mindfulness-Based Mental Training in a High-Performance Combat Aviation Population: A One-Year Intervention Study and Two-Year Follow-Up</title> <excerpt>This study tested the feasibility and value of mindfulness training (MT) in a Norwegian military combat aircraft squadron (n = 21). No objective measures of performance were included in this study. Subjective measures of mindfulness, mental skills, and performance-related anxiety were administered before and after the intervention, including a semistructured interview at the study’s conclusion after the intervention.</excerpt>']"
75,9,75_Aviation aptitude assessment,['Aviation aptitude assessment'],"['<title>Air service tests of aptitude for flying</title> <excerpt>Attempts to establish a satisfactory rating of flying ability for measuring aptitude for the Air Service. Ten tests were selected and given to 50 very good flyers, 50 very poor flyers and 50 unknowns. The best tests found were emotional stability, especially hand response, perception of tilt and mental alertness.</excerpt>', '<title>Development of an aviation combat criterion.</title>', ""<title>Current trends in the usage of the Adaptability Rating for Military Aviation (ARMA) among USAF flight surgeons</title> <excerpt>The Adaptability Rating for Military Aviation (ARMA) is that portion of the initial flight physical that assesses an aviator candidate's motivation for and potential adaptability toward an aviation career. A survey was mailed to all USAF operational flight surgeons in the continental U.S. to describe the frequency and distribution of ARMA usage and attitudes.</excerpt>""]"
76,9,76_Cognitive performance enhancement,['Cognitive performance enhancement'],"['<title>The Effect of Caffeine and Sleep Quality on Military Pilot Students’ Flight Performance-Related Cognitive Function</title> <excerpt>Objective: To assess the effect of caffeine and sleep quality on the flight performance-related cognitive function. Background: High levels of cognitive performance in pilots is required for flight safety. Methods: Students at a military flight school in Thailand were invited to participate in this study.</excerpt>', '<title>Methamphetamine effects on cognitive processing during extended wakefulness</title> <excerpt>We examined the effects of both 5- and 10-mg/70 kg body weight of d-methamphetamine HCl on high event rate vigilance and tracking performance in a 13.5-hr sustained-performance session during one night of sleep loss. At 0116 hours, participants were administered either a 5 mg/70 kg oral dose of d-methamphetamine (n = 10), 10 mg/70 kg d-methamphetamine (n = 10), or a placebo (n = 10) using standard double-blind procedures. Performance on all measures degraded markedly during the night in the placebo group.</excerpt>', '<title>Evaluation of zolpidem on alertness and psychomotor abilities among aviation ground personnel and pilots</title> <excerpt>The use of hypnotics to optimize rest periods during sustained operations could be of help to military personnel. Zolpidem, an imidazopyridine hypnotic, was evaluated for its residual effects on daytime wakefulness in 12 subjects belonging to ground air force personnel and 12 navy fighter pilots. In this controlled double blind crossover study, each subject randomly received zolpidem 10mg, flunitrazepam 1mg or placebo, in three separate sessions, 1 week apart at 10 p.m.</excerpt>']"
