Topic,Count,Name,Representation,Representative_Docs
120,6,120_fliers volunteers undergo_fear air force_fear air_fun fear flying,"['fliers volunteers undergo', 'fear air force', 'fear air', 'fun fear flying', 'force fliers volunteers', 'flying danger joy', 'flyer fascination flight', 'flyer fascination', 'fear flying flying', 'motivation deeprooted emotional']","['<title>Fascination in flight</title>', '<title>Happy Landing</title>', '<title>Flying and danger, joy and fear</title> <excerpt>U.S. Air Force fliers are all volunteers who undergo rigorous training for their profession. Their motivation may be deeprooted and emotional, or may arise from a conscious decision made in early adulthood.</excerpt>', '<title>The fun and fear of flying</title>', '<title>The compulsive flyer.</title>']"
121,6,121_hypoxia_hypoxia symptoms_hypoxia training_hypobaric,"['hypoxia', 'hypoxia symptoms', 'hypoxia training', 'hypobaric', 'military aircrew', 'oxygen saturation', 'chamber hypoxia training', 'chamber hypoxia', 'training hypobaric', 'hypobaric chamber']","['<title>Recollection of hypoxia symptoms between training events</title> <excerpt>Introduction: The well-established technique of mask-off hypoxia training in a hypobaric training environment elicits symptoms that are correlated with in-flight symptoms reported by aircrew. Aircrew receive training on recognition of symptoms and response early in their flying career and accomplish refresher training on a 5-yr cycle. The symptoms reported after acute hypoxia represent cognitive and psychomotor impairment.</excerpt>', '<title>Hypoxia training: Symptom replication in experienced military aircrew</title> <excerpt>Introduction: Military aircrew are trained to recognize the signs and symptoms of hypoxia in a safe environment using a variety of methods to simulate altitude. In order to investigate the effectiveness of hypoxia training, this study compared the recall of hypoxia symptoms in military aircrew between two consecutive hypobaric chamber hypoxia training sessions conducted, on average, 4.5 yr apart. Methods: Previously trained subjects completed a questionnaire immediately before and after they underwent refresher hypoxia training and recorded the occurrence, order, and severity of symptoms experienced.</excerpt>', '<title>Initial Psychometric Validation of a Self-Report Measure of the Symptoms of Mild Hypoxic Hypoxia</title> <excerpt>INTRODUCTION: There has been long-standing interest in the physiological and psychological effects of mild hypoxia on aircrew, but to date there is no psychometrically valid self-report measure of subjective symptoms. METHODS: To address this gap, we developed a self-report scale along three dimensions of impairment: cognitive, sensory and affective. We administered this scale to active and retired aircrew (N = 354) with on average 25.04 yr (SD = 11.27) of military service and subjected their responses to exploratory factor analysis using Maximum Likelihood Estimation, followed by reliability analysis to determine cohesiveness of associated items.</excerpt>', '<title>Comparison of hypobaric hypoxia symptoms between a recalled exposure and a current exposure</title> <excerpt>Background Aircrew members are required to attend hypoxia awareness training regularly to strengthen their memory of their personal hypoxia symptoms by undergoing training inside a hypobaric chamber. The aim of this study was to examine the association between hypoxia symptoms experienced during two training sessions that were 4 years apart. Methods This was a crossover study to compare hypoxia symptoms and self-reported physiological effects of trapped gas between a previous training session and a current training session in an altitude chamber.</excerpt>', '<title>Subjective Symptoms In Hipoxia of Military Aircraft Aircrews, Relationship With Age And Oxygen Saturation: A Cross-Sectional Study</title> <excerpt>Introduction: Hypobaric hypoxia is a condition that occurs at altitudes above 25,000 feet, where a decrease in barometric pressure causes reduced oxygen availability. This condition impacts physiological and psychological function, causing symptoms such as dizziness, fatigue, headaches, and decreased oxygen saturation. Although this condition is essential for military aircraft crews who frequently operate at these altitudes, there is a lack of research that explicitly explores its impact, especially regarding subjective symptoms and oxygen saturation.</excerpt>']"
122,6,122_grasping movements_grasping_microgravity parabolic_finely graded forces,"['grasping movements', 'grasping', 'microgravity parabolic', 'finely graded forces', 'microgravity', 'gravitational', 'movements microgravity', 'movements microgravity background', 'movements normal', 'microgravity parabolic flights']","['<title>Avoidance and escape behavior controlled by artificial gravity.</title>', ""<title>Speed-accuracy trade-off of grasping movements during microgravity</title> <excerpt>Background: Earthbound studies have shown that for pointing movements there is a specific relationship between movement speed, amplitude, and accuracy that is known as Fitts' law. We investigated the validity of Fitts' law for grasping movements in normal and microgravity. Method: Subjects performed grasping movements toward virtual targets under three different time constraint conditions before and during exposure to microgravity in parabolic flights.</excerpt>"", '<title>Selection of gravitational environment by locomotion in fields of acceleration.</title>', '<title>Wrist vibration affects the production of finely graded forces</title> <excerpt>Introduction: It is still unclear how central commands and afferent feedback interact to produce finely graded forces. To explore this question, we experimentally degraded afferent responsiveness using wrist vibration. Methods: Subjects grasped an isometric joystick with their preferred hand and produced forces of different magnitudes and directions according to visually presented vectors.</excerpt>', '<title>Determinants of orientation in microgravity</title> <excerpt>During two parabolic flight campaigns, one with the NASA-KC-135, the second with the ESA-Caravelle, human spatial orientation in an altered gravitational environment was studied by measuring the subjective visual vertical (SVV) by means of a luminous line, and by asking the subjects to give a report, with eyes closed, about their orientation to apparent vertical. The inflight data are compared with baseline data measurements of the subjective horizontal body position (SHP) at normogravity (1g) and at 2g. Pertinent theoretical alternatives to modelling subjective static orientation are developed and compared to the data.</excerpt>']"
123,6,123_phobics_flight phobics_fear flying_fear participants,"['phobics', 'flight phobics', 'fear flying', 'fear participants', 'phobic fear', 'phobic fear flying', 'phobia', 'flight phobic individuals', 'phobic individuals', 'non flight phobic']","['<title>Cognitive coping and anxiety symptoms among people who seek help for fear of flying</title> <excerpt>Introduction: Fear of flying among potential passengers is rather common. In order to treat fear of flying most efficiently, it is important to find out which aspects are related to flight anxiety. The objective of the present study was to examine the extent to which various cognitive coping strategies in response to a flight were used by airline passengers and their relationship with anxiety symptoms.</excerpt>', '<title>Covariation bias in flight phobics</title> <excerpt>Covariation estimates (CEs) between fear-relevant (FR) stimuli (slides of airplane crash sites) or fear-irrelevant (FI) stimuli (slides of airplanes in flight or mushrooms) and an aversive outcome (electrical shock)were examined in 15 flight phobics (high-fear participants) and 15 non-flight- phobic individuals (low-fear participants) by means of an illusory correlation experiment. In spite of a random relationship between all slide categories and outcome (illusory correlation), flight phobics exhibited a covariation bias and showed higher CEs for the contingency between FR slides and shocks than for the contingency between FI slides and shocks in a first experimental block. The CEs of flight phobics for FR slides and shocks was significantly higher than that of non-flight-phobic individuals, while high- and low-fear participants did not differ in their CEs for the other slide- shock combinations.</excerpt>', '<title>Blood-injection-injury (B-I-I) specific phobia affects the outcome of hypoxic challenge testing</title> <excerpt>Background: Blood-injection-injury (B-I-I) phobia is capable of producing inaccurate hypoxic challenge testing results due to anxiety-induced hyperventilation. Case Report: A 69-yr-old woman with a history of hypersensitivity pneumonitis, restrictive spirometry, exercise desaturation requiring supplementary oxygen on mobilizing, reduced DLco, and B-I-I phobia was referred for hypoxic challenge testing (HCT) to assess in-flight oxygen requirements. HCT was performed by breathing a 15% F<inf>I</inf>o<inf>2</inf> gas mixture, simulating the available oxygen in ambient air onboard aircraft pressurized to an equivalent altitude of 8000 ft.</excerpt>', '<title>Phobic fear of flying in aircrews: Epidemiological aspects and comorbidity</title> <excerpt>Background: Phobic fear of flying may affect aircrew members during any phase of their flying careers. Symptoms are beyond voluntary control and may lead patients to avoid flying and seek medical advice. Methods: Of 1101 psychiatric files from our institute for 1985-2002, 1 50 represented cases of fliers who suffered from phobic fear of flying.</excerpt>', '<title>Identification of features associated with flying phobia in aircrew</title> <excerpt>The psychological and physiological features of 20 aircrew consecutively referred for treatment of anxiety symptoms when flying were compared with a matched control group of uncomplaining aircrew. There were no significant differences between the two groups on psychometric tests of personality, though there were differences in skin conductance; the phobics had a higher rate of spontaneous fluctuation, and habituated less to a repeated auditory tone. More of the phobic group worried about their wives and acknowledged childhood and other adulthood phobias; more had a family history of an episode perhaps best described as flying trauma.</excerpt>']"
124,6,124_safety climate_pilot safety behavior_flight crews safety_thai flight crews,"['safety climate', 'pilot safety behavior', 'flight crews safety', 'thai flight crews', 'pilot safety', 'safety behavior', 'crews safety behaviors', 'pilot candidates self', 'safety passion', 'terms safety climate']","['<title>The Relationship Between Pilot Candidates’ Self-Control, Self-Efficacy and Training Performance in Terms of Safety Climate</title> <excerpt>Objective: This study investigates the relationship between pilot candidates’ self-control, self-efficacy, and training performance in terms of safety climate. Background: Self-efficacy and safety climate are essential for the flight performance of pilots. However, the effect of self-control on flight performance has yet to be studied.</excerpt>', '<title>Investigating aviation safety factors and proposed conceptual model for safety behaviors among Thai flight crews: A qualitative approach</title> <excerpt>This study aims to answer behavioral safety questions regarding influential factors and relationship among those factors relating to Thai flight crews’ safety behaviors, and the objective of this study is to develop a proposed hypotheses relating to factors affecting Thai flight crews’ safety behaviors for future research. Based on a sample of 21 flight crews and executives in Thailand, the result found that influential factors relating to Thai flight crew safety behaviors were organizational safety climate, fleet safety climate, aviation safety knowledge, aviation psychological safety and flight crews’ safety attitudes and personalities. Flight time was considered as a typical job experience and did not directly reflect the safety behaviors among flight crews.</excerpt>', '<title>A Theoretical Model to Understand Flight Instructors’ Safety Behaviors in the United States: Through Personality Traits, Self-Efficacy, Risk Perception, and Safety Climate</title> <excerpt>Safety is an important aspect for any organization or individual to be successful, and the field of aviation has no exceptions. A CFI is authorized to give training and endorsements required for student, private, commercial, and instrument pilot certificates. CFIs play a very critical role in the success of pilot-in-training students at flight schools (Osman et al, 2022).</excerpt>', '<title>The relationship between sense of calling and safety behavior among airline pilots: The role of harmonious safety passion and safety climate</title> <excerpt>Pilot safety behavior plays a crucial role in airlines safety performance and aviation safety, so it is vital to identify factors that may enhance pilot safety behavior and explore their mechanisms. Drawing upon self-determination theory, this study examines whether, how, and when the sense of calling influences pilot safety behavior from the perspective of occupational psychology. Using a sample of 321 Chinese commercial airline pilots, we tested a moderated mediation model in which the relationship between sense of calling and pilot safety behavior was mediated by harmonious safety passion and moderated by safety climate.</excerpt>', '<title>Construction of leadership competency model for civil aviation flight cadets: An empirical study from China</title> <excerpt>Human factors are often linked to unsafe events in civil aviation transport, with the competency level and decision-making abilities of flight crews playing a significant role. The leadership and teamwork competency of the flight crew in the cockpit directly influences the occurrence of aviation safety incidents. Leadership is a developmental and trainable skill.</excerpt>']"
125,6,125_flight plan_glass cockpits_job flying_keyboard design,"['flight plan', 'glass cockpits', 'job flying', 'keyboard design', 'speech based controls', 'job flying airplane', 'awacs operators', 'keyboard', 'flying airplane', 'direct manipulation']","['<title>Functional interface design for the modern aircraft cockpit</title> <excerpt>There is an emerging concern that modern glass cockpits induce information overload. This is sometimes thought to be an inevitable result of the increased complexity and the need for automation that accompanies the transition to high technology. We argue here that the human performance problems created by glass cockpits are not an inevitable consequence of increased hardware complexity or of automation but, instead, are a result of nonfunctional design that increases complexity at the cockpit interface.</excerpt>', '<title>Speech-based controls in simulated air battle management</title> <excerpt>This experiment evaluated speech-based controls as an aid for Airborne Warning and Control System (AWACS) operators performing simulated Battle Management Command and Control tasks. Twelve AWACS operators were required to track a package of fighter aircraft, receive verbal target changes, and pass the verbal changes to the lead fighter aircraft in a simulated battlefield air interdiction environment. The availability of speech controls for selected human-machine interface manipulation tasks was varied.</excerpt>', '<title>Ergavionics: Designing the Job of Flying an Airplane</title> <excerpt>Ergavionic principles governing the design and operation of an airplane cockpit were discovered through simulator and flight experiments starting during World War II and continuing through the 1970s, but their systematic application has not happened. These principles deal with control location and operation, display integration and pictorial realism, and control/display direction-of-motion relationships. Systematic application of these principles would make the job of flying an airplane so much easier and safer that hundreds of lives would be saved every year, and in the decades to come, thousands of lives..</excerpt>', ""<title>Direct manipulation interfaces for in-Flight four-dimensional navigation planning</title> <excerpt>A direct manipulation interface for 4-dimensional (spatio-temporal) in-flight replanning was developed. The interface coupled the pilots' actions and the consequences of these actions for the overall replanning goals through a visual display of the flight plan's temporal and spatial layout, as well as the temporal and spatial constraints on altering the flight plan. Three levels of interface information detail were tested for 2 scenarios with different levels of complexity of the flight plan and the changes required.</excerpt>"", '<title>Ergonomic aspects of aircraft keyboard design: The effects of gloves and sensory feedback on keying performance</title> <excerpt>Increasing requirements for aircraft keyboards have indicated inadequacies in ergonomic standards for airborne environments, in particular for tasks involving unskilled, discontinuous data entry, with emphasis on accuracy rather than speed. Four experiments are reported from a programme of research aimed at the development and application of methodologies for assessing factors relevant to keyboard design. Experiment 1 demonstrated that the effects of various aircrew gloves on a representative aircraft data entry task are highly situation specific.</excerpt>']"
126,6,126_pilot combat performance_indicator mbti_pilot motivation_hospital based helicopter,"['pilot combat performance', 'indicator mbti', 'pilot motivation', 'hospital based helicopter', 'orville wright able', 'hemispheric dominant personality', 'type indicator mbti', 'orville wright', 'myers briggs', 'myers briggs type']","[""<title>Personality factors affecting pilot combat performance: A preliminary investigation</title> <excerpt>Reviews of the research literature have generally concluded that personality factors contribute little to pilot performance. One possible explanation for the failure to find stronger relationships may be due to the lack of appropriate taxonomies for both personality constructs and for performance constructs. The present research was designed to examine the relationship between personality and combat performance using the 'Big Five' model of personality and a multi-component model of pilot combat performance.</excerpt>"", '<title>Personality types of flight crew members in a hospital-based helicopter program</title> <excerpt>Purpose: To determine the personality preferences of flight crew members in a hospital-based helicopter emergency medical service (HEMS) using the Myers-Briggs Type Indicator (MBTI), and to differentiate and compare these preferences between crew specialties and a historical control population. Methods: A prospective cohort study was conducted of all active crew members (nurses, respiratory therapists and pilots) in a hospital-based flight program. Data collected included the results of the MBTI, gender, age and years of flight experience.</excerpt>', '<title>Pilot Personality and Crew Coordination: Implications for Training and Selection</title> <excerpt>The performance of pilots can be construed as a product of skill, attitude, and personality factors. Although a great deal of effort within the aviation community has been focused on ensuring technical expertise, and new efforts highlight attitudes associated with crew coordination, personality factors have been relatively unexplored. Further, it is argued that past failures to find linkages between personality and performance were due to a combination of inadequate statistical modeling, premature performance evaluation, and/or the reliance on data gathered in contrived as opposed to realistic situations.</excerpt>', ""<title>The Wright brothers: a personality profile.</title> <excerpt>Wilbur and Orville Wright were able, as a team, to develop the first heavier than air machine capable of sustained, controlled, powered flight while piloted by a man. This was due, very possibly, to the presence of a left hemispheric dominant personality in Wilbur Wright and a right hemispheric dominant personality in Orville Wright. They were thus able to complement each other's skills and creativity in such a way as to make this feat possible.</excerpt>"", ""<title>A study on the student pilot's mental workload due to personality types of both instructor and student</title> <excerpt>The main purpose of this paper is to provide the ideal flight crew combination for instructor and student pilots in order to enhance the flight training effects based on Myers Briggs Type Indicator (MBTI) theory. In addition to personality, various levels of flight difficulty are considered in order to investigate their potential interaction effect in terms of student pilots' mental workload measured in heart rate, altitude deviation, NASA-TLX (Task Load Index) and subjective degree of personality harmony. Based on an experiment performed in a real flight situation, we found significant effects of personality combinations in terms of all four outcome measures.</excerpt>""]"
127,6,127_blood alcohol_alcohol levels_blood alcohol levels_low blood alcohol,"['blood alcohol', 'alcohol levels', 'blood alcohol levels', 'low blood alcohol', 'effects alcohol', 'alcohol levels pilot', 'levels pilot performance', 'alcohol effects', 'mtpb static', 'proof vodka']","['<title>Effects of Low Blood Alcohol Levels On Pilots’ Prioritization of Tasks During a Radio Navigation Task</title> <excerpt>Eight pilots flew a specified cross-country route using radio navigation in a flight simulator with simulated air traffic control. Four of the pilots flew with a low blood alcohol level (BAL; mean BAL = 20.63 mg%). Pilots’ performance was compared in terms of flying performance, navigation, and radio communication.</excerpt>', '<title>Methodological Issues in Research on the Effects of Alcohol on Pilot Performance</title> <excerpt>The effects of low blood-alcohol levels on pilot performance have been found to be surprisingly inconsistent, given the variety of cognitive, attentional, and motor coordination processes involved in piloting tasks and the presumed susceptibility of these processes to alcohol. Discussed in this article are a number of methodological issues that are relevant to research in this area, including task and subject characteristics, compensation for alcohol effects, and experimental design procedure considerations. Such factors may complicate attempts to determine the relationship between blood-alcohol levels and pilot performance and lead to an underestimation of alcohol effects..</excerpt>', '<title>Laboratory performance during acute alcohol intoxication and hangover</title> <excerpt>Eleven private pilots (seven men and four women) were recruited and trained on the Multiple Task Performance Battery (MTPB), static and dynamic tracking of a localizer/glide slope instrument, and use of the Intoxilyzer. Results showed clear deleterious effects of alcohol on the MTPB and the tracking tasks immediately following drinking. During the morning (hangover) tests, scores on the MTPB and on the static and dynamic tracking tasks showed small circadian effects (scores were better) without impairment due to the alcohol.</excerpt>', '<title>The Effect of Low Blood Alcohol Levels on Pilot Performance in a Series of Simulated Approach and Landing Trials</title> <excerpt>Eight experienced pilots flew a series of approaches and landings in a simulator with the characteristics of a general aviation light twin. One half of the subjects were under the influence of low blood alcohol levels (mean = 11 mg%). Subjects in the alcohol condition showed significant deteriorations in their performance, as measured by deviations from the optimum approach speed or the optimum glideslope, when performing an instrument approach or when performing an asymmetric approach.</excerpt>', '<title>Postintoxication effects of alcohol on flight performance after moderate and high blood alcohol levels</title> <excerpt>This study examined the impact of alcohol hangover on flight performance 11 hr after ingestion of alcohol. The participants were 36 instrument-rated and instrument-current male pilots who were 21 to 35 years of age, recruited from the Odegard Center for Aerospace Sciences at the University of North Dakota. Participants were randomly assigned to receive either a placebo or 2 or 3 ml/kg of 100 proof Vodka the evening before their flights were scheduled.</excerpt>']"
128,6,128_organisational_psychological contract_oriented organisational citizenship_organisational citizenship,"['organisational', 'psychological contract', 'oriented organisational citizenship', 'organisational citizenship', 'psychological contract breach', 'service oriented organisational', 'organisational citizenship behaviour', 'oriented organisational', 'citizenship behaviour', 'associated ocb']","['<title>Understanding quondam commitments to retain employees: insights from the case of flight attendants and pilots</title> <excerpt>Purpose: This study aims to examine the process model of quondam commitments (commitments employees used to have, but no longer have). It is part of a new perspective aimed at understanding better the concept of commitment, a powerful determinant of employee retention, by looking at gone commitments. Design/methodology/approach: Drawing on a qualitative methodology recommended in the most recent commitment literature, life story interviews (Study 1 – flight attendants) and non-directive interviews (Study 2 – pilots) were conducted.</excerpt>', '<title>From top gun to the daily grind: contextualizing psychological contract breach for military pilots</title> <excerpt>This study expands our understanding of employee reactions to psychological contract (PC) breach by contextualizing the relationship between PC breach and feelings of violation in a European military setting through the study of strong commitment to specific career goals, high managerial turnover, lack of clarity about the perceived responsibility and controllability of PC breach, as well as aviation restrictions. Based on interviews with 41 pilots, we found that two factors–passion for job and professional commitment–which have not been a strong focus in extant research, play critical roles in the processes involved in employee PC breach reactions. We further contribute to the literature by demonstrating when, why, and where perceptions of PC breach influence exit, loyalty, voice, and neglect reactions in a military setting (eg, we found that certain reactions, such as neglect, are restricted due to the potential safety consequences of said reactions).</excerpt>', '<title>How detrimental is psychological contract breach to airlines?</title> <excerpt>This study aims at understanding airline industry’s organizational changes conceptualized as psychological contract breach (PCB) among flight attendants, leading to dissatisfaction reflected in this study as counterproductive work behavior (CWB). PCB refers to organization’s inability in fulfilling obligations contained within the psychological contract, while CWB is defined as conducts that are harmful to organization. With 410 respondents, using Structural Equation Model (SEM), the results had shown that CWB increases as the PCB is heightened.</excerpt>', '<title>Building Sustainable Organizational Citizenship Behavior in Hospitality: Structural Relationships of Rapport, Trust, and Psychological Capital Among Airline Cabin Crew</title> <excerpt>This study examines the structural relationships among rapport, trust, psychological capital (PsyCap), and organizational citizenship behavior (OCB) in the emotionally demanding work context of airline cabin crews. Grounded in the job demands–resources (JD-R) model and social exchange theory (SET), we propose and test a sequential mediation model in which rapport is positively associated with trust, trust is positively associated with PsyCap, and PsyCap is positively associated with OCB. Based on survey data from 248 South Korean flight attendants, structural equation modeling (SEM) demonstrates that rapport is indirectly associated with OCB through the sequential mediation of trust and PsyCap, rather than displaying a significant direct association.</excerpt>', '<title>Workplace Support and Service - Oriented Organisational Citizenship Behaviour: The Mediating Role Of Psychological Empowerment And Affective Commitment</title> <excerpt>The purpose of this study is to examine the mechanism underpinning the relationship between perceived supervisor support, perceived organisational support, and service-oriented organisational citizenship behaviour. The data was collected from 250 flight attendants working in airline companies, and structural equation model modelling using M-plus 7.0 was employed to test the hypotheses. This research provides evidence for the association between psychological empowerment, affective commitment, and service-oriented organisational citizenship behaviour.</excerpt>']"
129,6,129_flight performance aspects_helicopter flights_success safety flight_important success safety,"['flight performance aspects', 'helicopter flights', 'success safety flight', 'important success safety', 'instrument flying', 'safety flight', 'helicopter operations', 'helicopter emergency', 'flight performance', 'operational safety aim']","['<title>The differential effect of sustained operations on psychomotor skills of helicopter pilots</title> <excerpt>INTRODUCTION: Flying a helicopter is a complex psychomotor skill requiring constant control inputs from pilots. A deterioration in psychomotor performance of a helicopter pilot may be detrimental to operational safety. The aim of this study was to test the hypothesis that psychomotor performance deteriorates over time during sustained operations and that the effect is more pronounced in the feet than the hands.</excerpt>', '<title>Psychophysiological response in night and instrument helicopter flights</title> <excerpt>Instrument and night flights are sources of mishaps: they produce stressful contexts to aircrews in which operability can be affected. This study aimed to analyse the effect of night and instrument flights in cortical arousal, autonomic modulation, muscle strength, and stress perception. 23 people were analysed (8 helicopter pilots, 4 helicopter mechanics–Spanish Air Forces–and 11 controls) before and after instrument and night flight exposition.</excerpt>', '<title>Neuroendocrine responses to psychological workload of instrument flying in student pilots</title> <excerpt>Background: Information processing and stress tolerance are necessary features for instrument flying (IRF), especially among student pilots. Psychological workload of IFR flight may lead to stress reactions such as neuroendocrine activity. Methods: Neuroendocrine responses to an IFR flight with Vinka piston-engined primary trainer were studied in 35 male volunteers who participated in the basic military flying course of the Finnish Air Force (FAF).</excerpt>', '<title>The paradox of helicopter emergency training</title> <excerpt>The practice of helicopter emergency procedures is not necessarily based on the prevalence of the emergencies in helicopter operations. Stuck pedal, hover autorotation, and ditching accidents taken from the National Transportation and Safety Board database illustrate this phenomenon. It is argued that manufacturers, aviation authorities, and flight schools determine the helicopter training curriculum and base their decisions on the safety of practice and the possibility of transfer of skill.</excerpt>', '<title>Sensorial aspects of helicopter operations</title> <excerpt>As components of physical and psychic workload in the piloting of helicopters, and therefore as possible concurrent pathogenetic factors of operational fatigue in helicopter aircrews, the author examines and analyzes the effects of some sensorial phenomena related to the use of such rotor-powered aircraft. Particularly acoustic and non-acoustic vibrations associated with flying this type of vehicle are discussed as to their action not only on the auditory apparatus, but also on the function of other apparatuses of the central nervous system, with special reference to the effects exerted by vibratory motions on visual function. Another problem taken into consideration is the disorientation that, particularly during helicopter flights, the pilot may experience whenever there is a conflict between his own sensorial evaluations and the information supplied by the instruments.</excerpt>']"
130,6,130_heart rate_psychological activation heart_indicator psychological activation_additional heart rate,"['heart rate', 'psychological activation heart', 'indicator psychological activation', 'additional heart rate', 'activation heart rate', 'activation heart', 'frequency spectral power', 'hrv', 'variability hrv', 'rate variability hrv']","['<title>Additional heart rate - an indicator of psychological activation</title> <excerpt>Heart rate and oxygen consumption of helicopter and transport aircraft pilots were measured. During flight operations, the heart rate accelerated without a corresponding increase in oxygen consumption. This heart rate increase beyond that expected from the oxygen uptake, ie additional heart rate, is therefore used as an indicator of psychological activation.</excerpt>', '<title>Evaluation method of mental workload under flight conditions</title> <excerpt>In order to analyze the relationship between heart rate variability (HRV) and the flight tasks of pilots, HRV of various mental and physical work stresses were investigated. For the physical stress on the treadmill, S.D. of heart rate sequence showed a minimum value at medium stresses and remained there until the maximum stress.</excerpt>', '<title>Heart Period as a Useful Index of Pilot Workload in Commercial Transport Aircraft</title> <excerpt>As part of a larger study of the validity and reliability of various workload measures for use in aircraft certification, heart period (a function of heart rate) was investigated. In two separate experiments, pilots flew either normal-workload or high-workload missions in a B-727 simulator to determine whether the measures could serve to discriminate between the two workload levels. To test reliability of the measures, the pilots flew the missions again on another day.</excerpt>', ""<title>Preliminary results of the LF/HF ratio as an indicator for estimating difficulty level of flight tasks</title> <excerpt>INTRODUCTION: The main aim of this study was to differentiate the magnitude of a pilot's heart rate variability (HRV) when performing assisted and unassisted flights, as well as simple and complex flight tasks. METHODS: Cardiac monitoring in flights was carried out using a compact, mobile ECG recorder. A frequency analysis of the heart rate (HR) signal was performed to determine the ratio of low-frequency spectral power (LF) to high-frequency spectral power (HF).</excerpt>"", ""<title>Fighter pilots' heart rate, heart rate variation and performance during an instrument flight rules proficiency test</title> <excerpt>Increased task demand will increase the pilot mental workload (PMWL). When PMWL is increased, mental overload may occur resulting in degraded performance. During pilots' instrument flight rules (IFR) proficiency test, PMWL is typically not measured.</excerpt>""]"
131,6,131_remotely piloted aircraft_remotely piloted_air force remote_uas rpa,"['remotely piloted aircraft', 'remotely piloted', 'air force remote', 'uas rpa', 'force remotely piloted', 'air force remotely', 'rpa sensor', 'force remote warrior', 'aircraft rpa', 'piloted aircraft rpa']","['<title>Time for a break? Perceptions and impacts of reconstitution among United States Air Force remotely piloted aircraft personnel</title> <excerpt>United States Air Force remotely piloted aircraft (RPA) aircrew and support personnel perform critical missions in support of military operations around the world. The high value placed on the work of these individuals has resulted in increased workload and heightened risk of adverse psychological health outcomes. The impact of this can be detrimental to the health of the individual as well as the success of the RPA mission.</excerpt>', '<title>Occupational stress in Remotely Piloted Aircraft System operators</title> <excerpt>Background: Although there is currently little research data to support the contention, concerns have been raised about possible traumatic stressors inherent to Remotely Piloted Aircraft System (RPAS) operator roles. Factors such as exposure to visually traumatic events compounded by long working hours and blurred boundaries between military and civilian life have been cited as potential stressors. Robust research into the well-being of RPAS operators is scarce and mostly samples US personnel.</excerpt>', '<title>Predictors and protective factors for suicide ideation across remotely piloted aircraft career fields</title> <excerpt>The US Air Force remote warrior community comprises several career fields including remotely piloted aircraft pilots and intelligence, cyber, and sensor operators. The crews are responsible for working seamlessly together to provide 24/7 real-time intelligence, surveillance, and reconnaissance and precision-strike weapons capabilities for a wide range of global combat operations. Due to the rapid increase in global demands and operational tempo, there is growing concern from military leadership about the impact of operational stress on the health and psychological well-being of remote warriors.</excerpt>', '<title>Assessing Person-Job Fit for Careers as Remotely Piloted Aircraft Sensor Operators</title> <excerpt>Objective: Recent US Air Force occupational surveys indicated that while job satisfaction is high for Remotely Piloted Aircraft (RPA) Sensor Operators (SO), a high percentage do want to reenlist. The objective was to assess factors that affect their job satisfaction and retention. The results will help guide development of Realistic Job Preview (RJP) videos for new recruits considering an RPA SO career.</excerpt>', '<title>Subtypes of severe psychological distress among US Air Force remote warriors: A latent class analysis</title> <excerpt>US Air Force remote warrior personnel include a range of military personnel composed of remotely piloted aircraft aircrew, intelligence operators, and cyber warfare operators. Job duties in these professions entail long work hours, rotating shifts, and regular engagement in combat operations. Although research has identified a number of factors correlated with elevated burnout and emotional distress in this population, little is known about the unique needs of discrete subgroups of distressed personnel.</excerpt>']"
