Topic,Count,Name,Representation,Representative_Docs
112,7,112_remotely piloted aircraft_piloted aircraft training_remotely piloted_piloted aircraft rpa,"['remotely piloted aircraft', 'piloted aircraft training', 'remotely piloted', 'piloted aircraft rpa', 'air force remotely', 'force remotely piloted', 'piloted aircraft operators', 'pilots providing assistance', 'piloted aircraft rpas', 'air force remote']","['<title>Time for a break? Perceptions and impacts of reconstitution among United States Air Force remotely piloted aircraft personnel</title> <excerpt>United States Air Force remotely piloted aircraft (RPA) aircrew and support personnel perform critical missions in support of military operations around the world. The high value placed on the work of these individuals has resulted in increased workload and heightened risk of adverse psychological health outcomes.</excerpt>', '<title>Predictors and protective factors for suicide ideation across remotely piloted aircraft career fields</title> <excerpt>The US Air Force remote warrior community comprises several career fields including remotely piloted aircraft pilots and intelligence, cyber, and sensor operators. The crews are responsible for working seamlessly together to provide 24/7 real-time intelligence, surveillance, and reconnaissance and precision-strike weapons capabilities for a wide range of global combat operations.</excerpt>', '<title>Subtypes of severe psychological distress among US Air Force remote warriors: A latent class analysis</title> <excerpt>US Air Force remote warrior personnel include a range of military personnel composed of remotely piloted aircraft aircrew, intelligence operators, and cyber warfare operators. Job duties in these professions entail long work hours, rotating shifts, and regular engagement in combat operations.</excerpt>', '<title>Predictive validity of pilot selection instruments for remotely piloted aircraft training outcome</title> <excerpt>Introduction: Demand for remotely-piloted aircraft (RPA) support has increased dramatically over the last decade. Initial efforts to meet the demand focused on cross-training experienced manned aircraft pilots and funneling recent Specialized Undergraduate Pilot Training (SUPT) graduates to RPA pilot training.</excerpt>', '<title>Occupational stress in Remotely Piloted Aircraft System operators</title> <excerpt>Background: Although there is currently little research data to support the contention, concerns have been raised about possible traumatic stressors inherent to Remotely Piloted Aircraft System (RPAS) operator roles. Factors such as exposure to visually traumatic events compounded by long working hours and blurred boundaries between military and civilian life have been cited as potential stressors.</excerpt>']"
113,6,113_night vision performance_pilot night vision_perception night vision_night vision,"['night vision performance', 'pilot night vision', 'perception night vision', 'night vision', 'night vision goggles', 'night vision pnvs', 'night vision goggle', 'depth perception', 'vision goggles', 'vision']","['<title>Distance estimation in a 3-D imaging display</title> <excerpt>Imaging displays have lacked several characteristics of direct vision such as true stereopsis, and this may in part account for some loss in visual performance when compared with direct vision. One such decrement in performance is in judgments of distance.</excerpt>', '<title>Simulated night vision goggle wear and colored aftereffects</title> <excerpt>Background: Surveys of military pilots report that between 1.6% and 65% of the respondents experienced altered color vision after night vision goggle (NVG) wear. For the majority of these pilots, the aftereffect was a brownish afterimage that lasted less than 10 min.</excerpt>', '<title>Depth and Collision Judgment Using Night Vision Goggles</title> <excerpt>There is a concern about depth perception with night vision goggles (NVGs). We measured judgments involving depth perception in laboratory and field conditions.</excerpt>', '<title>Effects of a velocity-vector-based command augmentation system and synthetic vision system terrain portrayal and guidance symbology concepts on single-pilot performance</title> <excerpt>This study investigated the effects of synthetic vision system (SVS) concepts and advanced flight controls on the performance of pilots flying a light, single-engine general-aviation airplane. We evaluated the effects and interactions of 2 levels of terrain portrayal, guidance symbology, and flight control response type on pilot performance during the conduct of a relatively complex instrument approach procedure.</excerpt>', ""<title>The effects of the AH-64A pilot's night vision system on the performance of seven simulated maneuver tasks</title> <excerpt>The Pilot's Night Vision System (PNVS) allows the pilot of the AH-64A Apache helicopter to fly and navigate effectively at night. The PNVS restricts field of view (FOV) and degrades visual acuity, two factors that should adversely affect pilot performance during night operations, especially for flight maneuvers that rely on peripheral cues.</excerpt>""]"
114,6,114_psychiatric illness military_mental health aircrew_personnel psychological diathesis_air force personnel,"['psychiatric illness military', 'mental health aircrew', 'personnel psychological diathesis', 'air force personnel', 'military aircrew', 'medical psychological', 'personnel deal dangers', 'medical psychological preparation', 'army airmen', 'air force basic']","['<title>Psychiatric illness in military aircrew</title> <excerpt>The selection and assessment of military aircrew depends on accurate information, which should be obtained not only from the pilot but also from his peers and his employer. Psychological reactions are related to interactions between the man, his task, and his environment, both service and personal.</excerpt>', ""<title>Influence of attitude and expectation on moods and symptoms during cold weather military training</title> <excerpt>The present study examined the influence of the following: 1) air temperature, 2) day into training, 3) self rating of life stress, 4) rating of relative warmth in cold weather, and 5) expectation for liking cold weather training, on 59 soldiers' self-reports of illness and mood during 3 days of training in the cold (-18° to 0°C range). Mood was assessed on six domains of the Profile of Mood States rating scale, and symptoms of illness were assessed on 5 domains of the Environmental Symptoms Questionnaire.</excerpt>"", '<title>Comparison of mental health between aircrew and ground crew at ratio of 1:1 among 122 army airmen</title> <excerpt>Background: The training task for aircrew of army airmen is very heavy, the evaluation of flight personnel on psychological diathesis is performed to early discover and deal with corresponding questions. Objective: To compare the difference of mental health between aircrew and ground crew of army airmen and provide reference data for implementing corresponding norms.</excerpt>', ""<title>Reflexion about medical and psychological preparation of air force personnel; Considérations sur la préparation médico-psychologique des personnels de l'armée de l'Air</title> <excerpt>The medical and psychological preparation of personnel in the armed forces is designed to facilitate the adaptation of an individual, with all their singularities, to an environment with specific constraints. In an idealized flight operation that has become real thanks to the implementation of more and more sophisticated tools, Air Force personnel must deal with the dangers inherent in an aeronautical environment.</excerpt>"", '<title>Mood as a predictor of discharge from air force basic training</title> <excerpt>In order to determine the predictive validity of the Total Mood score, the Negative Mood Scale, and the Positive Mood Scale of the ST-Depression Adjective Check Lists (ST-DACL), the state version of lists C and D of the ST-DACL was administered on the second day of the Air Force basic training program to 229 newly enlisted Air Force recruits (men = 113; women = 116). Findings were that DACL total score yielded the best overall classification rate, the Positive Mood Scale was most related to predicting eventual discharge, and the Negative Mood Scale was best at predicting graduation..</excerpt>']"
115,6,115_military readiness_military readiness scale_military readiness lack_operations desert shield,"['military readiness', 'military readiness scale', 'military readiness lack', 'operations desert shield', 'readiness measures', 'readiness', 'published readiness measures', 'operations desert', 'preparedness desert shield', 'military operations require']","['<title>A 20-year reflection: preparedness for Desert Shield/Desert Storm.</title>', '<title>Ready or not: Enhancing operational effectiveness through use of readiness measures</title> <excerpt>Current and future military operations require personnel to perform a multitude of mission tasks. Military personnel are required to execute these tasks, and to perform to high levels of expectation.</excerpt>', '<title>Effect of Combat on Aircrew Subjective Readiness During Operations Desert Shield and Desert Storm</title> <excerpt>The Persian Gulf War provided a unique opportunity to collect data for examining aircrew work/rest cycles and operational tasking as they relate to aircrew readiness in a combat environment. For 4 consecutive weeks during Operations Desert Shield and Desert Storm, 18 A-6 (9 pilots, 9 bombardier/navigators) and 18 F-14 (10 pilots, 8 radar intercept officers) aircrew on board the USS America provided detailed daily activity data.</excerpt>', '<title>Sun exposure knowledge and practices survey of maintenance squadrons at travis AFB</title> <excerpt>Recent literature has shown that the incidence of melanoma skin cancer is significantly higher in the U.S. military than for civilians and is higher in the U.S.</excerpt>', '<title>Development and Validation of the Military Readiness Scale in U.S. Naval Aircrew</title> <excerpt>Introduction Readiness is a ubiquitous term in DoD doctrine and has been broadly defined as the ability of military forces to meet the demands of assigned missions. There is currently no criterion standard of military readiness and there is also a lack of published readiness measures for the individual military service member, the fundamental building block of force readiness.</excerpt>']"
116,6,116_cabin crew fatigue_crew fatigue_fatigue long haul_fatigue risk management,"['cabin crew fatigue', 'crew fatigue', 'fatigue long haul', 'fatigue risk management', 'fatigue risk', 'fatigue long', 'long range flights', 'ulr scheduling cabin', 'scheduling cabin crew', 'haul night flights']","['<title>Sleep and fatigue differences in the two most common types of commercial flight operations</title> <excerpt>Background: Sleep and fatigue management is one of the main challenges in airline operations scheduling. Our aim was to compare the differences regarding fatigue, sleep, and labor specificities between the two most common types of flight, short/medium haul (SM-H) and long haul (L-H), in a large sample of airline pilots.</excerpt>', '<title>Two-crew operations: Stress and fatigue during long-haul night flights</title> <excerpt>Background: As part of a research program concerning legal aspects of two-pilot operations on long-haul routes, the purpose of the study was to investigate two-crew extended range operations during a flight roster with two consecutive night flights and a short layover. Hypothesis: Present flight time regulations may not be adequate for two-crew minimum operations.</excerpt>', '<title>Fatigue risk management for cabin crew: The importance of company support and sufficien rest for work-life balance—a qualitative study</title> <excerpt>Knowledge about cabin crew fatigue associated with ultra-long range (ULR) flights is still limited. Current ULR scheduling for cabin crew is therefore predominantly based on flight crew data.</excerpt>', '<title>Aircrew fatigue in long-haul operations</title> <excerpt>The studies were conducted on the transmeridian routes Düsseldorf (DUS)-Atlanta (ATL) and Hamburg (HAM)-Los Angeles (LAX), and on the north-south route Frankfurt (FRA)-Mahe (SEZ). Scheduled flight duration was between 8:50 hours (ATL-DUS) and 11:50 hours (HAM-LAX).</excerpt>', '<title>Perceived Workload Is Associated with Cabin Crew Fatigue on Ultra-Long Range Flights</title> <excerpt>Objective: This study aimed to determine whether on ultra-long range (ULR) flights, perceived workload is an independent predictor of cabin crew fatigue at top-of-descent (TOD) and if so, to what degree it is associated with cabin crew fatigue relative to sleep-related factors. Background: Current ULR scheduling for cabin crew is predominantly based on flight crew data.</excerpt>']"
117,6,117_pilot aviation_pilot attitude proficiency_psychological testing pilot_testing pilots written,"['pilot aviation', 'pilot attitude proficiency', 'psychological testing pilot', 'testing pilots written', 'pilot attitude', 'testing pilots', 'selection pilots review', 'student aviators motivational', 'personnel pilot crew', 'requirements airplane pilot']","['<title>Conversion reactions in student aviators.</title>', '<title>Psychological testing and pilot licensing</title> <excerpt>This article reviews contemporary trends in the psychological testing of pilots. It is written in the particular context of draft European Joint Aviation Authorities licensing proposals which, in certain circumstances, envisage psychological testing for pilot licensing purposes.</excerpt>', '<title>Sentence completion correlates of airline pilot attitude and proficiency.</title>', '<title>Motivational variables in the assuming of combat obligation</title> <excerpt>""The completions made to The Rotter Incomplete Sentences Blank by two groups of aircrew members have been compared. A group of 283 men who went to an \'overseas\' combat assignment was found to differ from a group of 57 men who had the same opportunity but did not go overseas.</excerpt>', '<title>Aviation</title> <excerpt>Although the psychology of aviation comprises the selection, training, and maintenance of personnel (pilot, crew, and ground staff) and the care and education of passengers, the main body of the literature has dealt almost entirely with (1) physiological and psychological effects (immediate and cumulative) of flight and the flying environment, and (2) the selection of pilots. This review and bibliography of 92 items excludes the recent work under the auspices of the Committee on Selection and Training of Aircraft Pilots of the National Research Council and some 534 less important references which will be published later.</excerpt>']"
118,6,118_motivations air traffic_traits air traffic_flight safety psychological_factors aviation especially,"['motivations air traffic', 'traits air traffic', 'flight safety psychological', 'factors aviation especially', 'industry air traffic', 'traffic controllers job', 'traffic control specialties', 'psychological readiness air', 'job attitudes personnel', 'traffic control sensitive']","['<title>Attitudes and motivations of air traffic controllers in terminal areas.</title>', '<title>Attitudes of air traffic controllers at frankfurt airport towards work and the orking environment</title> <excerpt>As part of an opinion survey among air traffic controllers at Frankfurt Airport questions wore asked as to attitudes towards work and working conditions. A relo.tively high percentage of the controllers in question declared that they wore satisfied with their job, but at the same time relatively high dissatisfaction could bo recognized regarding important factors such as administration, pay and working conditions.</excerpt>', '<title>Evaluating differences in cognitive functions and personality traits among air traffic controllers with and without error history</title> <excerpt>Given the growing rate of air transportation, it is necessary to consider the safety of the aviation industry. Air traffic control is one of the most sensitive and important jobs in the field of flight safety.</excerpt>', '<title>Psychological readiness of air traffic controllers for their job</title> <excerpt>This article highlights the importance of examining human factors in aviation, especially in air traffic control. It analyzes the factors affecting performance of air traffic controllers (ATC) and increase or decrease of security.</excerpt>', '<title>Comparison of the job attitudes of personnel in three air traffic control specialties</title> <excerpt>A total of 792 journeyman air traffic controllers from ARTCC, TRACON, and FSS facilities answered a four part questionnaire concerning what they liked and disliked about ATC work, how much they liked or disliked certain specific aspects of ATC work, how they felt about shift work, and their level of job satisfaction. In general, the three ATC specialties showed high agreement in their job related attitudes.</excerpt>']"
119,6,119_synthetic vision information_synthetic vision systems_synthetic vision_enhanced synthetic vision,"['synthetic vision information', 'synthetic vision systems', 'synthetic vision', 'enhanced synthetic vision', 'vision systems', 'offs synthetic vision', 'vision information', 'vision', 'sensor data fusion', 'investigated spatial']","['<title>Synthetic vision: Application areas, rationale, implementation, and results</title> <excerpt>Synthetic vision is regarded as a means to increase both safety and operational capabilities. The design of a synthetic vision system presents the designer with questions regarding which data need to be presented, how the data should be represented, and how the representation should be mapped onto the display.</excerpt>', '<title>Improved Flight Technical Performance in Flight Decks Equipped with Synthetic Vision Information System Displays</title> <excerpt>Synthetic vision information systems (SVIS) are the next generation of cockpit display systems that will become an integral part of the commercial flight deck in the future. The goal of this study was to evaluate SVIS against conventional glass cockpit displays to assess whether or not SVIS can improve pilot performance, situation awareness (SA), and workload.</excerpt>', '<title>Trade-offs in synthetic vision system display resolution, field of regard, terrain data density, texture, and shading during off-path operations</title> <excerpt>We conducted 2 independent fixed-base flight simulator studies to determine trade-offs in synthetic vision system (SVS) display resolution, field of regard, terrain data density, texture, and shading during off-path operations. The data we present herein are a synthesis of prior work and may be useful for consideration by SVS designers and certification entities.</excerpt>', '<title>Using relative position and temporal judgments to identify biases in spatial awareness for synthetic vision systems</title> <excerpt>Synthetic vision systems (SVS) are cockpit displays that depict terrain ahead of ownship to prevent controlled flight into terrain. This work investigated how spatial biases manifest themselves in SVS displays.</excerpt>', '<title>Machine Learning/Artificial Intelligence for Sensor Data Fusion-Opportunities and Challenges</title> <excerpt>During Fusion 2019 Conference (https://www.fusion2019.org/program.html), leading experts presented ideas on the historical, contemporary, and future coordination of artificial intelligence/machine learning (AI/ML) with sensor data fusion (SDF). While AI/ML and SDF concepts have had a rich history since the early 1900s-emerging from philosophy and psychology-it was not until the dawn of computers that both AI/ML and SDF researchers initiated discussions on how mathematical techniques could be implemented for real-time analysis.</excerpt>']"
120,6,120_fatigue air traffic_fatigue countermeasure flight_effect fatigue air_fatigue stress air,"['fatigue air traffic', 'fatigue countermeasure flight', 'effect fatigue air', 'fatigue stress air', 'fatigue affects workload', 'fatigue air', 'illustrate fatigue affects', 'job stress fatigue', 'effect fatigue', 'objective illustrate fatigue']","['<title>Air controller strike spotlights job stress.</title>', '<title>Effect of Fatigue in Air Traffic Controllers’ Workload, Situation Awareness, and Control Strategy</title> <excerpt>Objective: To illustrate how fatigue affects the workload, situation awareness, and control strategy of air traffic controllers. Background: As air traffic control becomes more complex and demanding due to the increasing number of aircraft movements in major airport hubs, the need to particularly look into the interplay of performance shaping factors has also intensified.</excerpt>', '<title>Controlled breaks as a fatigue countermeasure on the flight deck</title> <excerpt>Background: A major challenge for flight crews is the need to maintain vigilance during long, highly automated nighttime flights. No system currently exists to assist in managing alertness, and countermeasure options are limited.</excerpt>', '<title>The Development of a Work Stress Model for Air TrafficControllers in Indonesia</title> <excerpt>The workload complexity experienced by and expected air traffic controllers (ATCs) causes psychological fatigue, engenders stressful conditions, and affectstheir quality of life. This study investigated the development of a model of psychological fatigue in ATCs in Indonesia, which affected their work stress levelsand quality of life.</excerpt>', '<title>The Effect of Fatigue on Air Traffic Controllers</title> <excerpt>Fatigue has been on the National Transportation Safety Board’s (NTSB) “most wanted list” since 1990 and remains a topic of active investigation. The focus of this article is summarizing the effect of fatigue on air traffic controllers.</excerpt>']"
121,6,121_flight serum cholesterol_study usafsam cardiovascular_force academy hypertension_factors early chronic,"['flight serum cholesterol', 'study usafsam cardiovascular', 'force academy hypertension', 'factors early chronic', 'glomerular hypertension accelerated', 'chronic kidney disease', 'hypertension', 'flight serum', 'hypertension accelerated', 'hypertension accelerated glomerular']","['<title>Effects of personality on body temperature and mental efficiency following transmeridian flight</title>', '<title>Serum cholesterol levels in selected air force cadets compared with levels in the West Point study</title> <excerpt>In the USAFSAM Cardiovascular Disease Followup Study, the surprising rise in average cholesterol levels in West Point cadets during the 6 years following their entry into the U.S. Military Academy in 1952 implied a significant increase in risk of heart disease in later years.</excerpt>', '<title>Hypertension, Peptic Ulcer, and Diabetes in Air Traffic Controllers</title> <excerpt>The hypothesis that certain diseases might be unduly frequent in journeyman air traffic controllers working in towers and centers has been tested by reviewing the aeromedical certification examinations on 4,325 traffic controllers and 8,435 second class airmen. The subjects were all men who had an examination in 1969 to 1970 and at least one previous examination not more than two years before that.</excerpt>', '<title>Serum urate and cholesterol levels in Air Force Academy cadets</title> <excerpt>Serum cholesterol and urate levels were measured in 150 young men at 2 to 4 month intervals during their first 18 months at the U.S. Air Force Academy.</excerpt>', '<title>Long-term predictive models of risk factors for early chronic kidney disease: A longitudinal study</title> <excerpt>Background: The high incidence and prevalence of chronic kidney disease (CKD) in Taiwan have produced tremendous burdens on health care resources. The work environment of air force special operations personnel engenders high psychological stress, and the resulting increased blood pressure can lead to glomerular hypertension and accelerated glomerular injury in the long term.</excerpt>']"
122,6,122_hypoxia training hypobaric_hypobaric hypoxia training_hypoxia awareness training_hypoxia training sessions,"['hypoxia training hypobaric', 'hypobaric hypoxia training', 'hypoxia awareness training', 'hypoxia training sessions', 'hypoxia training study', 'hypoxia training hypoxia', 'hypoxia training symptom', 'hypoxia symptoms training', 'hypoxia training', 'hypoxia training introduction']","['<title>Hysteria as a Trigger for Epidemic Decompression Sickness Following Hypobaric Hypoxia Training</title> <excerpt>INTRODUCTION: A lthough hypobaric hypoxia training (HHT) is an essential component of aviation physiology training, it poses a risk of decompression sickness (DCS). DCS can sometimes be observed as a cluster of cases, which is referred to as epidemic DCS.</excerpt>', '<title>Psychophysiological response of different aircrew in normobaric hypoxia training</title> <excerpt>Hypoxia remains the most important hazard in high altitude flights, but there is still a need for deeper analysis of the effect of hypoxia exposition in the psychophysiological and cognitive functions. The aim of this study was to study the effect of hypoxia training in cortical arousal, autonomic modulation, muscle strength and cognitive function.</excerpt>', '<title>Recollection of hypoxia symptoms between training events</title> <excerpt>Introduction: The well-established technique of mask-off hypoxia training in a hypobaric training environment elicits symptoms that are correlated with in-flight symptoms reported by aircrew. Aircrew receive training on recognition of symptoms and response early in their flying career and accomplish refresher training on a 5-yr cycle.</excerpt>', '<title>Hypoxia training: Symptom replication in experienced military aircrew</title> <excerpt>Introduction: Military aircrew are trained to recognize the signs and symptoms of hypoxia in a safe environment using a variety of methods to simulate altitude. In order to investigate the effectiveness of hypoxia training, this study compared the recall of hypoxia symptoms in military aircrew between two consecutive hypobaric chamber hypoxia training sessions conducted, on average, 4.5 yr apart.</excerpt>', '<title>Comparison of hypobaric hypoxia symptoms between a recalled exposure and a current exposure</title> <excerpt>Background Aircrew members are required to attend hypoxia awareness training regularly to strengthen their memory of their personal hypoxia symptoms by undergoing training inside a hypobaric chamber. The aim of this study was to examine the association between hypoxia symptoms experienced during two training sessions that were 4 years apart.</excerpt>']"
123,6,123_perceived air traffic_performing air traffic_perception air traffic_mental workload ratings,"['perceived air traffic', 'performing air traffic', 'perception air traffic', 'mental workload ratings', 'predicting mental workload', 'levels mental workload', 'mental workload', 'influences air traffic', 'performance mental workload', 'traffic control task']","['<title>Mental Workload in Air Traffic Control: An Index Constructed from Field Tests</title> <excerpt>Background: Mental workload assessment is a recurrent issue in air traffic control (ATC). Studies of ATC have used either objective aspects, ie, numbers and distribution of aircraft, or subjective factors, such as self-imposed performance and stress levels, with mixed results.</excerpt>', '<title>Operator Functional State Classification using Multiple Psychophysiological Features in an Air Traffic Control Task</title> <excerpt>We studied 2 classifiers to determine their ability to discriminate among 4 levels of mental workload during a simulated air traffic control task using psychophysiological measures. Data from 7 air traffic controllers were used to train and test artificial neural network and stepwise discriminant classifiers.</excerpt>', '<title>Objective Workload and Behavioural Response in Airport Radar Control Rooms</title> <excerpt>Previous research indicated that peak traffic and the duration of radio-communications were good predictors of behavioural response of air traffic controllers working in air route traffic control centres. In this study we investigated if these two measures of workload were generalisable to controllers (ATCs) working in radar facilities serving major airports.</excerpt>', '<title>Exploring the Peak-End Effects in Air Traffic Controllers’ Mental Workload Ratings</title> <excerpt>Objective: This study examined whether professional air traffic controllers (ATCos) were subject to peak-end effects in reporting their mental workload after performing an air traffic control task, and in predicting their mental workload in future scenarios. Background: In affective experience studies, people’s evaluation of a period of experience is strongly influenced by the most intense (peak) point and the endpoint.</excerpt>', '<title>Workload Perception of Air Traffic Control Officers and Pilots during Continuous Descent Operations Approach Procedures</title> <excerpt>The paper examines the workload perceived by air traffic control officers (ATCOs) and pilots during continuous descent operations (CDOs), applying closed- and open-path procedures. CDOs reduce fuel consumption and noise emissions.</excerpt>']"
124,6,124_hypertension military aviator_hypertension military_hypertension air traffic_office hypertension military,"['hypertension military aviator', 'hypertension military', 'hypertension air traffic', 'office hypertension military', 'onset hypertension air', 'hypertension tested 1994', 'hypertension tested', 'hypertension', 'hypertension medical', 'hypertension yoga relaxation']","['<title>Office hypertension in the military aviator</title> <excerpt>High blood pressure is a common problem in aerospace medicine. The standard for evaluating blood pressure in the United States Air Force is the routine blood pressure check and the 5-d blood pressure check.</excerpt>', '<title>Blood pressure and sympathetic activity in normotensive aviators during short-haul fixed-wings flights</title> <excerpt>Background: In order to evaluate the impact of in-flight stress on BP and sympathetic activity during a short fixed-wing flight, we have studied 18 healthy and normotensive commercial captain aviators, aged 37.5 ± 4.9 yr. Methods: The protocol consisted of a 120-min flight period, divided into segments of pre-flight, take off, mid-cruise, approach and landing, and a 120-min control period.</excerpt>', '<title>Systolic blood pressure in fighter pilots after 12-15 years service</title> <excerpt>Systolic blood pressure (SBP) was measured at entry and after 12-15 years in 112 fighter pilots and compared to 112 transport and helicopter pilots. The pilots were 20-24 years old on entry into the study.</excerpt>', '<title>Treatment of essential hypertension with yoga relaxation therapy in a USAF aviator: A case report</title> <excerpt>A 46-year-old Caucasian male USAF aviator with a 6-year history of mild essential hypertension (medical waiver for flight duty) under unsuccessful treatment with hydrochlorothiazide, dietary modification, and exercise, was subsequently trained in yoga relaxation. After 6 weeks, medication had been discontinued, and his diastolic blood pressure remained within normal levels.</excerpt>', '<title>Cardiovascular reactivity to work stress predicts subsequent onset of hypertension: The air traffic controller health change study</title> <excerpt>Objective: The hypothesis that increased blood pressure reactivity to stress is an early risk marker of hypertension was tested in a 1994 follow-up of the 1974 to 1978 Air Traffic Controller Health Change Study sample. Methods: Assessments in 1974 to 1978 included physical examinations and recordings (every 20 minutes for 5 hours) of both workload (planes within controller airspace) and blood pressure reactivity.</excerpt>']"
125,6,125_antarctic research expedition_antarctic expeditions_japanese expeditioners psychological_antarctic research,"['antarctic research expedition', 'antarctic expeditions', 'japanese expeditioners psychological', 'antarctic research', 'antarctic', 'antarctic station', 'australian antarctic', 'japanese antarctic research', 'japanese antarctic', 'antarctica']","['<title>Individual attributes, values, and goals of an all-military women antarctic expedition</title> <excerpt>BACKGROUND: While participation of women in the military has increased, research on performance of female teams engaged in arduous physical activity in isolated, confined, and extreme (ICE) environments remains sparse. METHODS: A team of six British military women completed the Multidimensional Personality Questionnaire-Brief Form, Triarchic Psychopathy Measure, and Personal Values Questionnaire (PVQ) prior to embarking on an expedition that traversed the Antarctic continent.</excerpt>', '<title>Predictors of behavior and performance in extreme environments: The antarctic space analogue program</title> <excerpt>Background: To determine which, if any, characteristics should be incorporated into a select-in approach to screening personnel for long- duration spaceflight, we examined the influence of crewmember social/demographic characteristics, personality traits, interpersonal needs, and characteristics of station physical environments on performance measures in 657 American men who spent an austral winter in Antarctica between 1963 and 1974. Methods: During screening, subjects completed a Personal History Questionnaire which obtained information on social and demographic characteristics, the Deep Freeze Opinion Survey which assessed 5 different personality traits, and the Fundamental Interpersonal Relations Orientation- Behavior (FIRO-B) Scale which measured 6 dimensions of interpersonal needs.</excerpt>', '<title>The activities of the 42nd Japanese Antarctic Research Expedition (JARE-42) wintering team 2001-2002</title> <excerpt>The 42nd Japanese Antarctic Research Expedition (JARE-42) wintering team has conducted the Vth five-year JARE program during the period of February 1st 2001 to January 31st 2002, in which 40 members were engaged in the various scientific activities and maintenance of Syowa Station. The major observation programs of JARE-42 were as follows : Upper Atmospheric Physics-observations using Fabry-Perot imager, sodium Lidar and HF/MF radar; Atmospheric Sciences and Glaciology-aerosols and air sampling, and shallow ice core drilling; Geophysics-superconducting gravity measurement, geodetic VLBI observations, and natural earthquake monitoring; Biology and Medicine-photosynthesis under sea water, populations census of penguins, and physiological and psychological adaptation to Antarctic environment, etc.</excerpt>', '<title>Antarctic culture: 50 Years of antarctic expeditions</title> <excerpt>Background: Analyses of data collected on returned Australian Antarctic personnel were conducted to examine links between personality traits, perceptions of Antarctic station culture, and perceptions of subjective fit with Antarctic station life and culture. Methods: Participants were 103 men who participated in Australian National Antarctic Research Expeditions (ANARE) over a 50-yr period from 1950 to 2000 representing the first 50 yr of ANARE and all positions and occupations included in Australian Antarctic expeditions.</excerpt>', '<title>Cross-cultural differences in psychosocial adaptation to isolated and confined environments</title> <excerpt>Introduction: Differences in patterns of psychosocial adaptation under conditions of prolonged isolation and confinement in Antarctica were examined to determine the extent to which they were influenced by national culture in general and the individualist-collectivist orientation of national cultures in particular. Methods: The Profile of Mood States and measures of structural and functional social support were administered over an 8-mo period (March through October) to 13 winter-over crews from 5 nations operating research stations in the Antarctic: United States (3 crews, n = 77), Poland (3 crews, n = 40), Russia (3 crews, n = 34), China (3 crews, n = 40), and India (1 crew, n = 26).</excerpt>']"
126,6,126_pilots effects fatigue_mental physical fatigue_measures fatigue effects_physical fatigue,"['pilots effects fatigue', 'mental physical fatigue', 'measures fatigue effects', 'physical fatigue', 'flying fatigue posturographic', 'physical fatigue assessment', 'fatigue assessment', 'physical fatigue validity', 'measures fatigue', 'mental stress fatigue']","['<title>Effects of Fatigue on Cognitive Performance in Long-Duration Simulated Flight Missions</title> <excerpt>Fighter pilots may be exposed to extended flight missions. Consequently, there is increasing concern about fatigue.</excerpt>', '<title>Maintaining concentration (Taf) as a measure of mental stress</title> <excerpt>Fatigue has been discussed both in physiological and psychological terms. Undoubtedly these two aspects of fatigue interact upon each other and it may be difficult to distinguish between the two.</excerpt>', ""<title>Posturographic balance's validity in mental and physical fatigue assessment among cadet pilots</title> <excerpt>BACKGROUND: Postural control is adversely affected by mental and physical fatigue, but its validity in fatigue assessment has not been investigated systemically among pilots. We explored the correlations of posturographic balance with physiological and psychological signals among cadet pilots.</excerpt>"", ""<title>The Feeling of Fatigue Scale for Brazilian Fighter Pilots</title> <excerpt>INTRODUCTION: Fighter pilots are a population particularly vulnerable to developing mental fatigue, which puts the safety of military operations at risk. Although there is no gold standard tool for its assessment, Yoshitake's Feeling of Fatigue Scale (FFS) appears promising for application to fighter pilots as it has already been validated for Brazilian commercial airline pilots.</excerpt>"", '<title>Performance and psychophysiological measures of fatigue effects on aviation related tasks of varying difficulty</title> <excerpt>Fatigue is a well known stressor in aviation operations and its interaction with mental workload needs to be understood. Performance, psychophysiological, and subjective measures were collected during performance of three tasks of increasing complexity.</excerpt>']"
