year,country,title,doc
1997,United States,Visual and auditory localization as a function of azimuth and elevation,"<title>Visual and auditory localization as a function of azimuth and elevation</title> <abstract>This study was performed to investigate the accuracy of performing a localization task as a function of the use of three display formats: auditory, perspective, and combined perspective-auditory. The experimental task for the perspective and perspective-auditory displays was to judge the relative azimuth and elevation that separated a computer-generated target object from a reference object. The experimental task for the auditory display was to determine the azimuth and elevation of a sound source with respect to the listener. For azimuth estimates, there was a significant effect for type of display, with worse performance resulting from the purely auditory format. Further, azimuth judgments were better for target objects that were aligned close to the major meridian orthogonal to the viewing vector. For elevation errors, there was a main effect for the type of display with worst performance for the purely auditory condition; elevation judgments were worse for larger elevation separations independent of display condition. Finally, elevation performance was superior when target images were aligned close to the major meridian orthogonal to the viewing vector. Implications of the results for the design of spatial instruments is discussed.</abstract>"
1997,United States,Effectiveness of institutionalized countermeasures on crew rest during rapid transitions from daytime to nighttime flying,"<title>Effectiveness of institutionalized countermeasures on crew rest during rapid transitions from daytime to nighttime flying</title> <abstract>Aircrews frequently experience sleep loss when working rapidly rotating flight schedules. This study evaluated the efficacy of crew rest maintenance policies implemented by a school of aviation. After night flights, pilots living at home experienced daily reductions in sleep time, whereas pilots living under the school's regulations maintained equivalent sleep durations after day and night flights. In-house pilots maximized the use of rest opportunities when organizational support was both explicit and deliberate. Often overlooked, institutional support may be a critical element in the development and successful execution of crew rest plans.</abstract>"
1997,United States,Evaluating controller communication time as a measure of workload,"<title>Evaluating controller communication time as a measure of workload</title> <abstract>The duration time that an en route controller is actively engaged in ground-to-air communications has been investigated to determine if the duration is a valid measure of controller workload. Data was collected during a Federal Aviation Administration (FAA) Planned View Display Baseline Study conducted with Washington Air Route Traffic Control Center personnel. The correlation coefficient between the controllers' communication duration of the 4 min prior to a rating and the controllers' real-time subjective workload ratings was r = .88, p < .01, which validates communication duration as a workload measure. Automated monitoring of duration time would allow warning of controller stress on a real-time basis.</abstract>"
1997,Norfolk Island - United States,A human error approach to accident investigation: The taxonomy of unsafe operations,"<title>A human error approach to accident investigation: The taxonomy of unsafe operations</title> <abstract>Human error continues to be implicated in the vast majority of aviation accidents. Yet, most accident investigation and reporting systems are not currently designed around any theoretical framework of human error. One reason may be the discontinuity between classical theories of human error and the practical application of these theoretical approaches in accident investigation. The Taxonomy of Unsafe Operations presented here bridges the gap between theory and practice by providing field investigators with a user-friendly, common-sense framework from which accident investigations can be conducted and human causal factors classified. This taxonomy draws upon traditional models of human error to account for human accident causal factors, including the condition of operators and supervisory error. A detailed description of the taxonomy is provided, as well as a discussion of the benefits it provides the field of accident investigation and prevention.</abstract>"
1997,United States,Mental models and situation awareness in air traffic control,"<title>Mental models and situation awareness in air traffic control</title> <abstract>Air traffic controllers report that they form a mental picture of aircraft in airspace to assist in their work. In this study, the relationship of the picture to the concepts of mental models and situation awareness (SA) is discussed. A definition of SA is proposed that suggests it is the transient contents of awareness, as structured and supported by an underlying mental model. Research on SA in air traffic control is reviewed, and it appears that insufficient work has been done to demonstrate the importance of SA for successful task performance. An experiment with air traffic control trainees is described that relates their recall of basic aircraft data during a simulation to their scores in a final exam. The results showed that students prioritized aircraft information. Those who had accurate recall of aircraft altitude and heading had better outcomes. It is suggested that trainees, in retaining information about aircraft altitude and direction of flight, maintain a minimum but adequate set of data to help anticipate impending aircraft conflicts. It is recommended that further SA research be conducted to determine its salient components for a given task.</abstract>"
1997,New Zealand,Symptoms of fatigue and coping strategies in international pilots,"<title>Symptoms of fatigue and coping strategies in international pilots</title> <abstract>Fatigue is a major problem for international aircrew flying transmeridian routes. One hundred eighty-eight international pilots responded to a questionnaire that assessed overall fatigue and the symptoms pilots associated with fatigue on duty. The questionnaire also assessed the methods used by pilots to cope with fatigue before a duty as well as on the flight deck. Analysis showed that these symptoms could be grouped into five factors: sleepiness, cognitive dysfunction, emotional disturbance, boredom, and physical effects. Pilots reporting high levels of overall fatigue differed from other pilots in terms of noticing symptoms related to cognitive difficulties and emotional disturbance. The most common coping strategies used prior to a duty involved napping and conserving energy. Coping strategies used by pilots on the flight deck could be grouped into five factors: planning energy use, active coping, mental withdrawal, communicating with other crew, and coffee drinking. In their coping strategies during flights, high-fatigue pilots differed from other crew in their higher use of energy planning. The study suggests that pilots reporting high levels of fatigue may use different sensations to monitor when they are tired. Modifying some of the less functional coping strategies used by high-fatigue pilots may be a useful point of intervention to reduce fatigue.</abstract>"
1997,United States,The effects of the AH-64A pilot's night vision system on the performance of seven simulated maneuver tasks,"<title>The effects of the AH-64A pilot's night vision system on the performance of seven simulated maneuver tasks</title> <abstract>The Pilot's Night Vision System (PNVS) allows the pilot of the AH-64A Apache helicopter to fly and navigate effectively at night. The PNVS restricts field of view (FOV) and degrades visual acuity, two factors that should adversely affect pilot performance during night operations, especially for flight maneuvers that rely on peripheral cues. Participants, all AH-64A instructor pilots, flew a mission profile in a high-fidelity simulation of the AH-64A. The profile consisted of seven routine maneuvers that were flown first under daytime (baseline) conditions (using a rear projection display with a 174° FOV) then under night conditions (with a simulated PNVS display with a 40° FOV). Automated performance measures were the main dependent variables. It was expected that pilot performance degradation would be significant on hovering turns, takeoffs, and landings, and negligible on stationary hovering and hover taxiing. Significant performance degradations were found for all maneuver tasks. Applications of the findings to training and pilot workload standards are discussed.</abstract>"
1997,Norfolk Island - United States,Human factors analysis of postaccident data: Applying theoretical taxonomies of human error,"<title>Human factors analysis of postaccident data: Applying theoretical taxonomies of human error</title> <abstract>Human error is involved in nearly all aviation accidents, yet most accident reporting systems are not currently designed around any theoretical human-error framework. As a result, subsequent postaccident databases generally are not conducive to traditional human factors analysis, making the identification of interventions extremely difficult. To address this issue, this study utilized 3 conceptual models of information processing and human error to reorganize the human factors database associated with U.S. Navy and Marine Corps aviation accidents between 1977-1992. All 3 taxonomies were able to accommodate well over three quarters of the pilot-causal factors contained in the database. Examinations of the recoded data revealed that procedural and response-execution errors were most common, followed by errors in judgment. However, judgment errors were more frequently associated with major than with minor accidents. Minor accidents, on the other hand, were associated more with procedural errors than were major accidents. This investigation demonstrates that existing postaccident databases can be reorganized using conceptual human-error frameworks, which may allow for previously unforeseen trends to be identified.</abstract>"
1997,United States,Optic flow and visual analysis of the base-to-final turn,"<title>Optic flow and visual analysis of the base-to-final turn</title> <abstract>In the spirit of other optic flow research, we address the problem of how a pilot turns an airplane into alignment with a runway, a maneuver that is one of the more challenging phases of visually controlled flight. In earlier work, Loomis and Beall (1992) proposed a rule for turning an aircraft into alignment: Turn the aircraft in such a way as to hold constant the rate of change of splay (the angle the projected runway makes with respect to the vertical). The experiment presented in this article was a psychophysical test of this rule. We compared day and night landing approaches as our experimental manipulation; we were interested in any role that ground texture might play in the spatial judgment involved in performing the landing approach. Three pilots varying in flight experience performed multiple approaches in a light aircraft for a total of 26 day and 25 night approaches. The three-dimensional trajectories of the aircraft were measured using differential global positioning system data. From these trajectories we computed a variety of motion variables (e.g., turn rate) and two optic flow variables (splay and splay rate). The similar performance of day and night approaches suggests that the pilots were using optic flow variables that were invariant with changes in the visibility of ground texture. A computer model was developed based on the optic flow rule and estimates of human visual processing thresholds. We conclude that the model gives a good description of pilot performance as tested in our experiment and may help to illuminate the cause of a class of airplane accidents during the common landing phase.</abstract>"
1997,United States,Sustaining female helicopter pilot performance with Dexedrine® during sleep deprivation,"<title>Sustaining female helicopter pilot performance with Dexedrine® during sleep deprivation</title> <abstract>To investigate the efficacy of Dexedrine® for maintaining the performance of sleep deprived female aviators, 6 female UH-60 pilots were exposed to 2 40-hr sleep deprivation periods during which they alternately received Dexedrine® (3 10-mg doses) or placebo. Dexedrine improved 6 of 9 flight simulator maneuvers and enhanced general levels of alertness as measured by EEG and Profile of Mood States assessments. The results from a cognitive test were negligible and inconsistent, probably because of the short test duration. Overall, it appeared that Dexedrine® effectively sustained the performance, alertness, and mood of female UH-60 pilots despite short-term sleep loss. There were no problematic side effects.</abstract>"
1997,United States,Alarm reaction patterns by pilots as a function of reaction modality,"<title>Alarm reaction patterns by pilots as a function of reaction modality</title> <abstract>Past research has demonstrated that operators may lose faith in an alarm system that they deem unreliable. This cry-wolf effect is manifested by slower and less frequent alarm responses. This research examined the effect of reaction modality (manual or vocal) on reactions to alarms of moderate reliability. Twenty-four pilots from the Madison County, Alabama, area performed tracking and monitoring tasks from the Multi-Attribute Task Battery (Parasuraman & Mouloua, 1987) while being presented with alarms, 75% of which were true. Pilots reacted to the alarms during one session using key presses and during another session using voice-activated responses. Analysis of variance and t tests were used to compare speed, accuracy, and frequency of primary and secondary task performances between vocal and manual alarm reactions. Results indicated that participants reacted to alarms more quickly in the manual mode than in the vocal mode; however, participants responded to a greater number of alarms vocally than manually. The results are discussed with regard to human performance theory and aviation applications.</abstract>"
1997,South Africa,Deliberate decision making by aircraft pilots: A simple reminder to avoid decision making under panic,"<title>Deliberate decision making by aircraft pilots: A simple reminder to avoid decision making under panic</title> <abstract>The problem of poor decision making by pilots has been identified clearly as a significant contributor to aviation accidents. Various programs have been developed to address the problem and are being applied, principally in ab initio pilot training. International airlines and military aviation authorities have developed their own programs. The purpose of this study was to develop an intervention that exposes existing general aviation pilots to this training. The intervention was applied to a sample of 400 pilots. Analysis of the follow-up questionnaire responses shows an overwhelming acceptance and an indication that it has produced positive attitude changes in some individuals. The results indicate the validity of the intervention for broad scale application to all pilots.</abstract>"
1997,United States,Electronic map evaluation in simulated visual meteorological conditions,"<title>Electronic map evaluation in simulated visual meteorological conditions</title> <abstract>This study examined the effects of planar versus perspective electronic map displays during a simulated visual approach to landing. Thirty pilots were divided into 3 groups of 10 and assigned to 1 of 3 display conditions: 2-dimensional, 3-dimensional, or a 2-dimensional condition augmented with a ""wedge"" to provide a visual momentum between the display view and that in the forward field of view. Each display condition was manipulated in terms of frame of reference, either rotating track-up or fixed north-up, and assessments were made of the pilots' ability to maintain the flight path and awareness of surrounding terrain. For all display conditions the track-up format supported the best tracking performance and also resulted in faster responses to some of the situation awareness tasks. The addition of a wedge onto the 2-dimensional display revealed a benefit in the form of improved lateral tracking with the north-up format. The results are discussed in terms of the costs and benefits associated with varying frame of reference and dimensionality on tasks of local guidance and global situation awareness.</abstract>"
1997,United States,Distributed representation as a principle for the analysis of cockpit information displays,"<title>Distributed representation as a principle for the analysis of cockpit information displays</title> <abstract>This article examines the representational properties of cockpit information displays from the perspective of distributed representations (Zhang & Norman, 1994). The basic idea is that the information needed for many tasks in a cockpit is distributed across the external information displays in the cockpit and the internal minds of the pilots. It is proposed that the relative distribution of internal and external information is the major factor of a display's representational efficiency. Several functionally equivalent but representationally different navigation displays are selected to illustrate how the principle of distributed representations is applied to the analysis of the representational efficiencies of cockpit information displays.</abstract>"
1997,United States,The role of trainee knowledge structures in aviation team environments,"<title>The role of trainee knowledge structures in aviation team environments</title> <abstract>The importance of having well-developed knowledge structures to enhance complex team performance has been recently indicated in the training effectiveness literature. This work tested that proposition within an aviation team training setting. Results suggested that aviation team training improved the knowledge structures of those participants who received the training. Knowledge structure data also provided information related to the training that was not available from more traditional measures of learning. Finally, results obtained from the knowledge structure measures were consistent with performance results, suggesting that knowledge structure measures are a potentially valid predictor of performance.</abstract>"
1997,United Kingdom,Large sample validations of three general predictors of pilot training success,"<title>Large sample validations of three general predictors of pilot training success</title> <abstract>This article addresses one of the perennial problems of pilot selection research: obtaining an adequate sample size for reliable statistical analysis of predictive validity. Results from three studies involving the same computerized tests of instrument comprehension and psychomotor ability were combined in a meta-analysis to determine whether the validities of these tests generalized across three contexts. These were Royal Air Force and Turkish Air Force fixed-wing pilot training and British Army Air Corps rotary-wing pilot training. In this article, we discuss the adequacy of samples for estimating the validity of the tests, and the persistence of predictive validity to later stages of training as shown by British Army Air Corps data. Reference is also made to data from a fourth independent study of Qantas pilot training.</abstract>"
1997,United States,National culture and flight Deck automation: Results of a multination survey,"<title>National culture and flight Deck automation: Results of a multination survey</title> <abstract>Attitudes regarding flight deck automation were surveyed in a sample of 5,879 airline pilots from 12 nations. The average difference in endorsement levels across 11 items for pilots flying automated aircraft in 12 nations was 53%, reflecting significant national differences in attitudes on all items, with the largest differences observed for preference and enthusiasm for automation. The range of agreement across nations was on average four times larger than the range of agreement across different airlines within the same nation, and roughly six times larger than the range across pilots of standard and pilots of automated aircraft. Patterns of response are described in terms of dimensions of national culture. Implications of the results for development of safety cultures and culturally sensitive training are discussed.</abstract>"
1996,United States,Methodological Issues in Research on the Effects of Alcohol on Pilot Performance,"<title>Methodological Issues in Research on the Effects of Alcohol on Pilot Performance</title> <abstract>The effects of low blood-alcohol levels on pilot performance have been found to be surprisingly inconsistent, given the variety of cognitive, attentional, and motor coordination processes involved in piloting tasks and the presumed susceptibility of these processes to alcohol. Discussed in this article are a number of methodological issues that are relevant to research in this area, including task and subject characteristics, compensation for alcohol effects, and experimental design procedure considerations. Such factors may complicate attempts to determine the relationship between blood-alcohol levels and pilot performance and lead to an underestimation of alcohol effects.</abstract>"
1996,United States,Studies of cockpit task management errors,"<title>Studies of cockpit task management errors</title> <abstract>Cockpit task management (CTM) is the management level activity pilots perform as they initiate, monitor, prioritize, and terminate cockpit tasks. To better understand the nature and significance of this process, we conducted 3 empirical studies: a review of National Transportation Safety Board aircraft accident reports, a review of Aviation Safety Reporting System aircraft incident reports, and a simulator experiment. In the accident report study, we determined that CTM errors occurred in 76 (23%) of the 324 accidents we reviewed. We found CTM errors in 231 (49%) of the 470 incident reports we reviewed. In the simulator study, we found that CTM performance was inversely related to workload. We conclude that CTM is significant to flight safety and recommend that this realization be reflected in pilot training, in cockpit procedures, and in research to develop pilot aiding systems. Copyright © 1996, Lawrence Erlbaum Associates, Inc. Flight crews not only have to perform individual tasks to accomplish missions; they must manage tasks as well. They must make sure that tasks are started arid stopped at the right times and that undue attention to lower priority tasks does pot prevent the correct and timely completion of higher priority tasks. Just as failure to perform tasks correctly can lead to accidents, failure to manage tasks correctly can have catastrophic consequences as well. This article describes three related studies that have helped us to understand the nature and significance of task management in commercial flight operations: a study of aircraft accidents, a study of aircraft incidents, and a study of task management behavior in the laboratory.</abstract>"
1996,United States,Do individuals' visual recognition thresholds predict performance on concurrent attitude control flight tasks?,"<title>Do individuals' visual recognition thresholds predict performance on concurrent attitude control flight tasks?</title> <abstract>Two experiments tested near-threshold recognition performance throughout the visual field, examined the effect of the recognition task on a concurrent attitude tracking task, and tested whether individuals' near-threshold performance would predict their dual-task performance. In Experiment 1, an adaptive procedure measured the minimum viewing duration necessary for 75% performance in an aircraft classification task at various nonfoveal locations. Participants' critical tracking ability was also assessed using a central attitude display. Recognition deteriorated with eccentricity, and a wide distribution of recognition and tracking abilities was found. Experiment 2 combined the tasks; recognition was designated the primary task. Dual-task measures included the change in recognition accuracy and the increase in tracking error. Individuals' recognition thresholds (Experiment 1) failed to predict their dual-task tracking performance (Experiment 2). Notably, viewers' critical tracking ability predicted their success in preserving dual-task aircraft recognition. Recognition biases favoring the upper visual field were identified; this is consistent with a biased spatial attention system. Findings are potentially relevant to situation awareness assessment and to display design.</abstract>"
1996,United States,Predicting with logistic or linear regression: Will it make a difference in who is selected for pilot training?,"<title>Predicting with logistic or linear regression: Will it make a difference in who is selected for pilot training?</title> <abstract>Selecting individuals for pilot training is typically accomplished by determining what human characteristics are predictive of training success using ordinary linear regression. Frequently, however, the measure of success is passing or failing training. Some critics suggest that ordinary linear regression is inappropriate for such a dichotomous criterion and recommend using logistic regression. For the practitioner the question becomes: ""Will it make a difference in who is selected for pilot training?"" A pilot selection database is used to demonstrate that the ranking of pilot training applicants is nearly identical for both methods. The rank correlations between the methods was .9967. Therefore, both linear and logistic regression would select the same applicants. Other considerations favoring the use of linear regression are discussed.</abstract>"
1996,Hong Kong - United Kingdom,Validation of the Cathay Pacific airways pilot selection program,"<title>Validation of the Cathay Pacific airways pilot selection program</title> <abstract>This article reports the validation of the Cathay Pacific ab initio, second (S/O) and first officer (F/O) pilot recruitment systems, using performance ratings from operational base and line checks as criteria for the S/O and F/O entrants, and grading and training outcome as criteria for the ab initio entrants. Good levels of prediction are found for the ab initio training course. Higher levels of prediction are found for operational criteria for the S/Os than for the F/Os. However, both the S/O and F/O groups are performing to the predefined ""company standard."" The pattern of results is discussed in relation to Smith's (1994) theory on the validity of predictors in selection.</abstract>"
1996,United States,Electronic maps for terminal area navigation: Effects of frame of reference and dimensionality,"<title>Electronic maps for terminal area navigation: Effects of frame of reference and dimensionality</title> <abstract>Two experiments are reported that contrast rotating versus fixed electronic map displays, which pilots used for a simulated approach to a landing. In Experiment 1, a rotating versus fixed-map display was experimentally crossed with a two-dimensional (2D) versus three-dimensional (3D) view (perspective map) as pilots' ability to maintain the flight path and demonstrate awareness of the location of surrounding terrain features were assessed. Rotating displays supported better flight path guidance and did not substantially harm performance on terrain awareness tasks. 3D displays led to a substantial cost for vertical control but did not differ from 2D displays in lateral control. In Experiment 2, pilots flew with the rotating 2D display and with an improved version of the rotating 3D display, designed to reduce the ambiguity of representing altitude information. Vertical control improved as a result of the 3D display design improvement, but lateral control did not. The results are discussed in terms of the costs and benefits of presenting information in 3D, ego-referenced format for both flight path control and terrain awareness.</abstract>"
1996,United States,Boundaries of cognitive performance as a function of age and flight experience,"<title>Boundaries of cognitive performance as a function of age and flight experience</title> <abstract>Age and expertise effects on time-sharing performance were examined. Pilots were considered to have an expertise in time-sharing because of their cockpit experience. Ninety pilots and nonpilots performed a battery of cognitive tasks that represented different aspects of piloting. The results revealed that time-sharing performance was age sensitive. However, expertise appeared to have some moderating influence on the age effects. Further, analysis of the overlap of the response distributions from different age groups suggested that age alone was not a definitive discriminator of an individual's time-sharing skill. Copyright © 1996, Lawrence Erlbaum Associates, Inc.</abstract>"
1996,United States,Target detection performance in helmet-mounted and conventional dome displays,"<title>Target detection performance in helmet-mounted and conventional dome displays</title> <abstract>An experiment was conducted to assess visual target detection performance using a helmet-mounted display (HMD) and a conventional flight simulation dome display. Measures of workload and mood were also obtained. Participants in both viewing conditions scanned an area 120° vertical by 240° horizontal while attempting to locate targets that appeared to be approaching them from one of a possible 18 locations. Results indicated significantly superior performance in the conventional dome display. Workload and mood measures also showed a significant advantage for the dome display. Results are discussed in terms of their implications for the design and use of HMD systems as components of airborne virtual environment interfaces. Copyright © 1996, Lawrence Erlbaum Associates, Inc.</abstract>"
1996,United States,Methamphetamine effects on cognitive processing during extended wakefulness,"<title>Methamphetamine effects on cognitive processing during extended wakefulness</title> <abstract>We examined the effects of both 5- and 10-mg/70 kg body weight of d-methamphetamine HCl on high event rate vigilance and tracking performance in a 13.5-hr sustained-performance session during one night of sleep loss. At 0116 hours, participants were administered either a 5 mg/70 kg oral dose of d-methamphetamine (n = 10), 10 mg/70 kg d-methamphetamine (n = 10), or a placebo (n = 10) using standard double-blind procedures. Performance on all measures degraded markedly during the night in the placebo group. Both the 5- and 10-mg methamphetamines treatment reversed an initial decline in d′, and reversed increases in nonresponses (lapses) and tracking error within approximately 3 hr of administration. No evidence that amphetamine treatment increased impulsive responding (fast guesses) was observed. The magnitude of the performance effects of the methamphetamine treatments was similar at 3 hr postadministration. However, the effects of the 5-mg dose were shorter-lived, disappearing by the last testing session (6.5 hr postadministration), whereas effects of the 10-mg dose tended to remain throughout testing. Both amphetamine treatments decreased subjective sleepiness during the night and tended to increase subjective sleep latencies during a post-testing sleep period. Copyright © 1996, Lawrence Erlbaum Associates, Inc.</abstract>"
1996,United States,"Assessing the influence of operational factors on the perceived structure of real-world scenes viewed during low-altitude, high-speed flight","<title>Assessing the influence of operational factors on the perceived structure of real-world scenes viewed during low-altitude, high-speed flight</title> <abstract>Previous research indicates that pilots of most jet-fighter aircraft attend to similar elements of the natural flight environment when flying at low altitudes. However, some evidence suggests that differences may exist for pilots of certain specific types of aircraft. The present experiment examined the influence of operational factors on the perceived structure of real-world scenes viewed during low-altitude flight. Multidimensional scaling analyses with stimuli consisting of videotape segments of low-altitude flight over a variety of real-world terrains revealed differences in perceived environmental structure for pilots assigned to different types of jet-fighter aircraft. These results provide evidence that perceptual learning evolves differently under different operational conditions and suggests that training programs should be designed to reflect those differences. Copyright © 1996, Lawrence Erlbaum Associates, Inc.</abstract>"
1995,Sweden,The Aircraft Crash at Gottröra: Experiences of the Cockpit Crew,"<title>The Aircraft Crash at Gottröra: Experiences of the Cockpit Crew</title> <abstract>This article deals with an aircraft accident in which the two engines lost their power immediately after takeoff and the pilots succeeded in landing the aircraft safely with the 129 people on board. The pilots have been interviewed concerning the human machine interaction, the task allocation, and their reactions. The theoretical background relates to Reason's (1990) theory on human errors lis well as to Wicken's (1994) analysis of automation-induced problems. The instruments did not give proper decision support to the pilots in the emergency situation and research areas are therefore suggested to deal with the digital versus analog presentation as well as the priority order of information in emergencies. © 1995, Taylor & Francis Group, LLC. All rights reserved.</abstract>"
1995,United States,Lessons Learned in Applying Simulators to Crewstation Evaluation,"<title>Lessons Learned in Applying Simulators to Crewstation Evaluation</title> <abstract>As crewstations have become more sophisticated, crewstation designers have tried to evaluate them earlier in their development (to minimize design changes) and in simulators (to minimize evaluation costs). However, selecting the simulator lo use during evaluation is driven more by simulator usage costs and availability than by an analysis of the simulator features needed for an effective crcwslation evaluation. This problem stems in part from a lack of well-documented lessons learned in identifying which simulator features are required to produce the same results as those obtained in flight. Such a set of lessons learned has been collected and is presented in this article. © 1995, Taylor & Francis Group, LLC. All rights reserved.</abstract>"
1995,United Kingdom,Effectiveness of Ab Initio Flight Training Using Either Linked or Unlinked Primary-Axis Flight Controls,"<title>Effectiveness of Ab Initio Flight Training Using Either Linked or Unlinked Primary-Axis Flight Controls</title> <abstract>Twenty ab initio student pilots flew a scries of simulated approaches in either a linked or unlinked primary flight control configuration The results indicated that those pilots who performed the task in the unlinked configuration flew less smoothly than those in the linked condition and showed no evidence of skill acquisition, it is suggested that the physical linkage of the student's and instructor's primary flight controls is an important channel of communication that enhances skill development in trainee pilots. © 1995, Taylor & Francis Group, LLC. All rights reserved.</abstract>"
1995,United States,"Situation Awareness as a Function of Frame of Reference, Computer-Graphics Eyepoint Elevation, and Geometric Field of View","<title>Situation Awareness as a Function of Frame of Reference, Computer-Graphics Eyepoint Elevation, and Geometric Field of View</title> <abstract>The purpose olthis study was lo determine how 3 variable for the design of a “heads-down” spatial display—the frame rrf reference (pilot's eye vs. God's eye). geomrtric field of view, and elevation of the computer graphics eye-point—influenced situation awareness. Thirteen flight-naive suhjrcts each flew u simulated F-16 over a computer-generated flight environment lo lock onto and intercept a series or sequelitially appearing targets. The flight scene consisted of both an “out-the-window” view and a computer-generated heads-down spatial display showing an airplane symbol superimposed on a perspective view of the flight enivironment. During the interactive phase of the experiment, root mean square flight-path, target lock-on time, and target acquisition time were measured. After the interactive phase of the study was completed. subjects were required lo mark the location of the targets from memory on a computer-genernted top-down view of the flight scene in an attempt to reconstruct the spatial mental model which subjects formed of the flight environment. The results for the interactive phase of the study indicated that performance was superior using the pilot's-eye display. However, for the spatial reconstruction task, performance was better using the God's-eye display. It was also shown that the ability to maintain the optimal flight-path using the more top-down view of the sence (60° eyepoint) was superior to the 30 eyepoint elevation. Implications of the results for the design of spatial instruments are discussed. © 1995, Taylor & Francis Group, LLC. All rights reserved.</abstract>"
1995,United States,Quantitative Measurement of Observed Workload in the Analysis of Aircrew Performance,"<title>Quantitative Measurement of Observed Workload in the Analysis of Aircrew Performance</title> <abstract>A methodology for the quantitative evaluation of observed workload was proposed. The model was designed to provide point estimations of observed workload at any time during the performance of a set of tasks. The model was also designed to provide information about the task-scheduling strategies used to complete a set of tasks. The proposed model was then tested with data from a full mission flight simulation. The model predictions correlated significantly with expert ratings of workload management made during the flight simulation. The model was also able to distinguish between low- and high-performing aircrews when performance was based on the number of errors made during flight simulations. © 1995, Taylor & Francis Group, LLC. All rights reserved.</abstract>"
1995,United States,Impact of Automation on Aircrew Communication and Decision-Making Performance,"<title>Impact of Automation on Aircrew Communication and Decision-Making Performance</title> <abstract>Increasing levels of automation are being introduced into the cockpit. Yet, it is difficult to predict the impact of these automatic systems on other elements of flight, such as crew communication and the ability to arrive at an effective decision. This study attempted to clarify the relation among these variables. Forty-eight pilots were assigned to two-person crews and asked to fly a simulated mission in either automated or manual conditions using a low-fidelity simulator. The scenario was designed to require crewmembers to arrive at a collective decision based on information obtained about an evolving simulated disaster. The results indicated that the introduction of automation was not associated with better performance. However, several significant differences were observed in the communications of crews flying in the automated versus manual conditions. The results are discussed in terms of their implications for communications training for advanced technology aircraft. © 1995, Taylor & Francis Group, LLC. All rights reserved.</abstract>"
1995,United States,Peripheral Target Recognition and Visual Field Narrowing in Aviators and Nonaviators,"<title>Peripheral Target Recognition and Visual Field Narrowing in Aviators and Nonaviators</title> <abstract>In the two experiments that examined recognition accuracy in the near visual periphery as a function of foveal cognitive load, aviators were shown to have larger effective functional visual fields than nonaviators. The aviators appeared to be far less susceptible to the visual field narrowing found in nonaviators. The narrowing found in nonaviators suggested a tunnel-vision-like pattern. The rather small effect of load increases on aviator performance was likely due to specialized training and experience. Student aviators who averaged only 70 flight hr were clearly superior to nonaviators on peripheral recognition with a concomitant foveal task. © 1995, Taylor & Francis Group, LLC. All rights reserved.</abstract>"
1995,United States,"Performance, Workload, and Fatigue Changes Associated With Automation","<title>Performance, Workload, and Fatigue Changes Associated With Automation</title> <abstract>The experiments discussed in this article addressed the influence of part-task automation on operator performance, workload, and fatigue in a multitask environment. The overall task environment included tracking, resource management, and multiple monitoring subtasks. Slower, more accurate monitoring and better resource management were observed when the tracking subtask was automated. Although lower workload was reported when tracking was automated, fatigue increased equally during periods of manual and automatic tracking. When participants could control workload by shifting between manual and automatic tracking, participants with 7 hr of training switched between automatic and manual tracking. Their performance during optional automation periods was superior to their performance in conditions in which only manual control or only automated control was available. The findings argue for the utility of discretionary control of automated systems. © 1995, Taylor & Francis Group, LLC. All rights reserved.</abstract>"
1995,United States,Special Issue Editorial,<title>Special Issue Editorial</title> <abstract>[No abstract available]</abstract>
1995,United States,Some Measurement and Methodological Considerations in the Application of Subjective Workload Measurement Techniques,"<title>Some Measurement and Methodological Considerations in the Application of Subjective Workload Measurement Techniques</title> <abstract>Previous research with the NASA Task Load Index (TLX) and the Subjective Workload Assessment Technique (SWAT) has demonstrated their sensitivity to variations in workload under flight and other complex work conditions but has not addressed some important measurement and methodological issues regarding their application. This article reviews data that address several such issues including the effects of delayed workload ratings, the effects of previous workload levels on ratings, and procedures used to combine subscale ratings into one overall estimate of subjective workload. © 1995, Taylor & Francis Group, LLC. All rights reserved.</abstract>"
