year,country,title,doc
1994,United States,Tools for assessing situational awareness in an operational fighter environment,"<title>Tools for assessing situational awareness in an operational fighter environment</title> <excerpt>Three Situational Awareness Rating Scales (SARS) were developed to measure pilot performance in an operational fighter environment. These instruments rated situational awareness (SA) from three perspectives: supervisors, peers, and self-report.</excerpt>"
1994,United States,Personality factors affecting pilot combat performance: A preliminary investigation,<title>Personality factors affecting pilot combat performance: A preliminary investigation</title> <excerpt>Reviews of the research literature have generally concluded that personality factors contribute little to pilot performance. One possible explanation for the failure to find stronger relationships may be due to the lack of appropriate taxonomies for both personality constructs and for performance constructs.</excerpt>
1994,United States,Personality types of flight crew members in a hospital-based helicopter program,"<title>Personality types of flight crew members in a hospital-based helicopter program</title> <excerpt>Purpose: To determine the personality preferences of flight crew members in a hospital-based helicopter emergency medical service (HEMS) using the Myers-Briggs Type Indicator (MBTI), and to differentiate and compare these preferences between crew specialties and a historical control population. Methods: A prospective cohort study was conducted of all active crew members (nurses, respiratory therapists and pilots) in a hospital-based flight program.</excerpt>"
1993,United States,Autogenic feedback training improves pilot performance during emergency flying conditions.,"<title>Autogenic feedback training improves pilot performance during emergency flying conditions.</title> <excerpt>Studies have shown that autonomous mode behavior (AMB) is one cause of aircraft fatalities caused by pilot error. In AMB cases, the pilot is in a high state of psychological and physiological arousal and tends to focus on one problem, while ignoring more critical information.</excerpt>"
1993,Japan,The effect of space flight on human cellular immunity.,"<title>The effect of space flight on human cellular immunity.</title> <excerpt>T-lymphocyte responsiveness to mitogens is depressed by an average of 56% in humans (129 subjects) tested during and after space flight. Although there is not yet conclusive evidence of a clinical significance of the test, it is clear that factors of space flight like stress, closed environment and cosmic radiation may affect immune responsiveness.</excerpt>"
1993,United States,Air medical transport: What the family wants to know,"<title>Air medical transport: What the family wants to know</title> <excerpt>Introduction: The needs of family members of intensive care unit patients are well-documented, but there is little published about the specific needs of family members of air medical patients. Purpose: This study was devised to identify family member's information needs regarding air medical transport.</excerpt>"
1993,Italy,Evaluation of workload in air traffic controllers,"<title>Evaluation of workload in air traffic controllers</title> <excerpt>This study examined 20 air traffic controllers from the Rome Regional Air Control Centre for three successive work shifts: afternoon (13: 00-20: (0), morning (07 : 00–13 :(0) and night (20: 00––07 : (0). The number of aircraft under control per hour was recorded as index of workload.</excerpt>"
1993,France,Sleep in space,"<title>Sleep in space</title> <excerpt>Manned space flights have shown it is possible to sleep in microgravity. However, some sleep disturbances have been reported which influence performance of the crew and safety of space flight.</excerpt>"
1993,United States,Short-Term Effects of Occupational Stressors on Daily Mood and Health Complaints,"<title>Short-Term Effects of Occupational Stressors on Daily Mood and Health Complaints</title> <excerpt>This article related daily changes in 2 job conditions, workload and social interaction with co-workers and supervisors, to daily mood and health complaints. Fifty-two air traffic controllers (ATCs) completed measures of subjective well-being and perceived job conditions on 3 consecutive days; objective indicators of daily workload (air traffic volume and visibility at the airport) were also obtained.</excerpt>"
1993,Germany,European Astronaut Candidates in training in the CIS.,"<title>European Astronaut Candidates in training in the CIS.</title> <excerpt>For four weeks in October and November 1992, we--three European Astronaut Candidates from the European Astronauts Centre (EAC) in Cologne--were fortunate enough to have the opportuity to live and be trained in Star City. It proved to be a fascinating experience, both for us and the EAC Training Engineer, Antonio Torres, who accompanied us..</excerpt>"
1993,Pakistan - Sweden,"Mission challenge, mental workload and performance in military aviation","<title>Mission challenge, mental workload and performance in military aviation</title> <excerpt>In modern military aircraft, complexity of information combined with time stress creates difficulties for the pilot under combat conditions. The first step to mitigate this problem is to measure mental workload.</excerpt>"
1993,United States,Alcoholism and treatment in airline aviators: One company's results,"<title>Alcoholism and treatment in airline aviators: One company's results</title> <excerpt>Airline transport pilots are at risk for alcoholism, although prevalence statistics are not known. (Alcoholism is used to mean alcohol dependence as defined in DSM-III- R.) Whether their prevalence of alcoholism is consistent with that of the general population's, less, or possibly enhanced by psychological vulnerabilities, is considered.</excerpt>"
1993,Italy,Influence of stress on lymphocyte subset distribution - A flow cytometric study in young student pilots,"<title>Influence of stress on lymphocyte subset distribution - A flow cytometric study in young student pilots</title> <excerpt>Stressors can induce sizable modifications on immunocompetent cells. Major circulating lymphocyte subsets were quantitated in Italian Air Force student pilots undergoing intensive training and continuous evaluation, a stressful situation both physically and psychologically.</excerpt>"
1993,United States,Current trends in the usage of the Adaptability Rating for Military Aviation (ARMA) among USAF flight surgeons,<title>Current trends in the usage of the Adaptability Rating for Military Aviation (ARMA) among USAF flight surgeons</title> <excerpt>The Adaptability Rating for Military Aviation (ARMA) is that portion of the initial flight physical that assesses an aviator candidate's motivation for and potential adaptability toward an aviation career. A survey was mailed to all USAF operational flight surgeons in the continental U.S.</excerpt>
1993,Finland,"Effects of 10 h time zone changes on female flight attendants’ circadian rhythms of body temperature, alertness, and visual search","<title>Effects of 10 h time zone changes on female flight attendants’ circadian rhythms of body temperature, alertness, and visual search</title> <excerpt>The aim of the study was to analyse the effects of rapid time zone changes on the circadian rhythms of flight attendants. The mean age of the 40 female subjects was 30·0 (SD=6·9) years.</excerpt>"
1993,Finland,Determinants of +Gz-related neck pain: A preliminary survey,"<title>Determinants of +Gz-related neck pain: A preliminary survey</title> <excerpt>The aim of the present study was to detect determinants of acute inflight neck pain in a cohort of 27 student fighter pilots frequently exposed to high +Gz forces. Strenuousness of work, job satisfaction, psychological distress, smoking habits, and frequency of muscle strength, muscle endurance, and aerobic training regimens were enquired about by questionnaire.</excerpt>"
1992,Australia,Flying Apart: Separation Distress in Female Flight Attendants,"<title>Flying Apart: Separation Distress in Female Flight Attendants</title> <excerpt>This study investigated the effects of relatively short separations from partners on the distress of female flight attendants during overseas tours of duty. In the study, the distress of separated attendants was compared with the distress of two other subsamples of otherwise demographically equivalent attendants who were either unattached or travelled with their partners.</excerpt>"
1992,United States,Techniques and Applications for Binaural Sound Manipulation in Human-Machine Interfaces,<title>Techniques and Applications for Binaural Sound Manipulation in Human-Machine Interfaces</title> <excerpt>The implementation of binaural sound to speech and auditory sound cues (auditory icons) is addressed from both applications and technical standpoints. Techniques overviewed include processing by means of filtering with head-related transfer functions.</excerpt>
1992,Russian Federation,Human factor in manned Mars mission,"<title>Human factor in manned Mars mission</title> <excerpt>This paper presents the set of specific problems in manned Mars mission, connected with human factor, and scientific approaches for their resolution. The concept of multifunctional medical Complex for Martian spacecraft is discussed.</excerpt>"
1992,Russian Federation,Selection and biomedical training of cosmonauts,"<title>Selection and biomedical training of cosmonauts</title> <excerpt>The twenty-eight year experience to support safety of manned space missions, points to the validity of a chosen and adopted USSR concept of cosmonaut selection and training. Medical selection was based on the observations made in clinical medicine, medical expertise of the flying personnel, and experimental investigations concerning space flight effects on living systems.</excerpt>"
1992,United States,The influence of flight experience on midair collision risk perception,"<title>The influence of flight experience on midair collision risk perception</title> <excerpt>Although successful collision avoidance is presumed a learned skill, midair collision accidents typically involve highly experienced pilots. It is hypothesized that pilot complacency, arising from a history of incident-free flights, plays a role in the midair collision process.</excerpt>"
1992,,Critical incident stress debriefing: Keeping your flight crew healthy,"<title>Critical incident stress debriefing: Keeping your flight crew healthy</title> <excerpt>Most flight team members have experienced some type of a stress reaction in their flight career, but few have been debriefed appropriately. Debriefings are necessary to keep flight personnel mentally healthy.</excerpt>"
1992,United States,"Aging, expertise, and narrative processing.","<title>Aging, expertise, and narrative processing.</title> <excerpt>In a study of how aviation expertise influences age differences in narrative processing, young and older pilots and nonpilots read and recalled aviation and general narratives. They chose referents for sentences referring to a protagonist or minor character mentioned 1 sentence (recent character) or 3 sentences (distant character) before this target sentence.</excerpt>"
1992,Germany,Determinants of orientation in microgravity,"<title>Determinants of orientation in microgravity</title> <excerpt>During two parabolic flight campaigns, one with the NASA-KC-135, the second with the ESA-Caravelle, human spatial orientation in an altered gravitational environment was studied by measuring the subjective visual vertical (SVV) by means of a luminous line, and by asking the subjects to give a report, with eyes closed, about their orientation to apparent vertical. The inflight data are compared with baseline data measurements of the subjective horizontal body position (SHP) at normogravity (1g) and at 2g.</excerpt>"
1992,Germany,Psychological training of German science astronauts,"<title>Psychological training of German science astronauts</title> <excerpt>Although the significance of psychosocial issues of manned space flights has been discussed very often in recent literature, up to now, very few attempts have been made in North-America or Europe to provide astronaut candidates or spacecrew members with some kind of psychological training. As a first attempt in this field, a psychological training program for science astronauts is described, which has been developed by the German Aerospace Research Establishment and performed as part of the mission-independent biomedical training of the German astronauts' team.</excerpt>"
1992,Turkey,An assessment of Turkish Air Force pilots' anxiety and depression levels,"<title>An assessment of Turkish Air Force pilots' anxiety and depression levels</title> <excerpt>A popular conception of good morale is the perception of well-being, lack of distress, and absence of anxiety and depression. Therefore, the term 'morale' is related to anxiety and depression.</excerpt>"
1992,United States,Compulsive personality traits affecting aeronautical adaptability in a naval aviator: A case report,"<title>Compulsive personality traits affecting aeronautical adaptability in a naval aviator: A case report</title> <excerpt>This is a case report of a male naval aviator who demonstrated compulsive personality traits which adversely affected the performance of his duties as a pilot trainee, and later, as a naval flight officer. The Diagnostic and Statistical Manual of the American Psychiatric Association (DSM-III-R) uses the term obsessive-compulsive to describe two conditions.</excerpt>"
1991,United States,Testing the tests - An empirical evaluation of screening tests for the detection of cognitive impairment in aviators,"<title>Testing the tests - An empirical evaluation of screening tests for the detection of cognitive impairment in aviators</title> <excerpt>The FAA has expressed concern that flight safety could be compromised by undetected cognitive impairment in pilots due to conditions such as substance abuse, mental illness, and neuropsychological problems. Interest has been shown in the possibility of adding a brief ''mini-mental exam,'' or a simple automated test-battery to the standard flight medical to screen for such conditions.</excerpt>"
1991,United States,Personality types among experienced military pilots,"<title>Personality types among experienced military pilots</title> <excerpt>Three distinct personality subtypes were empirically identified in a sample of 170 experienced U.S. Army pilots, using a new measure of personality developed for use in occupational settings.</excerpt>"
1991,United States,Inflight anxiety conditions presenting with ''break-off'' symptoms,"<title>Inflight anxiety conditions presenting with ''break-off'' symptoms</title> <excerpt>The psychological dimension of disorientation is explored through two experienced pilots who developed inflight anxiety conditions. These were associated with ''break-off'' symptoms, which are inflight sensations of separation from the ground, the environment, and the aircraft.</excerpt>"
1991,,A nurse's complaint of insomnia.,<title>A nurse's complaint of insomnia.</title>
1991,United States,Pilot Personality and Crew Coordination: Implications for Training and Selection,"<title>Pilot Personality and Crew Coordination: Implications for Training and Selection</title> <excerpt>The performance of pilots can be construed as a product of skill, attitude, and personality factors. Although a great deal of effort within the aviation community has been focused on ensuring technical expertise, and new efforts highlight attitudes associated with crew coordination, personality factors have been relatively unexplored.</excerpt>"
1991,Russian Federation,EVA medical problems,<title>EVA medical problems</title> <excerpt>The experience gained in the USSR allows the following conclusions: physiological responses to EVA do not depend on flight duration in qualitative and quantative terms. Physiological responses to EVA are mainly determined by following 3 factors: physiological activities; space suit environmental parameters; physiological stress.</excerpt>
1991,United States,Outcomes of Crew Resource Management Training,"<title>Outcomes of Crew Resource Management Training</title> <excerpt>Participants self-reports and measures of attitudes regarding flightdeck management indicate that crew resource management training is favorably received and causes highly significant, positive changes in attitudes regarding crew coordination and personal capabilities. However, a subset of participants reacted negatively to the training and showed boomerangs (negative change) in attitudes.</excerpt>"
1991,Germany,Work under extreme conditions,"<title>Work under extreme conditions</title> <excerpt>Extreme conditions are defined in terms of deviation from the norm, and the mismatch between capacity and demand. Analysis of ergonomic job description data revealed the predominance, through their frequent occurrence, of extreme conditions.</excerpt>"
1991,United States,Expertise and text organization influence age differences in comprehension and memory for text,<title>Expertise and text organization influence age differences in comprehension and memory for text</title>
1991,Saudi Arabia,Cabin crew stress factors examined.,"<title>Cabin crew stress factors examined.</title> <excerpt>The impact of reduced cockpit crew on the cabin crew in commercial airlines is examined. One hundred cabin crew members participated in a study to determine what stressors are present in contemporary transport aircraft, the extent of differences in rating context-related and task-related stressors, and the effect of peak versus normal periods of duty time on stress factors.</excerpt>"
1991,Russian Federation,Psychological aspects of pilot spatial orientation.,"<title>Psychological aspects of pilot spatial orientation.</title> <excerpt>Researchers examined the psychological aspects of pilot spatial orientation to aircraft attitude. Study participants completed questionnaires and made drawings of view-from-the-ground and aircraft front window and of attitude indicators, then made flights in a simulator or aircraft with unknown pitch attitude.</excerpt>"
1991,United States,Brief cognitive behavior therapy in an undergraduate pilot student: A case report,<title>Brief cognitive behavior therapy in an undergraduate pilot student: A case report</title> <excerpt>This is a case report of a male undergraduate pilot student referred from the aerospace medicine service because of difficulty coping with stresses associated with undergraduate pilot training (UPT). Two phases of a short-term cognitive-behavioral treatment program were undertaken.</excerpt>
1991,United States,Psychiatric diagnoses in a group of astronaut applicants,"<title>Psychiatric diagnoses in a group of astronaut applicants</title> <excerpt>Between 1959 and 1987, the psychiatric evaluation of astronaut candidates evolved from a 30-h intensive examination evaluating applicants for psychopathology, and studying their performance under stress, to a 2-h clinical interview whose structure and contents were determined by the individual examiner. Evaluations done during these years applied both psychiatric (or, ''select-out'') criteria and psychological (or, ''select-in'') criteria.</excerpt>"
1991,United States,Job dimensions associated with severe disability due to cardiovascular disease,<title>Job dimensions associated with severe disability due to cardiovascular disease</title> <excerpt>This study explored associations among job activities and disability due to cardiovascular disease by merging national disability data with independently-obtained job activity data. Disability data were taken from a 1978 U.S.</excerpt>
1991,Norway,"Relationships between stress, psychological factors, health, and immune levels among military aviators","<title>Relationships between stress, psychological factors, health, and immune levels among military aviators</title> <excerpt>The present study investigated the relationship between immunoglobulin levels and work stress and personality factors in a population of healthy air force aviators, and also if such factors were related to health complaints. Sixty-four aviators participated, 31 fighter pilots and 33 from a Hercules C130 squadron.</excerpt>"
1990,United States,A retrospective study of marital discord in pilots: The USAFSAM experience,"<title>A retrospective study of marital discord in pilots: The USAFSAM experience</title> <excerpt>This exploratory retrospective multi-case study investigates marital discord in USAF pilots as part of an overall concern with mission safety. Seventeen USAF School of Aerospace Medicine (USAFSAM) cases involving marital distress were reviwed, using a standardized format.</excerpt>"
1990,United States,Corporate instability is related to airline pilots' stress symptoms,"<title>Corporate instability is related to airline pilots' stress symptoms</title> <excerpt>The Symptoms of Stress questionnaire was administered to three random samples of commercial airline pilots. Respondents included 1 group of 212 pilots who were employed by an airline company with a history of corporate instability; and 2 groups, totalling 220 pilots, who were employed by 2 airline carriers with histories of corporate stability.</excerpt>"
1990,United States,Generalization of tolerance to motion environments,<title>Generalization of tolerance to motion environments</title> <excerpt>The aim of the present investigation was to determine to what extent training tolerance to one motion stimulus would generalize other motion experiences. Twenty subjects prone to motion sickness were selected and assigned to one of four groups after pretesting in a Dichgans and Brandt drum to determine their susceptibility to visually-induced apparent motion.</excerpt>
1990,,Sustained peripheral vasoconstriction while working in continuous intense noise,"<title>Sustained peripheral vasoconstriction while working in continuous intense noise</title> <excerpt>Immediate exposure to intense and continuous noise induces a significant increase in vasoconstriction which, while habituating over time, remains reliably higher than in quiet throughout a work period. Those who routinely encounter such noise conditions at work may therefore be vulnerable to the long-term consequences of such changes upon the vascular system.</excerpt>"
1990,Finland,Flight attendants' desynchronosis after rapid time zone changes,"<title>Flight attendants' desynchronosis after rapid time zone changes</title> <excerpt>The aim of the present study was to measure perceived effects of rapid time zone changes on flight attendants' sleep length, quality, adaptation, and recovery time, and to clarify the individuals factors related to perceived desynchronosis after time zone changes. The mean age of 285 female subjects was 35.0 years and that of 57 men was 34.1 years.</excerpt>"
1990,United States,"Rapid decompression to 50,000 feet: Effect on heart rate response","<title>Rapid decompression to 50,000 feet: Effect on heart rate response</title> <excerpt>Interest in Molecular Sieve Oxygen Generation Systems (MSOGS) for use in military aircraft has demonstrated a need to study physiological effects of MSOGS product gas in the worst case scenario, a rapid decompression (RD). In this paper we report the heart rate (HR) response to positive pressure breathing (PPB) during and after RD from 6,096 to 15,239 m (20,000 to 50,000 ft) in a hypobaric chamber while breathing gas mixtures that simulate the product gas from MSOGS.</excerpt>"
1990,United States,An empirical assessment of stress-coping styles in military pilots,"<title>An empirical assessment of stress-coping styles in military pilots</title> <excerpt>Although aircraft pilots generally regarded as having superior stress-coping skills, there has been relatively little empirical research on how pilots cope with stress. New stress-coping models and measures for understanding and assessing these previously elusive processes greatly facilitate the empirical study of stress-coping styles.</excerpt>"
1990,United States,Relationship between occupational stress and social support in flight nurses,<title>Relationship between occupational stress and social support in flight nurses</title> <excerpt>Social support has been consistently implicated as a means of dealing with stress. The purpose of this study was to examine the relationship between the levels of occupational stress and social support in flight nurses.</excerpt>
1990,France,Clinical aspects of inflight incapacitations in commercial aviation,"<title>Clinical aspects of inflight incapacitations in commercial aviation</title> <excerpt>Sudden incapacitations can affect a pilot and even a whole crew during a flight, preventing them from performing their task in complete safety. In some cases, they could even cause an accident.</excerpt>"
1990,France,Voice analysis to predict the psychological or physical state of a speaker,"<title>Voice analysis to predict the psychological or physical state of a speaker</title> <excerpt>A vocal message, apart from its semantic content, carries information on the psychological and physiological condition of the speaker. Physical fatique and especially psychological stress are the pathological elements of the condition.</excerpt>"
1990,United States,Medical impact analysis for the Space Station,"<title>Medical impact analysis for the Space Station</title> <excerpt>Since the Space Station Health Maintenance Facility can house only a relatively limited quantity of supplies and equipment, the decisions about what should be included must be based on documented research. In this study, Space Station medical care priorities were determined by a medical impact analysis of two analog populations, U.S.</excerpt>"
1990,,Preventing and Overcoming Psychological Problems in Retirement: (continued from page 87),<title>Preventing and Overcoming Psychological Problems in Retirement: (continued from page 87)</title> <excerpt>THE TREND of imported malaria cases in Italy from 1960 to 1988 is discussed. Comparative analysis of malaria incidence in the last three years is also presented.</excerpt>
1990,United Kingdom,Human error on the flight deck.,"<title>Human error on the flight deck.</title> <excerpt>Despite terrorist bombs and structural failures, human error on the flight deck continues to account for the majority of aircraft accidents. The Royal Air Force (RAF) Institute of Aviation Medicine (IAM) has investigated the psychology of such error since the early 1970s, and to this end has used two principal techniques.</excerpt>"
1990,United States,Vection and simulator sickness.,"<title>Vection and simulator sickness.</title> <excerpt>Simulator sickness has been identified as a form of motion sickness in which users of simulators exhibit symptoms characteristic of true motion sickness. In a fixed-base simulator, visual and vestibular sources of information specifying dynamic orientation are in conflict to the extent that the optical flow pattern viewed by the pilot creates a compelling illusion of self-motion, which is not corroborated by the inertial forces transmitted through the vestibular sense organs.</excerpt>"
1990,United States,Problems of intergroup behavior in human spaceflight operations,<title>Problems of intergroup behavior in human spaceflight operations</title> <excerpt>This paper discusses intergroup dynamics in human spaceflight operations. A definition of intergroup behavior is presented and prerequisite conditions for intergroup conflict are explored.</excerpt>
1990,United States,"Organization, selection, and training of crews for extended spaceflight: Findings from analogs and implications","<title>Organization, selection, and training of crews for extended spaceflight: Findings from analogs and implications</title> <excerpt>Ample research evidence from space analogs points to the crucial role that teamwork plays in the performance of small groups in isolation and confinement. This paper surveys findings about the impacts of group behavior and social interaction on crew morale, coordination, and productivity.</excerpt>"
1990,United States,"Psychological, psychiatric, and interpersonal aspects of long-duration space missions","<title>Psychological, psychiatric, and interpersonal aspects of long-duration space missions</title> <excerpt>America’s future in space calls for manned missions that are of long duration and increasing complexity. Under these conditions, psychological and interpersonal stressors will take on added importance in affecting the safety of the crew and the outcome of the mission.</excerpt>"
1990,United Kingdom,Biological and cognitive determination of the gravitational reference frame,"<title>Biological and cognitive determination of the gravitational reference frame</title> <excerpt>It is argued that space sickness is not so much a physiological problem, but a psychological one, having its roots in the perception of the environment, and its associated cognitive processing. This cognitive processing is argued to be that of field dependence and field independence, for which exist psychobiological and cognitive assessment tests.</excerpt>"
1990,United States,An outbreak of illness among aerospace workers,"<title>An outbreak of illness among aerospace workers</title> <excerpt>A multispecialty panel of physicians evaluated a case series of 53 composite-materials workers in a large aircraft manufacturing facility who filed workers' compensation claims for illness labeled by the media as the 'aerospace syndrome'. Possible skin and respiratory tract exposures included formaldehyde, phenol, particulates, epoxy resins, and trace organic solvents, but measured concentrations were well below all regulatory and consensus standards.</excerpt>"
1990,Norway,Effects of β1- and β2-blockade on blood pressure and sympathetic responses to flight phobia stress,"<title>Effects of β1- and β2-blockade on blood pressure and sympathetic responses to flight phobia stress</title> <excerpt>Cardiovascular and sympathoadrenal effects of short-term oral treatment with β<inf>1</inf>-blockade (atenolol, 50 mg, administered two times) and β<inf>2</inf>-blockade (ICI 118,551, 50 mg, administered three times) were compared with placebo during actual flying in subjects with flight phobia (n = 34). β<inf>1</inf>-Blockade lowered resting blood pressure and heart rate and prevented a heart rate response but not a blood pressure response to this psychologic stress.</excerpt>"
1990,Sweden,A psychosocial and biomedical comparison between men in six contrasting service occupations,"<title>A psychosocial and biomedical comparison between men in six contrasting service occupations</title> <excerpt>A study of psychosocial job factors and physiological states was conducted using 150 men, aged between 25 and 60, working in six widely different occupations—freight handlers, aircraft mechanics, air traffic controllers, physicians, waiters and symphony musicians. The aim of the study was to characterize any differences in physiological parameters in relation to differences in psychosocial job characteristics.</excerpt>"
1990,Japan,The ergonomic evaluation of eye movement and mental workload in aircraft pilots,"<title>The ergonomic evaluation of eye movement and mental workload in aircraft pilots</title> <excerpt>This paper presents an experiment which examines characteristics of pilots’ scanning behaviour when using integrated CRT displays, and the changes in characteristics when pilots face abnormal situations. The subjects were five experienced pilots.</excerpt>"
1990,United States,"Anomie, alcohol abuse and alcohol consumption: A prospective analysis","<title>Anomie, alcohol abuse and alcohol consumption: A prospective analysis</title> <excerpt>Cross-sectional and 36-month prospective analyses of the relationships among anomie and both alcohol abuse and alcohol consumption patterns provided little support that anomie was directly associated with ethanol ingestion patterns in a sample of 302 male air traffic controllers. This lack of association was observed for self-reported alcohol consumption, interview-established alcohol abuse and biochemical markers of alcohol intake.</excerpt>"
1990,,Cardiovascular response patterns and speech: A study of air traffic controllers,"<title>Cardiovascular response patterns and speech: A study of air traffic controllers</title> <excerpt>The present study examined the relationship between cardiovascular (CVS) response and speech among air traffic controllers (ATCs). During two one-hour work sessions continuous EKG, ear pulse, and audio recordings were obtained individually from 24 male ATCs.</excerpt>"
1989,United States,Psychomotor screening for USAF pilot candidates: Selecting a valid criterion,<title>Psychomotor screening for USAF pilot candidates: Selecting a valid criterion</title> <excerpt>Subjects for this research were 153 prospective pilots who were tested on computerized versions of the Two Hand Coordination (2HC) and Complex Coordination (CC) psychomotor tests. Independent variables included five basic error scores associated with the two psychomotor tests.</excerpt>
1989,United States,"Marijuana, aging, and task difficulty effects on pilot performance","<title>Marijuana, aging, and task difficulty effects on pilot performance</title> <excerpt>This study provides evidence that diverse factors can cumulatively contribute to human/machine performance decrements. In separate sessions, young and old pilots smoked one of three cigarettes containing either 0 mg, 10 mg, or 20 mg of the active ingredient, delta 9 THC.</excerpt>"
1989,United Kingdom,Application of airline pilots' hours to junior doctors.,<title>Application of airline pilots' hours to junior doctors.</title> <excerpt>OBJECTIVE--To determine the staff required if the rules for airline pilots' hours of work are applied to junior doctors. DESIGN--Junior anaesthetists recorded their workload from 1 March 1988 to May 31 1988.</excerpt>
1989,United States,Effects of Daily Workload on Subsequent Behavior During Marital Interaction: The Roles of Social Withdrawal and Spouse Support,"<title>Effects of Daily Workload on Subsequent Behavior During Marital Interaction: The Roles of Social Withdrawal and Spouse Support</title> <excerpt>This article examines daily variability in 2 marital behaviors, social withdrawal and the expression of anger, as a function of daily taskload at work. Thirty-three air traffic controllers (ATCs) and 27 wives completed surveys on 3 consecutive days.</excerpt>"
1989,United Kingdom,Effects of space travel on sexuality and the human reproductive system.,<title>Effects of space travel on sexuality and the human reproductive system.</title> <excerpt>This paper discusses the possible effects space travel may have on the human reproductive system and on human sexuality..</excerpt>
1989,South Africa,"The highlights, and the lows, of aviation medicine in the 1940's: the human element.","<title>The highlights, and the lows, of aviation medicine in the 1940's: the human element.</title> <excerpt>This article describes the experience and knowledge gained by the author during an extensive study tour of the majority of aviation medicine centres in the United Kingdom, Canada, and the United States in 1942. The emphasis is upon the human element rather than the technical, and the contribution of thousands of scientists from medical, psychological, and allied disciplines whose dedication was vital to air supremacy.</excerpt>"
1989,,"Growing Up in America: White, Male, and Medically Limited","<title>Growing Up in America: White, Male, and Medically Limited</title> <excerpt>A subject that must be heavy on the mind of every pediatrician and pediatric cardiologist is “who should care for adults with congenital heart disease.” Whoever takes on this challenge also must accept responsibility to work as an advocate for this population and to focus on the areas of health insurance and employment opportunity and rights. The article written by Mr.</excerpt>"
1989,United States,"Type A, amicability and injury: A prospective study of air traffic controllers","<title>Type A, amicability and injury: A prospective study of air traffic controllers</title> <excerpt>Recent research has suggested that only a subset of Type A's may be at higher risk for negative health outcomes. The present prospective study of 416 air traffic controllers attempted to determine if a sub-group of Type A's who were disliked by their co-workers had significantly higher risk of injury than liked A's and all Type B's over a 27-month period.</excerpt>"
1989,United States,Multidimensional scaling analysis of simulated air craft combat maneuvering performance data,<title>Multidimensional scaling analysis of simulated air craft combat maneuvering performance data</title> <excerpt>This paper describes the decomposition of air combat maneuvering by means of multidimensional scaling (MDS). MDS analyses were applied to performance data obtained from expert and novice pilots during simulated air-to-air combat.</excerpt>
1989,United States,Cognitive demands in automation,"<title>Cognitive demands in automation</title> <excerpt>As the nature of a task changes with increasing automation, so do the cognitive demands on the human operator. The present study examines the implications of such changes on subjective workload and automation design issues.</excerpt>"
1989,United States,Simulator induced syndrome: Evidence for long-term aftereffects,"<title>Simulator induced syndrome: Evidence for long-term aftereffects</title> <excerpt>Pilots have experienced various adverse symptoms hours and even days following flight simulator training. This study surveyed pilots undergoing simulator training in an attempt to provide an initial gauge of the extent, severity, and possible risk factors of long-term (>1 day) simulator aftereffects.</excerpt>"
1989,United States,Effects of high visual taskload on the behaviours involved in complex monitoring,"<title>Effects of high visual taskload on the behaviours involved in complex monitoring</title> <excerpt>A simulated air traffic control task was used to study the effects of prolonged monitoring on some of the behaviours (complex discriminations, interpretations, decisions, memory for actions taken) frequently associated with operational monitoring tasks, but seldom examined in laboratory vigilance studies. Forty-eight subjects performed the monitoring task under relatively high taskload conditions for 2h.</excerpt>"
1989,United States,Selected papers from the Fourth Symposium on Aviation Psychology: I,<title>Selected papers from the Fourth Symposium on Aviation Psychology: I</title>
1989,United States,USAF pilot selection and classification systems,"<title>USAF pilot selection and classification systems</title> <excerpt>A total of 478 pilot candidates were given a computerized test battery, the Basic Attributes Test (BAT) currently being validated for pilot selection and classification. The battery included tests of psychomotor and cognitive/perceptual abilities and personality/attitudinal characteristics.</excerpt>"
1989,Poland,Trends in Poland in space psychology research,<title>Trends in Poland in space psychology research</title> <excerpt>This paper discusses the basic directions of research carried out in Poland during the years 1981-86 within the Polish Academy of Science project 06.7. The subject matter concerns: individual and situational determinants of human functioning in stress conditions; functioning of a human in extreme conditions; and load imposition through activities requiring risk-taking decisions..</excerpt>
1989,United States,Space vehicle approach velocity judgments under simulated visual space conditions,"<title>Space vehicle approach velocity judgments under simulated visual space conditions</title> <excerpt>There were 35 volunteers who responded when they first perceived an increase in apparent size of a collimated, two-dimensional perspective image of an Orbiter vehicle. The variables of interest included the presence (or absence) of a fixed reticle within the field of view (FOV), background starfield velocity, initial range to the vehicle and vehicle closure velocity.</excerpt>"
1989,Canada,Personal characteristics related to accident histories of Canadian pilots,"<title>Personal characteristics related to accident histories of Canadian pilots</title> <excerpt>Over 8,800 returns of a questionnaire, distributed to Canadian pilots, were analyzed. Items were chiefly about life events, hobbies, humour, and characteristics which might bear on susceptibility to 'pilot error' accidents.</excerpt>"
1989,United States,Communication as group process mediator of aircrew performance,"<title>Communication as group process mediator of aircrew performance</title> <excerpt>This study of group process was motivated by a high-fidelity flight simulator project in which aircrew performance was found to be better when the crew had recently flown together. Considering recent operating experience as a group-level input factor, aspects of the communication process between crewmembers (Captain and First Officer), were explored as a possible mediator to performance.</excerpt>"
