Topic,Count,Name,Representation,Representative_Docs
90,8,90_Aircraft maintenance training,['Aircraft maintenance training'],"['<title>Aircraft Maintenance Technician Perceptions and Evaluations about the Safety Culture and Responsibility Related Competencies</title> <excerpt>Aircraft maintenance operations are carried out by aircraft maintenance technicians (AMTs) with the necessary competencies and qualifications. The level of competency of maintenance technicians directly affects the safety and effectiveness of maintenance operations and flight operations.</excerpt>', '<title>Analyzing components of work samples to evaluate performance</title> <excerpt>A method is described in which work sample data were analyzed to reveal how aircraft maintenance technicians differed in troubleshooting performance after a training intervention. During the training phase of the study, approximately half the technicians received troubleshooting instruction from an intelligent tutoring system, and the remaining technicians received informal on-the-job training.</excerpt>', '<title>Investigating Non-Technical Skills in Scottish and English Aircraft Maintenance Teams Using a Mixed Methodology of Interviews and a Questionnaire</title> <excerpt>Objective: The aim of this study was to identify the non-technical skills used by aircraft maintenance crews. Background: Aircraft maintenance is a vital aspect of aviation, with failures in aircraft maintenance linked to one third of aircraft malfunctions.</excerpt>', '<title>Evaluating the effects of virtual training in an aircraft maintenance task</title> <excerpt>To provide the public with continuing, safe, and reliable air transportation it is important to have a sound aircraft inspection and maintenance system. To ensure that aircraft maintenance inspectors are adequately trained, it is essential to develop a comprehensive understanding of the task of aircraft maintenance inspection.</excerpt>', '<title>Cognition and Habit Alterations of Maintenance Crew in A-Checks for New-Generation Aircraft: The A350XWB</title> <excerpt>Background: Airlines should ensure reliable maintenance support for aircraft operations, especially when introducing new aircraft types. To realize alternations in technicians’ cognition and habit in executing routine checks is vital to identify and set training principles during starting stages of type changes.</excerpt>']"
91,8,91_Work-related stress in pilots,['Work-related stress in pilots'],"['<title>The Effect of Role Stress and Emotional Exhaustion on Well-being Among Pilots: The Moderating Effect of Leisure Participation</title> <excerpt>Background: Since the flight safety accident of Germanwings Airlines and the spread of the COVID-19 epidemic have happened in recent years, the mental state of civil aviation pilots has paid much attention. The work of civil aviation pilots has to face pressure from families, individuals, companies and other multi-faceted sources.</excerpt>', ""<title>The sources of stress on the wives of commercial airline pilots</title> <excerpt>The purpose of this study was to assess the impact of the pilot's job on the personal and life satisfaction of his wife. A representative sample of 282 wives of commercial airline pilots was investigated to empirically determine which sources of stress and demographic characteristics would predict life dissatisfaction.</excerpt>"", '<title>A Qualitative Study Exploring Well-Being and the Potential Impact of Work-Related Stress among Commercial Airline Pilots</title> <excerpt>Increasing evidence suggests that commercial airline pilots can experience physical, mental, and social health difficulties. Qualitative interviews with commercial airline pilots explored the relationship between work-related stress and well-being.</excerpt>', '<title>Pilot Work Related Stress (WRS), Effects on Wellbeing and Mental Health, and Coping Methods</title> <excerpt>Objective: The objective of this study is to investigate the relationship between sources of work-related stress (WRS) for pilots, effects on wellbeing, and coping mechanisms. Background: Recent studies have measured depression levels in pilots but not the relationship between depression levels and coping strategies.</excerpt>', '<title>Interventions to support the management of work-related stress (WRS) and wellbeing/mental health issues for commercial pilots</title> <excerpt>Research indicates that sources of work-related stress (WRS) impact on the physical, social, and psychological health of pilots. Furthermore, specific features of the job can increase a pilot’s risk in relation to developing a mental health (MH) issue.</excerpt>']"
92,8,92_Occupational health studies,['Occupational health studies'],"['<title>Impossible meals? The food and meal situation of flight attendants in Scandinavia – A qualitative interview study</title> <excerpt>The working conditions of flight attendants (FAs) often involve extended and irregular working hours, short rest periods, difficulties in planning for breaks and high demands of service provision. Moreover, work schedules including early check-in, shifts during circadian low and time-zone transitions imply constant exposure to alterations in circadian systems and related health risks.</excerpt>', ""<title>Four worksite weight loss programs with high-stress occupations using a meal replacement product</title> <excerpt>The objective was to evaluate the efficacy of worksite weight reduction programs at high-stress worksites. We employed a longitudinal study based on two meal replacements daily with subjects choosing a third 'sensible' meal.</excerpt>"", '<title>Effects of hydration on cognitive function of pilots</title> <excerpt>The objective of this study was to examine the effect of fluid intake and possible dehydration on cognitive flight performance of pilots. A repeated-measures, counterbalanced, mixed study design was used to examine differences in working memory, spatial orientation, and cognitive flight performance of 40 randomly selected healthy pilots after having high and low fluid intakes.</excerpt>', '<title>Pain, health perception and sleep: Impact on the quality of life of firefighters/rescue professionals</title> <excerpt>Objective: to evaluate the quality of life of firefighters and rescue professionals, and characterize their socio-demographic, health, work and lifestyle profile. Methods: cross-sectional study that used a socio-demographic, lifestyle, health, work data questionnaire and the WHOQOL-BREF quality of life aspects, in Fire Department bases, Civil Air Patrol Group of the Military Police and Rescue Group of Emergency Services.</excerpt>', '<title>Mental and physical workload, salivary stress biomarkers and taste perception: Mars desert research station expedition</title> <excerpt>Background: Very few studies have been conducted on the effects of simulation of Mars conditions on taste. Aims: This study was planned to find the effects of physical and mental workload on taste sensitivity and salivary stress biomarkers.</excerpt>']"
93,8,93_Psychosocial work health,['Psychosocial work health'],"['<title>Changes in job strain in relation to changes in physiological state: A longitudinal study</title> <excerpt>A sample of 73 men and women aged 22-63 years and working in six different occupations (air traffic controllers, waiters, physicians, symphony orchestra musicians, baggage handlers, and airplane mechanics) participated in a longitudinal study four times during a year. The spontaneous variations in job strain (determined as the self-reported ratio between psychological demands and decision latitude) were substantial.</excerpt>', '<title>Musculoskeletal symptoms and psychosocial work environment, among Swedish commercial pilots</title> <excerpt>Purpose: The associations between psychosocial work conditions and health in pilots are understudied, and therefore, the associations between the psychosocial work conditions and musculoskeletal problems among Swedish commercial pilots were investigated.Methods: In 2010, a self-administered questionnaire study was performed among pilots in one Swedish commercial airline: 354 pilots participated (61\xa0%). Musculoskeletal symptoms and the psychosocial work conditions measured by the demand control social support model were investigated.</excerpt>', '<title>Occupational health problems in modern work environment.</title> <excerpt>Analysis of occupational health problems in Lithuania and their relation to factors of modern work environment is presented. The article analyses the health of transport workers, airlines pilots and stewards, video display terminal workers and its relation to work environment.</excerpt>', '<title>Psychosocial work environment and medical symptoms among swedish commercial airline cabin crew</title> <excerpt>Background Associations between stress measured by the demands-control model, iso-strain model, and stress-related symptoms among cabin crew were studied. Methods A questionnaire about psychosocial work environment and symptoms was answered by 918 (82%) flight attendants, stewards, and pursers at one airline company in 2005.</excerpt>', '<title>Sleep problems and psychosocial work environment among Swedish commercial pilots</title> <excerpt>Background: The aim of this study was to assess relationships between sleeping problems and the psychosocial work situation based on the job-strain and iso-strain models among Swedish commercial pilots. Methods: Three hundred fifty-four pilots participated (61%), who are in 2008 responded to a questionnaire concerning sleep problems, the psychosocial work situation, personal factors, and flight length.</excerpt>']"
94,8,94_Organizational Information Systems,['Organizational Information Systems'],"['<title>Video-mediated collaborative engineering support</title> <excerpt>Unanticipated problems in maintenance and engineering frequently require collaborative work involving geographically distributed personnel. Real-time video will permit engineers and technicians to work together to resolve aircraft problems when personnel are based in different locations.</excerpt>', ""<title>A framework for improving organizational learning through a user-adaptive intranet portal organizational memory information system</title> <excerpt>An organizational memory information system (OMIS) is typically described in the literature as a support for an organization's ability to acquire and retain information regarding its processes (Harvey, Palmer, & Speier, 1997; Huber, 1991; Lehner, Maier, & Klosa, 1998; Stein & Zwass, 1995; Wijnhoven, 1998). Many OMISs have been developed, but they only partially support required capability.</excerpt>"", ""<title>Cognitive Representations of Flight-Deck Information Attributes</title> <excerpt>A large number of aviation issues are generically being called flight-deck information management issues, underscoring the need for an organizational or classification structure. One objective of this study was to empirically determine how pilots organize flight-deck information attributes and'based upon that data'develop a useful taxonomy (in terms of better understanding the problems and directing solutions) for classifying flight-deck information management issues.</excerpt>"", ""<title>Complementary information distribution to improve team performance in military helicopter operations: An experimental study</title> <excerpt>This study compared a complementary information distribution, that is, purposeful distribution to individual crewmembers of the information needed for their individual tasks, to the current distribution where all crewmembers can access all information in the flight deck. The complementary information distribution is intended to foster a complementary mental model that promotes each team member's access to information according to his or her immediate tasks.</excerpt>"", '<title>Enabling collaborative work across different communities of practice through boundary objects: Field studies in air traffic management</title> <excerpt>A recently developed decision support tool provides a common information space to share information directly across numerous air traffic control facilities. This tool is unusual in that its displays can be used as boundary objects, which are entities in which decontextualized information is presented in the same form to all participants in the collaboration.</excerpt>']"
95,8,95_Health effects of smoking among pilots,['Health effects of smoking among pilots'],"['<title>The effects of drugs upon psychological efficiency</title>', '<title>Ocular, nasal, dermal and general symptoms among commercial airline crews</title> <excerpt>Objective: To study symptoms among a commercial cabin crew, in relation to personal risk factors, perceived psychosocial work environment, occupation, and work on intercontinental flights, with exposure to environmental tobacco smoke (ETS). Methods: A standardized questionnaire (MM 040 NA) was mailed in February-March 1997 to all Stockholm aircrew on duty in a Scandinavian flight company (n = 1,857), and office workers from the same company (n = 218).</excerpt>', '<title>Sinusitis in pilots of different aircraft types: Is allergic rhinitis a predisposing factor?</title> <excerpt>Background: Despite the high association of allergic rhinitis and acute sinusitis, their exact relationship remains unclear, especially in pilots. The purpose of this study was to analyze the possible relationship of a history of allergic rhinitis with the occurrence of acute sinusitis in Israeli air force pilots.</excerpt>', ""<title>Effects of deprivation on smokers' mood during the operation of a complex computer simulation</title> <excerpt>Research has shown that smoking reduces mood fluctuation in smokers and deprivation of smoking leads to mood change. The purpose of this study was to assess the effects of three hours of deprivation and subsequent smoking on mood in smokers while operating a computer simulation of an air traffic controller's job in a 2 × 2 (Deprived vs Nondeprived × Nicotine vs Nicotine Free Cigarettes) factorial design.</excerpt>"", '<title>Acute effects of nicotine withdrawal syndrome in pilots during flight</title> <excerpt>Background: Pilots who smoke are occasionally obliged to abstain from nicotine intake during flight and may during this period exhibit certain symptoms leading to performance decrement. Methods: We studied 20 healthy male aviators, who were regular smokers, (mean age 33.7 ± 1.4 yr) operating military fixed- and rotary-wing aircraft (C-47 Dakota, F-16, A.</excerpt>']"
96,8,96_Aircrew Pain Management,['Aircrew Pain Management'],"['<title>Determinants of +Gz-related neck pain: A preliminary survey</title> <excerpt>The aim of the present study was to detect determinants of acute inflight neck pain in a cohort of 27 student fighter pilots frequently exposed to high +Gz forces. Strenuousness of work, job satisfaction, psychological distress, smoking habits, and frequency of muscle strength, muscle endurance, and aerobic training regimens were enquired about by questionnaire.</excerpt>', '<title>Evaluating the Impact of a Spine Training Program on Air Force Student Fighter Pilots</title> <excerpt>Introduction: A 2022 survey conducted by Headquarters Air Combat Command Aircrew Performance Branch found that 98% of fighter aircrew reported flight-related neck pain during their career. Despite the high prevalence of neck pain and growing operational demands, there remains no consensus regarding best practices for mitigating aircrew pain and injury.</excerpt>', '<title>Performance Optimization and Injury Mitigation for Air Force Student Fighter Pilots</title> <excerpt>Introduction: Military fighter aircrew report high rates of cervical pain and injury. There is currently no consensus regarding the best training methods for this population.</excerpt>', '<title>Experiences of early air travel with pneumothorax after anterior spinal surgery</title> <excerpt>Anterior thoracic or thoracolumbar spinal surgery by retropleural approach always carries a risk of pneumothorax as its consequence. Conventionally, the Aerospace Medicine Association and the British Thoracic Society recommend 2 weeks delay of air travel for a patient with resolved postoperative pneumothorax.</excerpt>', ""<title>Back pain and its consequences among Polish Air Force pilots flying high performance aircraft</title> <excerpt>Objectives: Back pain in Air Force fast jet pilots has been studied by several air forces and found to be relatively common. The objective of the study was to determine the prevalence and degree of the pain intensity in the cervical, thoracic and lumbar spine, subjective risk factors and their effect on the pilots' performance while flying high maneuver aircrafts and the consequences for cognitive deficiencies.</excerpt>""]"
97,7,97_Pilot Decision Making,['Pilot Decision Making'],"['<title>“Pressing On” Into Deteriorating Conditions: An Application of Behavioral Decision Theory to Pilot Decision Making</title>', '<title>Effects of Deliberate Practice on Crisis Decision Performance</title> <excerpt>This study examined the impact of deliberate practice on pilot decision making in once-in-a-career crisis decision scenarios. First we explored the impact of deliberate practice on pilot decision-making performance for crisis flying scenarios that had been practiced in their entirety.</excerpt>', '<title>Examining flight time, cognitive reflection, workload, stress and metacognition on decision making performance for pilots during flight\xa0simulation</title> <excerpt>Despite technological advancements, human decision errors still contribute to civil aviation accidents. This study investigated whether flight time, cognitive reflection, task-load, metacognition, and perceived stress predicted decision-making (DM) performance during two in-flight training simulations with 104 commercial pilots at Bogota International Airport.</excerpt>', ""<title>Executive functions and pilot characteristics predict flight simulator performance in general aviation pilots</title> <excerpt>In general aviation, 85% of the crashes seem to be caused by pilots' errors (Li, Baker, Grabowski, & Rebok, 2001) and 46% of the crashes occur at airports (Li & Baker, 1999). It is important to determine if the same factors influence the flying performance and the landing decision making and to uncover which factors, among the pilot's cognitive status, personality traits, and experience, are the most predictive.</excerpt>"", '<title>Deliberate decision making by aircraft pilots: A simple reminder to avoid decision making under panic</title> <excerpt>The problem of poor decision making by pilots has been identified clearly as a significant contributor to aviation accidents. Various programs have been developed to address the problem and are being applied, principally in ab initio pilot training.</excerpt>']"
98,7,98_Military personnel adaptability,['Military personnel adaptability'],"['<title>The adaptability rating for military aeronautics: An historical perspective of a continuing problem</title>', '<title>Further developments on adaptability screening of flying personnel.</title>', '<title>Adaptability screening of flying personnel; cross-validation of the</title>', '<title>Adaptability screening of flying personnel; preliminary analysis and</title>', ""<title>Current trends in the usage of the Adaptability Rating for Military Aviation (ARMA) among USAF flight surgeons</title> <excerpt>The Adaptability Rating for Military Aviation (ARMA) is that portion of the initial flight physical that assesses an aviator candidate's motivation for and potential adaptability toward an aviation career. A survey was mailed to all USAF operational flight surgeons in the continental U.S.</excerpt>""]"
99,7,99_Military readiness assessment,['Military readiness assessment'],"['<title>Effect of Combat on Aircrew Subjective Readiness During Operations Desert Shield and Desert Storm</title> <excerpt>The Persian Gulf War provided a unique opportunity to collect data for examining aircrew work/rest cycles and operational tasking as they relate to aircrew readiness in a combat environment. For 4 consecutive weeks during Operations Desert Shield and Desert Storm, 18 A-6 (9 pilots, 9 bombardier/navigators) and 18 F-14 (10 pilots, 8 radar intercept officers) aircrew on board the USS America provided detailed daily activity data.</excerpt>', '<title>Development and Validation of the Military Readiness Scale in U.S. Naval Aircrew</title> <excerpt>Introduction Readiness is a ubiquitous term in DoD doctrine and has been broadly defined as the ability of military forces to meet the demands of assigned missions. There is currently no criterion standard of military readiness and there is also a lack of published readiness measures for the individual military service member, the fundamental building block of force readiness.</excerpt>', '<title>Sun exposure knowledge and practices survey of maintenance squadrons at travis AFB</title> <excerpt>Recent literature has shown that the incidence of melanoma skin cancer is significantly higher in the U.S. military than for civilians and is higher in the U.S.</excerpt>', '<title>Ready or not: Enhancing operational effectiveness through use of readiness measures</title> <excerpt>Current and future military operations require personnel to perform a multitude of mission tasks. Military personnel are required to execute these tasks, and to perform to high levels of expectation.</excerpt>', '<title>The military performance of soldiers in sustained operations</title>']"
100,7,100_Air Traffic Controllers' Well-Being,"[""Air Traffic Controllers' Well-Being""]","['<title>Short-Term Effects of Occupational Stressors on Daily Mood and Health Complaints</title> <excerpt>This article related daily changes in 2 job conditions, workload and social interaction with co-workers and supervisors, to daily mood and health complaints. Fifty-two air traffic controllers (ATCs) completed measures of subjective well-being and perceived job conditions on 3 consecutive days; objective indicators of daily workload (air traffic volume and visibility at the airport) were also obtained.</excerpt>', '<title>An Exploration of Job Perceptions and Health Using an Integrative Approach: A Sample of Air Traffic Controllers Working in a Test Flight Center</title> <excerpt>Job perceptions and their relations with psychological and physical health were explored in a small group of military air traffic controllers (ATCOs) working in a test flight center. The participants rated dimensions of job requirements (psychological demands, overcommitment, work-family interferences), job resources (control, professional, and personal social support), and health indicators.</excerpt>', '<title>Job satisfaction, burnout, and safety behavior in air traffic controllers: a mediation analysis and decision tree insights</title> <excerpt>Introduction: This study aims to explore the mediating role of burnout in the relationship between job satisfaction and safety behavior among air traffic controllers (ATCs), and to identify the most influential factor affecting ATCs’ safety behavior using a decision tree model. Methods: Data were collected from 357 ATCs using established questionnaires measuring job satisfaction, burnout, and safety behavior.</excerpt>', '<title>Turnover intention of air traffic controllers in Taiwan: A note</title> <excerpt>This study examines the relationships between job stress, satisfaction, performance and turnover intention among air traffic controllers in Taiwan. In addition, personality traits, gender and marital status are examined as moderators in the effects on the turnover intention of an air traffic controller.</excerpt>', '<title>Assessment of Occupational Health and Safety Performance in Air Traffic Control: An Empirical Investigation of Stress and Well-Being</title> <excerpt>Air traffic control is widely recognized as one of the most psychologically demanding occupations, where safety and operational performance are tightly interwoven. This study explores the relationship between occupational health and safety (OHS) systems and the psychological well-being of Air Traffic Controllers (ATCOs), focusing on factors such as perceived safety, job satisfaction, stress, and mental strain.</excerpt>']"
101,7,101_Pilot screening evaluations,['Pilot screening evaluations'],"['<title>PSYCHIATRIC SCREENING OF FLYING PERSONNEL WITH THE CORNELL WORD FORM</title> <excerpt>Brief report. (PsycINFO Database Record (c) 2006 APA, all rights reserved).</excerpt>', '<title>Psychiatric screening of ground-crew in the Royal Canadian Air Force.</title>', ""<title>Testing the tests - An empirical evaluation of screening tests for the detection of cognitive impairment in aviators</title> <excerpt>The FAA has expressed concern that flight safety could be compromised by undetected cognitive impairment in pilots due to conditions such as substance abuse, mental illness, and neuropsychological problems. Interest has been shown in the possibility of adding a brief ''mini-mental exam,'' or a simple automated test-battery to the standard flight medical to screen for such conditions.</excerpt>"", ""<title>Defining and measuring the 'right stuff': Neuropsychiatrically enhanced flight screening (N-EFS)</title> <excerpt>Background: United States Air Force (USAF) commanders wish to make better pilot-selection and cockpit-assignment decisions. Also, some pilots will sustain head injuries that will affect their flying careers.</excerpt>"", '<title>Post-COVID-19 Neurocognitive Screening in Routine Pilot Aeromedical Evaluations</title> <excerpt>INTRODUCTION: One crucial aspect of flight safety is being able to detect medical or neuropsychological conditions during aeromedical examinations. However, subtle but safety-significant post-COVID-19 neurocognitive impairments may go unreported or undetected.</excerpt>']"
102,7,102_Flight deck information reliability,['Flight deck information reliability'],"['<title>Analysis of Problems in Routine Controller-Pilot Communication</title> <excerpt>Previous studies of controller-pilot communication have identified communication problems but not how often or why they occur. A more complete picture of these problems requires an understanding of how controllers and pilots successfully communicate during routine operations.</excerpt>', ""<title>Information seeking in documents by pilots: Assessment of the reliability problems caused by the transition from paper to electronic</title> <excerpt>Information seeking is completely ignored in research on aviation psychology and more generally in issues of air transport safety. But information seeking occupies a central place in the pilots' work.</excerpt>"", '<title>An Examination of Pilot-Reported Trust and Response to Information Conflicts Experienced on the Flight Deck</title> <excerpt>The purpose of this study was to examine how pilots respond to conflicting information on the flight deck. In this study, 108 airline, corporate, and general aviation pilots completed an online questionnaire reporting weather, traffic, and navigation information conflicts experienced on the flight deck, including which information sources they trusted and acted on.</excerpt>', '<title>Review of Aviation Safety Databases to Identify Information Discrepancies Experienced on the Flight Deck: Implications for NextGen</title> <excerpt>Aeronautical decision-making on the flight deck requires pilots to reconcile and make decisions using information from a range of different sources, sometimes with limited knowledge of associated levels of accuracy, integrity, and reliability. A review of four aviation safety databases identified information discrepancies experienced by general aviation and airline pilots.</excerpt>', '<title>Crosswind landings in general aviation: A modified method of reporting wind information to the pilot</title> <excerpt>Crosswind conditions are a contributory factor in many general aviation landing incidents and accidents. In an online survey, it was observed that 98% of respondents either failed to or could not accurately calculate the runway crosswind component from air traffic control (ATC) reports passed using the International Civil Aviation Organization (ICAO) standard phraseology; the majority of pilots also severely underestimated the crosswind strength.</excerpt>']"
103,7,103_Psychological health challenges,['Psychological health challenges'],"['<title>Assessing Person-Job Fit for Careers as Remotely Piloted Aircraft Sensor Operators</title> <excerpt>Objective: Recent US Air Force occupational surveys indicated that while job satisfaction is high for Remotely Piloted Aircraft (RPA) Sensor Operators (SO), a high percentage do want to reenlist. The objective was to assess factors that affect their job satisfaction and retention.</excerpt>', '<title>Subtypes of severe psychological distress among US Air Force remote warriors: A latent class analysis</title> <excerpt>US Air Force remote warrior personnel include a range of military personnel composed of remotely piloted aircraft aircrew, intelligence operators, and cyber warfare operators. Job duties in these professions entail long work hours, rotating shifts, and regular engagement in combat operations.</excerpt>', '<title>Predictive Validity of UAS/RPA Sensor Operator Training Qualification Measures</title> <excerpt>U.S. Air Force sensor operators (SOs) are enlisted aviators who work side-by-side with unmanned aerial systems/remotely piloted aircraft (UAS/RPA) pilots, providing assistance with all aspects of aircraft employment and sensor management.</excerpt>', '<title>Time for a break? Perceptions and impacts of reconstitution among United States Air Force remotely piloted aircraft personnel</title> <excerpt>United States Air Force remotely piloted aircraft (RPA) aircrew and support personnel perform critical missions in support of military operations around the world. The high value placed on the work of these individuals has resulted in increased workload and heightened risk of adverse psychological health outcomes.</excerpt>', '<title>Predictors and protective factors for suicide ideation across remotely piloted aircraft career fields</title> <excerpt>The US Air Force remote warrior community comprises several career fields including remotely piloted aircraft pilots and intelligence, cyber, and sensor operators. The crews are responsible for working seamlessly together to provide 24/7 real-time intelligence, surveillance, and reconnaissance and precision-strike weapons capabilities for a wide range of global combat operations.</excerpt>']"
104,7,104_Pilot error and personality,['Pilot error and personality'],"[""<title>Prognostic value of studying personality traits of civil aviation pilots</title> <excerpt>A clinical and psychological examination of civil aviation pilots, including ones with a history of attempted suicide, and an in-depth study of the personality qualities of the pilots by means of a modified standardized multifactor personality study and a portrait choice method based on a modification of Szondi's test for eight drives were performed. The analysis of psychological features in pilots with a history of attempted suicide showed a neurotic type of maladaptation formed on the basis of the domination of hyposthenic traits in the personality structure.</excerpt>"", ""<title>Personality aspects of involvement in pilot error accidents</title> <excerpt>The consistently high frequency of pilot error accidents in both military and civilian aviation programs does much to support exploratory research which might help alleviate the problem. Cattell's Sixteen Personality Factor Questionnaire (16 PF), Mehrabian Achievement Scale, and a dynamic decision making task (under risk) were given to 51 Army aviators.</excerpt>"", '<title>Study of the relation between Minnesota multiphasic personality inventory scores and pilot error in aircraft accidents</title>', ""<title>Cross validation study of the personality aspects of involvement in pilot error accidents</title> <excerpt>Pilot error accidents have dominated accident statistics consistently from the 1940s to the present. In an earlier study the authors found that three factors from Cattell's Sixteen Personality Factor Questionnaire (16 PF) exhibited significant differences (p<0.05) between pilot error accident groups; these were used to correctly classify 86% of the aviators tested as to their previous pilot error accident involvement.</excerpt>"", '<title>A new approach for prioritising personality traits causing pilot error</title> <excerpt>Pilot personality traits are among the most critical risk factors contributing to human error in aviation. This study proposes an integrated approach that combines a risk assessment matrix and the analytic hierarchy process (AHP) to prioritise personality traits leading to pilot errors.</excerpt>']"
105,7,105_Human factors in aviation,['Human factors in aviation'],"['<title>Crosscultural Perspectives in Human Factors Training: Lessons From the ICAO Human Factors Program</title> <excerpt>Since 1991, the International Civil Aviation Organization (ICAO) has conducted four human factors training seminars and supported numerous events on the same topic in virtually every region of the world. This has provided significant information on perceptions, needs, and obstacles regarding human factors training as expressed by operational personnel, regulators, and managers across the international aviation community.</excerpt>', '<title>Integrating the HFACS Framework and Fuzzy Cognitive Mapping for In-Flight Startle Causality Analysis</title> <excerpt>This paper discusses the challenge of modeling in-flight startle causality as a precursor to enabling the development of suitable mitigating flight training paradigms. The article presents an overview of aviation human factors and their depiction in fuzzy cognitive maps (FCMs), based on the Human Factors Analysis and Classification System (HFACS) framework.</excerpt>', ""<title>Human factors in multi-crew flight operations</title> <excerpt>This paper discusses selected aviation human factors challenges in the air transport environment. Because of the authors' background, much of this paper will be based upon the growth of human factors and airline training in transport aviation in the United States.</excerpt>"", ""<title>CAMS as a tool for human factors research in spaceflight</title> <excerpt>The paper reviews a number of research studies that were carried out with a PC-based task environment called Cabin Air Management System (CAMS) simulating the operation of a spacecraft's life support system. As CAMS was a multiple task environment, it allowed the measurement of performance at different levels.</excerpt>"", '<title>USING FULL-MISSION SIMULATION FOR HUMAN FACTORS RESEARCH IN AIR TRANSPORT OPERATIONS.</title> <excerpt>This study examined state-of-the-art mission-oriented simulation and its use in human factors research. Guidelines were developed for doing full-mission human factors research on crew member behavior during simulated air transport operations.</excerpt>']"
106,7,106_Stress and Pilot Performance,['Stress and Pilot Performance'],"['<title>Somatic responses and performance levels during anticipatory physical-threat stress.</title>', '<title>Effects of Stress on Performance during Highly Demanding Tasks in Student Pilots</title> <excerpt>Objective: To study how stress affects the performance of student pilots under highly demanding conditions, during flight simulator sessions. Background: Pilots usually suffer stress under highly demanding conditions.</excerpt>', ""<title>Individual reactions to stress predict performance during a critical aviation incident</title> <excerpt>Background: Understanding the influence of stress on human performance is of theoretical and practical importance. An individual's reaction to stress predicts their subsequent performance; with a “challenge” response to stress leading to better performance than a “threat” response.</excerpt>"", '<title>Grip Force as a Measure of Stress in Aviation</title> <excerpt>Objective: We conducted an exploratory investigation of whether grip force could be an indicator of stress in aviation. Background: Pilots might experience stress when anticipating failure to meet task demands and therefore, higher levels of stress can be used as a trigger for engaging automatic assistance.</excerpt>', '<title>Task-specific simulator pretraining and in-flight stress of student pilots</title> <excerpt>Student pilots (n = 20) were assigned to experimental and control groups. The experimental group received 80 min of highfidelity, task-specific simulation prior to exposure to the initial power-on stall and spin recovery lesson unit in T-37 pilot training.</excerpt>']"
107,7,107_Emotional well-being in aviation,['Emotional well-being in aviation'],"['<title>Working in the Sky: A Diary Study on Work Engagement Among Flight Attendants</title> <excerpt>This study aims to gain insight in the motivational process of the Job Demands-Resources (JD-R) model by examining whether daily fluctuations in colleague support (ie, a typical job resource) predict day-levels of job performance through self-efficacy and work engagement. Forty-four flight attendants filled in a questionnaire and a diary booklet before and after consecutive flights to three intercontinental destinations.</excerpt>', '<title>Emotion work in the Arab context: Its relationship to job satisfaction and the moderating role of trust to the employer</title> <excerpt>The research investigated the relationship of emotion work directed towards customers and towards coworkers with job satisfaction in Saudi Arabia. Emotion work means the requirement to display particular emotions as part of the job and includes surface acting where actual emotions differ from displayed emotions and deep acting where displayed and felt emotions are congruent.</excerpt>', '<title>Burnout and Work Engagement Among Cabin Crew: Antecedents and Consequences</title> <excerpt>Flight attendants play an essential role in ensuring cabin safety and offering services on board. This study applied the job demands-resources model to explore burnout and work engagement among cabin crew and investigate the possible antecedents and consequences, using a sample of 305 Taiwanese flight attendants.</excerpt>', '<title>Applying information theory to small groups assessment: Emotions and well-being at work</title> <excerpt>This paper explores and analyzes the relations between emotions and well-being in a sample of aviation personnel, passenger crew (flight attendants). There is an increasing interest in studying the influence of emotions and its role as psychosocial factors in the work environment as they are able to act as facilitators or shock absorbers.</excerpt>', ""<title>How to create genuine happiness for flight attendants: Effects of internal marketing and work-family interface</title> <excerpt>Drawing on the combination of affective event theory and the job demands–resources model, this paper advances research on the link between organization-related predictors and individual-related outcomes through a psychological mechanism in the aviation industry. Specifically, this study makes a novel contribution as the first to quantitatively explore how internal marketing helps build happiness by changing flight attendants' work-family interface.</excerpt>""]"
