Topic,Count,Name,Representation,Representative_Docs
124,6,124_mental workload psychophysiological_cardiovascular assessment mental_mental workload using_workload using heart,"['mental workload psychophysiological', 'cardiovascular assessment mental', 'mental workload using', 'workload using heart', 'cognitive workload', 'hemodynamic stress mental', 'mental stress using', 'testing mental stress', 'mental stress intrinsically', 'assessment mental workload']","[""<title>Cardiac autonomic responses in relation to cognitive workload during simulated military flight</title> <excerpt>Understanding the operator's cognitive workload is crucial for efficiency and safety in human–machine systems. This study investigated how cognitive workload modulates cardiac autonomic regulation during a standardized military simulator flight.</excerpt>"", '<title>The use of autonomic components to improve cardiovascular assessment of mental workload in flight simulation</title> <excerpt>Principal components analysis of multiple psychophysiological measures of cardiovascular activity was used to derive the underlying sympathetic and parasympathetic information needed to represent the autonomic space for heart period. This method was applied to cardiac data that were previously collected during a full-mission flight simulation from volunteer commercial pilots (Corwin et al, 1989).</excerpt>', '<title>Going Beyond Heart Rate: Autonomic Space and Cardiovascular Assessment of Mental Workload</title> <excerpt>Psychophysiological assessment of pilot mental workload using heart rate should be augmented with an autonomic space model of cardiovascular function. This model proposes that autonomic nervous system influences on the heart may change with psychological processing in ways that are not evident in heart rate.</excerpt>', '<title>Comparison of myocardial ischemia during intense mental stress using flight simulation in airline pilots with coronary artery disease to that produced with conventional mental and treadmill exercise stress testing</title> <excerpt>Mental stress increases cardiovascular morbidity and mortality. Although laboratory mental stress often causes less myocardial ischemia than exercise stress (ES), it is unclear whether mental stress is intrinsically different or differences are due to less hemodynamic stress with mental stress.</excerpt>', '<title>Comparison between artificial neural network and multilinear regression models in an evaluation of cognitive workload in a flight simulator</title> <excerpt>In this study, the performances of artificial neural network (ANN) analysis and multilinear regression (MLR) model-based estimation of heart rate were compared in an evaluation of individual cognitive workload. The data comprised electrocardiography (ECG) measurements and an evaluation of cognitive load that induces psychophysiological stress (PPS), collected from 14 interceptor fighter pilots during complex simulated F/A-18 Hornet air battles.</excerpt>']"
125,6,125_critical incident stress_incident stress_emergency situations_medical emergency situations,"['critical incident stress', 'incident stress', 'emergency situations', 'medical emergency situations', 'incident stress cis', 'incidents critical victims', 'incidents attend casualties', 'casualty incidents', 'incidents work', 'mass casualty incidents']","[""<title>Why people 'freeze' in an emergency: Temporal and cognitive constraints on survival responses</title> <excerpt>Background: Many witnesses attest that victims of a disaster often perish despite reasonable possibilities for escaping because their behavior during the initial moments of the accident was inappropriate to the situation. Frequently witnesses report victims 'freezing' in the face of danger.</excerpt>"", '<title>What I don’t know can hurt you: Collateral combat damage seems more acceptable when bystander victims are unidentified</title> <excerpt>Five experiments (N = 2,204) examined responses to a realistic moral dilemma: a military pilot must decide whether to bomb a dangerous enemy target, also killing a bystander. Few people endorsed bombing when the bystander was an innocent civilian; however, when the bystander’s identity was unknown, over twice as many people endorsed the bombing.</excerpt>', '<title>Coping with complex medical emergency situations: Competent and successful decision-making, communication and leadership; Medizinisches Handeln in komplexen Notfallsituationen: Kompetent und erfolgreich entscheiden, kommunizieren und führen</title> <excerpt>Background: Stress is an integral part of the daily routine among healthcare workers in anesthesiology and emergency medicine. Objectives: This article describes negative stress effects in complex emergency situations and presents helpful tools for coping with them.</excerpt>', '<title>Critical Incident Stress Management (CISM) in complex systems: Cultural adaptation and safety impacts in healthcare</title> <excerpt>In complex systems, such as hospitals or air traffic control operations, critical incidents (CIs) are unavoidable. These incidents can not only become critical for victims but also for professionals working at the ""sharp end"" who may have to deal with critical incident stress (CIS) reactions that may be severe and impede emotional, physical, cognitive and social functioning.</excerpt>', '<title>Psychological resilience among emergency medical teams in Singapore</title> <excerpt>Problem: Emergency medical teams (EMTs) responding to mass casualty incidents attend to casualties in a chaotic, high-pressure and resource-limited environment that is vastly different from their day-to-day work. The nature of mass casualty incidents and the work environment can impact psychological resilience, but the psychological resilience of members of EMTs has not been evaluated.</excerpt>']"
126,6,126_personality crew coordination_personality crew performance_management contrasted pilots_performance pilots construed,"['personality crew coordination', 'personality crew performance', 'management contrasted pilots', 'performance pilots construed', 'performance relation aviation', 'impact captain personality', 'personality crew', 'performance crew position', 'performance corporate aviation', 'crew coordination']","['<title>Cockpit resource management: Exploring the attitude-performance linkage</title> <excerpt>Measured attitudes regarding cockpit management were contrasted for pilots whose line flying performance was independently evaluated by Check Airmen as above or below average. A highly significant discriminant function was obtained indicating that these attitudes are significant predictors of behavior.</excerpt>', ""<title>Aircrew perceived stress: Examining crew performance, crew position and captains personality</title> <excerpt>This study was conducted at NASA Ames Research Center as a part of a larger research project assessing the impact of captain's personality on crew performance and perceived stress in 24 air transport crews (5). Three different personality types for captains were classified based on a previous cluster analysis (3).</excerpt>"", '<title>Outcomes of Crew Resource Management Training</title> <excerpt>Participants self-reports and measures of attitudes regarding flightdeck management indicate that crew resource management training is favorably received and causes highly significant, positive changes in attitudes regarding crew coordination and personal capabilities. However, a subset of participants reacted negatively to the training and showed boomerangs (negative change) in attitudes.</excerpt>', '<title>Using binary logistic regression to screen candidates for instructor pilot upgrade</title> <excerpt>Researchers who focus on aircrew performance and its relation to aviation safety have endeavored to understand personality traits and attributes andtheireffecton team coherence and performance. Moreover, corporate aviation departments and commercial air carriers have vested interests in hiring those applicants who have the propensity to perform effectively in a team environment.</excerpt>', '<title>Pilot Personality and Crew Coordination: Implications for Training and Selection</title> <excerpt>The performance of pilots can be construed as a product of skill, attitude, and personality factors. Although a great deal of effort within the aviation community has been focused on ensuring technical expertise, and new efforts highlight attitudes associated with crew coordination, personality factors have been relatively unexplored.</excerpt>']"
127,6,127_speech based controls_intelligibility multitalker speech_multitalker speech displays_multitalker speech display,"['speech based controls', 'intelligibility multitalker speech', 'multitalker speech displays', 'multitalker speech display', 'multitalker speech communication', 'pilots listening alternately', 'multitalker speech', 'intelligibility speech based', 'messages effects alerting', 'pilots listening']","['<title>Factors that influence intelligibility in multitalker speech displays</title> <excerpt>Although many researchers have commented on the potential of audio display technology to improve intelligibility in multitalker speech communication tasks, no consensus exists on how to design an ""optimal"" multitalker speech display. In this article, we review several experiments that have used a consistent procedure to evaluate the effect of four monaural parameters on overall intelligibility.</excerpt>', ""<title>Time Required for Transmission of Time-Critical Air Traffic Control Messages in an En Route Environment</title> <excerpt>This article examines the time required for an air traffic control specialist to successfully transmit a message containing a maneuver required for traffic avoidance to a pilot in the en route environment. Time required was measured from the beginning of the controller's message to the end of the pilot's correct acknowledgement.</excerpt>"", '<title>Improving Pilot/Air Traffic Control Voice Communication in General Aviation</title> <excerpt>The influence of the air traffic control (ATC) message format and message length was investigated on the ability of general aviation pilots to read back ATC instructions. While flying a simulator, 12 pilots heard altitude and radio frequency instructions spoken in grouped format (""forty-one-hundred""), and 12 heard them sequentially (""four-thousand-one-hundred"").</excerpt>', '<title>Synthesized warning messages: effects of an alerting cue in single- and multiple-function voice synthesis systems</title> <excerpt>The present study examined the effectiveness of preceding synthesized voice warning messages with an alerting cue as a function of the amount of information presented by the voice synthesizer and the workload level in the primary task. Subjects performed a simplified air traffic control task in which they were required to monitor two visual displays and to enter commands via a standard keyboard.</excerpt>', '<title>Speech-based controls in simulated air battle management</title> <excerpt>This experiment evaluated speech-based controls as an aid for Airborne Warning and Control System (AWACS) operators performing simulated Battle Management Command and Control tasks. Twelve AWACS operators were required to track a package of fighter aircraft, receive verbal target changes, and pass the verbal changes to the lead fighter aircraft in a simulated battlefield air interdiction environment.</excerpt>']"
128,5,128_controlled artificial gravity_gravity selection_generated gravity selection_gravitational environment locomotion,"['controlled artificial gravity', 'gravity selection', 'generated gravity selection', 'gravitational environment locomotion', 'artificial gravity vertical', 'coupled accelerations rats', 'accelerations rats', 'generated gravity', 'selection gravitational environment', 'centrifugally generated gravity']","['<title>Some aversive characteristics of centrifugally generated gravity.</title>', '<title>Off-vertical rotation produces conditioned taste aversion and suppressed drinking in mice</title>', '<title>Selection of gravitational environment by locomotion in fields of acceleration.</title>', '<title>Avoidance and escape behavior controlled by artificial gravity.</title>', '<title>Conditioned feeding suppression in rats produced by cross-coupled and simple motions</title> <excerpt>Conditioned feeding suppression was produced in rats by earth-vertical rotation, seesaw acceleration, and cross-coupled accelerations. Rats were exposed to 15 min of motion immediately after eating a sweet, novel food.</excerpt>']"
129,5,129_manual flight control_flight control_simulator flight experiments_flight coupling control,"['manual flight control', 'flight control', 'simulator flight experiments', 'flight coupling control', 'flight control flight', 'flight control flying', 'motion manual flight', 'manual flight', 'flight display effects', 'flight experiments']","['<title>Theoretical foundations for a total energy-based perspective flight-path display</title> <excerpt>One of the most difficult aspects of manually controlled flight is the coupling between the control over the aircraft speed and altitude. These states cannot be changed independent of each other through the aircraft control devices, the elevator and the throttle.</excerpt>', ""<title>A New Interface to Cope with Unreliable Airspeed Indications: A Behavioral and Eye-Tracking Study</title> <excerpt>When unreliable airspeed events occur, the pilot flying (PF) is required to fly the aircraft using the thrust and the pitch parameters that are displayed in two distanced locations of the flight deck. The Sycopaero interface was designed to limit the PF's workload by automatically displaying thrust and pitch values specific to aircraft configuration on the primary flight display.</excerpt>"", '<title>Ergavionics: Designing the Job of Flying an Airplane</title> <excerpt>Ergavionic principles governing the design and operation of an airplane cockpit were discovered through simulator and flight experiments starting during World War II and continuing through the 1970s, but their systematic application has not happened. These principles deal with control location and operation, display integration and pictorial realism, and control/display direction-of-motion relationships.</excerpt>', '<title>Schematic Simulation: A Technique for the Design and Development of a Complex System</title> <excerpt>Schematic simulation is the name of a method for studying system specifications and explicating implications of the specifications for subsystem design. The method was developed in response to the expressed need of the designers of a Terminal Air Traffic Control (TATC) laboratory system.</excerpt>', '<title>The effects of time delay and physical motion on manual flight control: An in-flight and ground-based simulation experiment</title> <excerpt>An experiment addressed the effects of time delay and physical motion on manual flight control and flying qualities ratings. Flight tasks were presented on a head-up display in a variable-stability NT-33A aircraft.</excerpt>']"
130,5,130_training evaluating pilot_qualification airplane simulators_pilot training based_techniques instructor pilots,"['training evaluating pilot', 'qualification airplane simulators', 'pilot training based', 'techniques instructor pilots', 'oriented flight training', 'training experiment rating', 'pilot crews realistic', 'operational simulation ratings', 'instructors rated crew', 'motion simulator instructors']","['<title>On the Evaluation of Training Devices</title> <excerpt>The theme of the paper is ways of evaluating flight simulators for aircrew training. The transfer of training experiment and the rating method are the two present-day ways of evaluating the worth of a simulator.</excerpt>', '<title>The Reliability of Instructor Evaluations of Crew Performance: Good News and Not So Good News</title> <excerpt>Two instructors rated the crew performance of helicopter crews (N = 45) who flew a simulated mission in a full-motion simulator. The instructors were given dimension training and behavior-observation training before the ratings.</excerpt>', '<title>Facilitating LOFT debriefings: Instructor techniques and crew participation</title> <excerpt>This study analyzes techniques instructor pilots (IPs) use to facilitate crew analysis and evaluation of line-oriented flight training performance. We analyzed IP facilitation and crew participation for 36 debriefing sessions conducted at 5 U.S.</excerpt>', '<title>Practitioner Paper: Simulator Qualification: Just as Phony as It Can Be</title> <excerpt>The qualification of airplane simulators for pilot training is based on the assumption that transfer of such training is directly related to the similarity of the device to an actual airplane. The consequence of this widely held position has been the specification of training device requirements solely on the basis of engineering criteria.</excerpt>', '<title>Improving the Construct Validity of line Operational Simulation Ratings: Lessons Learned from the Assessment Center</title> <excerpt>Line operational simulations (LOS) are commonly used for training and evaluating pilot crews under realistic conditions. Despite their widespread use, the construct validity of LOS ratings remains largely unexplored.</excerpt>']"
131,5,131_pilot performance assessment_pilot proficiency objective_pilot instructor rater_pilots nontechnical performance,"['pilot performance assessment', 'pilot proficiency objective', 'pilot instructor rater', 'pilots nontechnical performance', 'measures pilots nontechnical', 'pilots newer proficiency', 'pilot performance relies', 'measures pilots', 'interrater reliability training', 'performance assessment focused']","['<title>Interrater Reliability at the Top End: Measures of Pilots’ Nontechnical Performance</title> <excerpt>Objective: The aim of this study was to analyze influences on interrater reliability and within-group agreement within a highly experienced rater group when assessing pilots’ nontechnical skills. Background: Nontechnical skills of pilots are crucial for the conduct of safe flight operations.</excerpt>', '<title>Flight Examiners’ Methods of Ascertaining Pilot Proficiency</title> <excerpt>Objective: To determine how flight examiners reason and which methods they use when assessing the competencies of pilots for continued accreditation purposes and type-rating training. Background: Early work on pilot performance assessment focused on measurement models, including the accuracy and reliability of the scores attributed to the human factors variables included.</excerpt>', '<title>Pilot Instructor Rater Training: The Utility of the Multifacet Item Response Theory Model</title> <excerpt>A multifacet 1-parameter item response theory (ie, Rasch) model was used to examine interrater reliability training for pilot instructors. This model provides a means for examining individual instructor leniency or severity in ratings, difficulty of grade-sheet items, skill levels of flight crews, and interactions among these components.</excerpt>', '<title>Improving Rater Calibration in Aviation: A Case Study</title> <excerpt>The assessment of pilot performance relies on systematic observation and assessment by a single trained rater or instructor/evaluator (I/E). Because of the importance of aviation safety, it is imperative that the rating and evaluation processes used by these I/Es yield reliable and valid data.</excerpt>', '<title>Assessing and Improving Evaluation of Aircrew Performance</title> <excerpt>Evaluation of aircrew performance serves the critical functions of assessing the qualifications of individual pilots and, under newer proficiency-based training programs, providing data for modifying training programs. We apply psychometric methods to assessing and improving the quality of evaluation of aircrew performance.</excerpt>']"
132,5,132_perspective hazard displays_perspective displays_eye display_perspective aircraft hazard,"['perspective hazard displays', 'perspective displays', 'eye display', 'perspective aircraft hazard', 'hazard displays presented', 'perspective aircraft', 'hazard displays', 'perspective displays attention', 'graphic displays', 'perspective hazard']","['<title>Display Formatting Techniques for Improving Situation Awareness in the Aircraft Cockpit</title> <excerpt>Three current display design issues are discussed and applied to the design and modification of primary flight and navigation instruments in the context of a situation awareness assessment. These are (a) display perspective (twodimensional vs three-dimensional), (b) frame of reference (inside-out vs outside-in), and (c) visual momentum (monochrome vs color).</excerpt>', ""<title>Tactical displays for combat awareness: An examination of dimensionality and frame of reference concepts and the application of cognitive engineering</title> <excerpt>Three prototype displays are contrasted for aircraft navigation and tactical hazard awareness: a conventional 2-D coplanar display, an exocentric (God's eye) 3-D display, and an immersed (pilot's eye) 3-D display coupled with a small scale global display. Strengths and weaknesses of each display type are discussed, related particularly to the ambiguity of perspective displays and to attention allocation problems with dual-display suites.</excerpt>"", '<title>Cockpit Displays of Traffic and Weather Information: Effects of 3D Perspective Versus 2D Coplanar Rendering and Database Integration</title> <excerpt>Objective: The objectives were to evaluate the viability of 3-dimensional (3D) perspective aircraft hazard displays for traffic and weather, in isolation, and when the two were integrated into a single display panel. Background: Prior research identified the costs of such 3D perspective hazard displays, presented from an exocentric perspective, because of their ambiguity in presenting spatial relations in an unstructured 3D space.</excerpt>', ""<title>Situation Awareness as a Function of Frame of Reference, Computer-Graphics Eyepoint Elevation, and Geometric Field of View</title> <excerpt>The purpose olthis study was lo determine how 3 variable for the design of a “heads-down” spatial display—the frame rrf reference (pilot's eye vs God's eye). geomrtric field of view, and elevation of the computer graphics eye-point—influenced situation awareness.</excerpt>"", '<title>Peripheral Polar-Graphic Displays for Signal/Failure Detection</title> <excerpt>The object of this series of studies was to examine the utility of multivariate polar-graphic iconic displays, placed in the parafoveal or near-peripheral regions of the visual field, for the presentation of multiple indices of subsystem performance in an aircraft system context. Results of the first study suggest that (a) such a display, circumscribed about a primary flight instrument, could be used readily to detect performance deviations that exceeded defined “normal” bounds; and (b) polygons are more effective than polar histograms.</excerpt>']"
133,5,133_flight anxiety_measures anxiousness_potential measures anxiousness_anxiety psychological,"['flight anxiety', 'measures anxiousness', 'potential measures anxiousness', 'anxiety psychological', 'measures anxiety levels', 'measures anxiousness indicators', 'anxiousness', 'manifest anxiety scale', 'state trait anxiety', 'trait anxiety']","[""<title>Motion sickness and anxiety</title> <excerpt>Ninety-four Israeli pilot traineses completed a battery of anxiety related questionnaires: Taylor Manifest Anxiety Scale, EPQ, 16PF, and Spielberger's State and Trait Anxiety Scores. Self reports and flight instructor observations of motion sickness symptoms were collected after initial flights.</excerpt>"", '<title>Psychometric Properties of the FAS and the FAM Questionnaires Assessing Flight Anxiety: A Turkish Community-Based Study</title> <excerpt>Objective: To conduct the Turkish adaptation of the Flight Anxiety Situations Questionnaire (FAS) and the Flight Anxiety Modality Questionnaire (FAM). Background: The FAS measures the anxiety levels in different flight situations, while FAM assesses the somatic and cognitive symptoms of anxiety or anticipatory anxiety in different flight situations.</excerpt>', '<title>Effects of instructions on measures of state and trait anxiety in flight students</title> <excerpt>Administered the State-Trait Anxiety Inventory twice to 134 flight students during their routine entrance aviation physical examination. Ss were lower in trait anxiety and higher in state anxiety than a group of 253 previously tested male college students.</excerpt>', '<title>The effects of training on anxiety and task performance in simulated suborbital spaceflight</title> <excerpt>INTRODUCTION: In commercial spaceflight, anxiety could become mission-impacting, causing negative experiences or endangering the flight itself. We studied layperson response to four varied-length training programs (ranging from 1 h-2 d of preparation) prior to centrifuge simulation of launch and re-entry acceleration profiles expected during suborbital spaceflight.</excerpt>', '<title>Subject anxiety and psychological considerations for centrifuge-simulated suborbital spaceflight</title> <excerpt>Introduction: Anxiety and psychological concerns may pose a challenge to future commercial spaceflight. To help identify potential measures of anxiousness and indicators of flight-related stress, the psychiatric histories and anxiousness responses of volunteers exposed to G forces in centrifuge-simulated spaceflight acceleration profiles were examined.</excerpt>']"
134,5,134_provide astronaut candidates_program science astronauts_european astronaut candidates_science astronauts,"['provide astronaut candidates', 'program science astronauts', 'european astronaut candidates', 'science astronauts', 'astronaut candidates', 'provide astronaut', 'astronauts', 'european astronaut', 'international manned space', 'astronaut']","['<title>European Astronaut Candidates in training in the CIS.</title> <excerpt>For four weeks in October and November 1992, we--three European Astronaut Candidates from the European Astronauts Centre (EAC) in Cologne--were fortunate enough to have the opportuity to live and be trained in Star City. It proved to be a fascinating experience, both for us and the EAC Training Engineer, Antonio Torres, who accompanied us..</excerpt>', '<title>Psycho-social training for man in space</title> <excerpt>In preparation for the international manned space station various international and national space agencies are already participating with the Russian MIR programme with short, medium, and long term presence on the MIR station. Although selection criteria for all crew include careful psychological screening, with some effort also regarding team build-up, this has proved insufficient; moreover, little or no effort is expended in the area of psycho-social- or team training.</excerpt>', ""<title>Psychological training of German science astronauts</title> <excerpt>Although the significance of psychosocial issues of manned space flights has been discussed very often in recent literature, up to now, very few attempts have been made in North-America or Europe to provide astronaut candidates or spacecrew members with some kind of psychological training. As a first attempt in this field, a psychological training program for science astronauts is described, which has been developed by the German Aerospace Research Establishment and performed as part of the mission-independent biomedical training of the German astronauts' team.</excerpt>"", ""<title>Psychological evaluation of European astronaut applications: Results of the 1991 selection campaign</title> <excerpt>In the summer of 1991, the European Space Agency (ESA) performed its second selection campaign since 1977 in order to find 10 astronaut candidates (laboratory specialists and space plane specialists). An integral part of this selection process was the psychological evaluation, according to the principles laid down in the study report 'Definition of Psychological Testing of Astronaut Candidates.' After national preselection, 59 applicants underwent the psychological evaluation, which consisted of the assessment of operational aptitudes (basic cognitive and psychomotor functions) and personality traits (motivation, social capability, stress resistance).</excerpt>"", ""<title>Group dynamics training for manned spaceflight and the capsuls mission: Prophylactic against incompatibility and its consequences?</title> <excerpt>On February 7, 1994, four Canadian Astronauts were sealed off in a hyperbaric chamber at the Canadian Government's Defense and Civil Institute for Environmental Medicine in Toronto, Canada. This space lab training mission lasted seven days and was the first to be conducted with astronauts outside of Russia.</excerpt>""]"
135,5,135_flight crash_flight 052 crashed_flight crash screens_flight 5191 inadvertently,"['flight crash', 'flight 052 crashed', 'flight crash screens', 'flight 5191 inadvertently', 'factors near crash', 'emergency landing', 'flight crew comair', 'crash', 'flight 052', 'comair flight 5191']","[""<title>Anatomy of a System Accident: The Crash of Avianca Flight 052</title> <excerpt>On January 25, 1990, Avianca Flight 052 crashed after running out of fuel following a missed approach to New York's John F. Kennedy Airport.</excerpt>"", '<title>The Aircraft Crash at Gottröra: Experiences of the Cockpit Crew</title> <excerpt>This article deals with an aircraft accident in which the two engines lost their power immediately after takeoff and the pilots succeeded in landing the aircraft safely with the 129 people on board. The pilots have been interviewed concerning the human machine interaction, the task allocation, and their reactions.</excerpt>', '<title>Fatigue and related human factors in the near crash of a large military aircraft</title> <excerpt>Introduction: During approach to a remote island location, a U.S. Air Force heavy-airlift aircraft was flown into an aerodynamic stall, resulting in the loss of more than 4000 ft of altitude, with the crew recovering the aircraft just before impact would have occurred.</excerpt>', '<title>Anxiety and Coping Behavior During an Emergency Landing</title> <excerpt>A flight from London to New York (the Titanic itinerary), presenting a flight crash on one of the screens and a film about the Titanic on the other, suddenly had a fire on board. The captain intended to make an emergency landing on the water near the spot where the Titanic disappeared.</excerpt>', '<title>An exploration of the utility of mathematical modeling predicting fatigue from sleep/wake history and circadian phase applied in accident analysis and prevention: The crash of Comair Flight 5191</title> <excerpt>On 27 August 2006 at 0606 eastern daylight time (EDT) at Bluegrass Airport in Lexington, KY (LEX), the flight crew of Comair Flight 5191 inadvertently attempted to take off from a general aviation runway too short for their aircraft. The aircraft crashed killing 49 of the 50 people on board.</excerpt>']"
136,5,136_trust aviation_trust aviation maintenance_trust automation_objective trust,"['trust aviation', 'trust aviation maintenance', 'trust automation', 'objective trust', 'trust theory', 'human trust automation', 'human trust', 'objective trust indicators', 'objective objective trust', 'human trust civil']","['<title>Trust of an automatic ground collision avoidance technology: A fighter pilot perspective</title> <excerpt>The present study examined the antecedents of trust among operational Air Force fighter pilots for an automatic ground collision avoidance technology. This technology offered a platform with high face validity for studying trust in automation because it is an automatic system currently being used in operations by the Air Force.</excerpt>', ""<title>Using System-Wide Trust Theory to Reveal the Contagion Effects of Automation False Alarms and Misses on Compliance and Reliance in a Simulated Aviation Task</title> <excerpt>System-wide trust theory (Keller & Rice, 2010) suggests that automated aids associated with multiple independent gauges tend to be treated as one system. Meyer's (2001, 2004) compliance-reliance model indicates that false-alarm-prone and miss-prone automated aids affect operator behavior differently.</excerpt>"", '<title>Towards Human Objective Real-Time Trust of Autonomy Measures for Combat Aviation</title> <excerpt>Objective: Can objective trust indicators be measured and computed in real time in a within visual range aerial combat “dogfight” scenario consisting of a manned autonomous own-ship versus an adversary? Background: Previous research has focused on human trust of automation during simulated ground combat and human trust of civil aviation automation. Those studies largely consisted of subjective measures of trust analyzed post-hoc.</excerpt>', '<title>Exploring the Association between Communication Satisfaction and Trust in the Aviation Maintenance Environment: An International Study</title> <excerpt>Objective: Is there any association detectable between communication and trust in the aviation maintenance sector? Background: Effective communication can have a positive contribution to safety in the aviation maintenance industry. In concert with trust, communication can also influence the detection of failures during the practice of maintenance in a civil and military aviation environment.</excerpt>', '<title>Could Pilots and Controllers Learn to Adequately Trust Their Partners?: A First Experimental Response</title> <excerpt>To find out whether it is possible to train pilots and controllers to adequately trust their partners, and thus modify their behavior and increase their performance, this study experimentally tested whether individuals disposition to trust is influenced by their social learning. Objective measurements related to the task to perform, collected over two successive phases, were used for two different groups of aviation staff.</excerpt>']"
137,5,137_flights nurses responsibilities_nurses possessing flight_flights nurses_nurses aeromedical evacuation,"['flights nurses responsibilities', 'nurses possessing flight', 'flights nurses', 'nurses aeromedical evacuation', 'nurses responsibilities aerospace', 'military flight nurse', 'nurses aerospace services', 'nurses work aerospace', 'flight nurse', 'nurses aerospace']","['<title>Motivational factors that affect the retention of reserve nurses in eight aeromedical evacuation flights</title>', '<title>Coping with expanding nursing practice, knowledge, and technology</title> <excerpt>Nurses utilize transcultural, transactional, systems, primary, and interdisciplinary approaches to physiological and psychosocial components of patient care. Expanded roles, as well as advances in knowledge and technology have prepared nurses for critical, specialized, primary, aerospace, and independent nursing practice.</excerpt>', '<title>Understanding post-deployment reintegration concerns among en route care nurses: A mixed-methods approach</title> <excerpt>The objective of this study was to better understand the post-deployment behavior health symptoms and readjustment/reintegration experienced by military nurses who provided en route care while serving in Operation Enduring Freedom/Operation Iraqi Freedom. Employing an exploratory, concurrent, mixed-methods design with an electronic survey consisting of several valid instruments and single, face-to-face interviews; data were gathered from 119 surveys and 22 interviews.</excerpt>', '<title>Nurses’ responsibilities in the aerospace environment; Atribuições do enfermeiro no ambiente aeroespacial; Atribuciones del enfermero en el medio ambiente aeroespacial</title> <excerpt>Objectives: to characterize the nurses who work in the aerospace environment and to identify their most frequent responsibilities during the pre-flight, flight, and post-flight periods. Methods: a quantitative, exploratory-descriptive research, conducted using a survey through Google forms®, from January to April of 2018, with 50 nurses from aerospace services in Brazil.</excerpt>', '<title>Experiences and perceptions of nurses and air ambulance service providers in carrying out aeromedical evacuations in Indonesia: A qualitative research</title> <excerpt>Background: Basic non-military flight nurse training is essential for enhancing nurses’ competency in conducting aeromedical evacuations. Trained nurses possessing flight nurse proficiency are indispensable for ensuring stable patient conditions amidst the unique physical, physiological, and psychological challenges encountered during flights.</excerpt>']"
138,5,138_physiological signal fusion_multimodal physiological signal_detecting mental states_mood state detection,"['physiological signal fusion', 'multimodal physiological signal', 'detecting mental states', 'mood state detection', 'emotion transition recognition', 'using multimodal physiological', 'detecting mental', 'facial expression perception', 'multimodal physiological', 'signal fusion']","['<title>Facial Expression Perception and Psychological Changes During Space Analogs</title> <excerpt>Facial expression perception is the process by which someone can interpret the emotion of another individual using their facial cues. Below-average scores on tests designed to measure facial expression recognition (FER) accuracies are associated with inappropriate behavioral responses and are often linked to mental or neurological disorders.</excerpt>', '<title>Dynamic Multi-Biosignal Fusion for Detecting the Mental States of Drivers and Passengers in Vehicles</title> <excerpt>As transportation systems grow in complexity and autonomous vehicle technologies advance, detecting the mental states of drivers and passengers is crucial for enhancing traffic safety and user experience. Recent studies have explored multi-biosignal fusion to monitor these states.</excerpt>', ""<title>Non-Contact Negative Mood State Detection Using Reliability-Focused Multi-Modal Fusion Model</title> <excerpt>Negative mood states include tension, depression, anger, fatigue, and confusion, which represent the weak internal emotions of a human. Negative mood states exert adverse impact on individuals' ability to make rational decisions, which entails the practicable method of negative mood state detection.</excerpt>"", '<title>Emotion Transition Recognition Using Multimodal Physiological Signal Fusion</title> <excerpt>Most existing emotion recognition studies rely on discrete stimulus paradigms under controlled laboratory conditions, failing to capture the inherently dynamic and transitional nature of emotional states encountered in real-world operational environments. To address this gap, we propose a novel approach for emotion transition recognition using multimodal physiological signal fusion.</excerpt>', '<title>Machine Learning/Artificial Intelligence for Sensor Data Fusion-Opportunities and Challenges</title> <excerpt>During Fusion 2019 Conference (https://www.fusion2019.org/program.html), leading experts presented ideas on the historical, contemporary, and future coordination of artificial intelligence/machine learning (AI/ML) with sensor data fusion (SDF). While AI/ML and SDF concepts have had a rich history since the early 1900s-emerging from philosophy and psychology-it was not until the dawn of computers that both AI/ML and SDF researchers initiated discussions on how mathematical techniques could be implemented for real-time analysis.</excerpt>']"
