"Title","Subtitle","Author","Publication","SourceType","Publisher","Volume","Issue","PubDate","AlphaDate","StartPage","EndPage","PageRange","ISSN","EISSN","ISBN","Language","Abstract","DocumentUrl","DOI"
"To transfer or not to transfer? Investigating the combined effects of trainee characteristics, team leader support, and team climate","","Smith-Jentsch, K A; Salas, E; Brannick, M T","The Journal of applied psychology","Undefined","","86","2","2001-04-01","Apr 2001","279","","279-92","0021-9010","0021-9010","","ENG","Eighty pilots participated in a study of variables influencing the transfer process. Posttraining performance was assessed in a flight simulation under 1 of 2 conditions. Those in the maximum performance condition were made aware of the skill to be assessed and the fact that their teammates were confederates, whereas those in the typical performance condition were not. The results indicated that (a) simulator ratings correlated with a measure of transfer to the cockpit for those in the typical condition only; (b) team leader support, manipulated in a pretask brief, moderated the disparity between maximum and typical performance; (c) team climate mediated the impact of support on performance in the typical condition; (d) those with a stronger predisposition toward the trained skill viewed their climate as more supportive; and (e) perceptions of team climate were better predictors of performance for those with a more external locus of control.Eighty pilots participated in a study of variables influencing the transfer process. Posttraining performance was assessed in a flight simulation under 1 of 2 conditions. Those in the maximum performance condition were made aware of the skill to be assessed and the fact that their teammates were confederates, whereas those in the typical performance condition were not. The results indicated that (a) simulator ratings correlated with a measure of transfer to the cockpit for those in the typical condition only; (b) team leader support, manipulated in a pretask brief, moderated the disparity between maximum and typical performance; (c) team climate mediated the impact of support on performance in the typical condition; (d) those with a stronger predisposition toward the trained skill viewed their climate as more supportive; and (e) perceptions of team climate were better predictors of performance for those with a more external locus of control.","https://www.proquest.com/docview/70900347?accountid=16562&bdid=134394&_bd=0xntHxj5nv1%2B2d%2FSTkXMfxKxiNk%3D","https://doi.org/10.1037/0021-9010.86.2.279"
"Psychologic and sociologic aspects of survival ration acceptability","","TORRANCE, E P; MASON, R","The American journal of clinical nutrition","Undefined","","5","2","1957-03-01","Mar-Apr 1957","176","","176-9","0002-9165","0002-9165","","ENG","","https://www.proquest.com/docview/81897627?accountid=16562&bdid=134394&_bd=NVT32lsIG7KA07HI3iIn93xVE88%3D","https://doi.org/10.1093/ajcn/5.2.176"
"Psychosocial reconstruction inventory: a postdictal instrument in aircraft accident investigation","","Yanowitch, R E; Mohler, S R; Nichols, E A","Aerospace medicine","Undefined","","43","5","1972-05-01","May 1972","551","","551-4","0001-9402","0001-9402","","ENG","","https://www.proquest.com/docview/81437235?accountid=16562&bdid=134394&_bd=mfddKIgqjVDC48rrl0U3r3D7Sa8%3D",""
"Women and Psychological Trauma of 9/11 in Amy Waldman's The Submission","","Zabihzadeh, SeyedehRobabeh; Hashim, Ruzy Suliza; Raihanah, M M","3L, Language, Linguistics, Literature","Scholarly Journals","","23","1","2017-01-01","2017","49","","","0128-5157","","","ENG","On September 11, 2001, the world was stunned into silence as four hijacked airplanes crashed into two of America's iconic landmarks, namely the World Trade Centre and the Pentagon. For the first time, perhaps since the Vietnam War, the entire United States of America was engulfed in a mutual sense of loss and inconsolable grief. 2996 people, a vast number of them unarmed civilians including all the passengers aboard the four hijacked airplanes, lost their lives in what was perceived by many to be the worst terrorist attack of the twenty-first century. Occurrence of such a colossal tragedy has led to producing a large corpus of textual representation of the event including countless novels such as Amy Waldman's The Submission (2012). This study focuses on analysing The Submission by Amy Waldman using the theory of Psychoanalysis to explore the concept of psychological trauma and the effects of PTSD (Posttraumatic Stress Disorder) on female characters affected by the tragedy of 9/11. The analysis, which is mostly based on Wilson and Keane (2004) and Caruth (2001) psychoanalysis theories, seeks to explore Waldman's perception of the process of healing from the devastating tragedy and psychological trauma of the female characters of the story. It is believed that Waldman's novel does not only portray the trauma of the characters but also presents the path of recovery and overcoming the PTSD of those who were emotionally wounded by the tragedy of 9/11.","https://www.proquest.com/docview/1885908103?accountid=16562&bdid=134394&_bd=UF3DJLdU%2BZ9pTh154RYYljhqnPg%3D",""
"Adaptability screening of flying personnel; cross-validation of the personal history blank under field conditions","","SELLS, S B; TRITES, D K; TEMPLETON, R C; SEAQUIST, M R","The Journal of aviation medicine","Undefined","","29","9","1958-09-01","Sep 1958","683","","683-9","0095-991X","0095-991X","","ENG","","https://www.proquest.com/docview/82197593?accountid=16562&bdid=134394&_bd=wb4%2Bipc8BJandpOSqYinEPmtgUM%3D",""
"The 'problem' with automation: inappropriate feedback and interaction, not 'over-automation'","","Norman, D A","Philosophical transactions of the Royal Society of London. Series B, Biological sciences","Undefined","","327","1241","1990-04-12","Apr 12, 1990","585","","585-93","0962-8436","0962-8436","","ENG","As automation increasingly takes its place in industry, especially high risk industry, it is often blamed for causing harm and increasing the chance of human error when failures do occur. I propose that the problem is not the presence of automation, but rather its inappropriate design. The problem is that the operations under normal operating conditions are performed appropriately, but there is inadequate feedback and interaction with the humans who must control the overall conduct of the task. When the situations exceed the capabilities of the automatic equipment, then the inadequate feedback leads to difficulties for the human controllers. The problem, I suggest, is that the automation is at an intermediate level of intelligence, powerful enough to take over control that used to be done by people, but not powerful enough to handle all abnormalities. Moreover, its level of intelligence is insufficient to provide the continual, appropriate feedback that occurs naturally among human operators. This is the source of the current difficulties. To solve this problem, the automation should either be made less intelligent or more so, but the current level is quite inappropriate. The overall message is that it is possible to reduce error through appropriate design considerations. Appropriate design should assume the existence of error, it should continually provide feedback, it should continually interact with operators in an effective manner, and it should allow for the worst situations possible. What is needed is a soft, compliant technology, not a rigid, formal one.As automation increasingly takes its place in industry, especially high risk industry, it is often blamed for causing harm and increasing the chance of human error when failures do occur. I propose that the problem is not the presence of automation, but rather its inappropriate design. The problem is that the operations under normal operating conditions are performed appropriately, but there is inadequate feedback and interaction with the humans who must control the overall conduct of the task. When the situations exceed the capabilities of the automatic equipment, then the inadequate feedback leads to difficulties for the human controllers. The problem, I suggest, is that the automation is at an intermediate level of intelligence, powerful enough to take over control that used to be done by people, but not powerful enough to handle all abnormalities. Moreover, its level of intelligence is insufficient to provide the continual, appropriate feedback that occurs naturally among human operators. This is the source of the current difficulties. To solve this problem, the automation should either be made less intelligent or more so, but the current level is quite inappropriate. The overall message is that it is possible to reduce error through appropriate design considerations. Appropriate design should assume the existence of error, it should continually provide feedback, it should continually interact with operators in an effective manner, and it should allow for the worst situations possible. What is needed is a soft, compliant technology, not a rigid, formal one.","https://www.proquest.com/docview/79761796?accountid=16562&bdid=134394&_bd=Pq4NA3jUbJ6YrZ0JKwwJpi1mLg0%3D","https://doi.org/10.1098/rstb.1990.0101"
"Aviation psychology. I: Human errors and warning systems","","Green, R","British medical journal (Clinical research ed.)","Undefined","","286","6381","1983-06-11","Jun 11, 1983","1880","","1880-2","0267-0623","0267-0623","","ENG","","https://www.proquest.com/docview/80522977?accountid=16562&bdid=134394&_bd=%2FvLnHLdQMNola0H3%2B6lrRVw1ah4%3D","https://doi.org/10.1136/bmj.286.6381.1880"
"The International Dimension of the EU Agencies: Framing a Growing Legal-Institutional Phenomenon","","Coman-Kund, Florin","European Foreign Affairs Review","Scholarly Journals","","23","1","2018-01-01","2018","97","","","1384-6299","","","ENG","International cooperation has become a salient feature of EU agencies triggering important legal questions regarding the scope and limits of the agencies’ international dimension, the nature and effects of their international cooperation instruments, and their legal status within the EU and on the global level. This article examines the international dimension of EU agencies by advancing a legalanalytical blueprint linking EU law to international public law. The principle of institutional balance and the Meroni doctrine are used as EU law parameters for assessing the agencies’ international cooperation mandate, powers and actions, whilst the concepts of ‘international agreement’ and ‘international legal personality’ serve as standards for clarifying the legal nature of EU agencies’ international cooperation instruments and their legal status as global actors. Case studies on the European Aviation Safety Agency, Frontex and Europol ‘test on the ground’ the legal-analytical framework advanced and offer fresh insights into the EU agencies’ international cooperation practice.","https://www.proquest.com/docview/2078823118?accountid=16562&bdid=134394&_bd=ylmtfwfrYfJwpqu5opdkJ0QKsuU%3D",""
"Success rate analysis of Navy SERGRAD flight training","","Hiland, D A; Jenkins, F H; Arthur, D C; Miller, K P","Aviation, space, and environmental medicine","Undefined","","63","11","1992-11-01","Nov 1992","957","","957-60","0095-6562","0095-6562","","ENG","SERGRADS are selectively retained graduates of Naval Flight Training who become flight instructors during their first tour as Naval Aviators. A perception exists that SERGRADS have more difficulties than newly designated pilots during subsequent training in the Fleet Replacement Squadrons (FRS). A preliminary inquiry at the F/A-18 FRS revealed that former SERGRADS appear to experience a higher rate of failure on their initial carrier qualification attempt during FRS training. This study examined the SERGRAD experience and compared their performance to trainees from other sources. Although significant differences were found between groups for Fleet Replacement Squadron flight grades and Training Command composite grades, no significant differences were found between the groups for Training Command carrier qualification grades or Fleet Replacement Squadron carrier qualification. Thus, the data do not support the hypothesis that SERGRADS have more problems or are poorer aviators than F/A-18 students from other sources.SERGRADS are selectively retained graduates of Naval Flight Training who become flight instructors during their first tour as Naval Aviators. A perception exists that SERGRADS have more difficulties than newly designated pilots during subsequent training in the Fleet Replacement Squadrons (FRS). A preliminary inquiry at the F/A-18 FRS revealed that former SERGRADS appear to experience a higher rate of failure on their initial carrier qualification attempt during FRS training. This study examined the SERGRAD experience and compared their performance to trainees from other sources. Although significant differences were found between groups for Fleet Replacement Squadron flight grades and Training Command composite grades, no significant differences were found between the groups for Training Command carrier qualification grades or Fleet Replacement Squadron carrier qualification. Thus, the data do not support the hypothesis that SERGRADS have more problems or are poorer aviators than F/A-18 students from other sources.","https://www.proquest.com/docview/73354057?accountid=16562&bdid=134394&_bd=IFdTk3ShD2L900vBwFpbjW95dCE%3D",""
"The relation of age to success in flight training","","WILLINGHAM, W W","The Journal of aviation medicine","Undefined","","29","2","1958-02-01","Feb 1958","136","","136-8","0095-991X","0095-991X","","ENG","","https://www.proquest.com/docview/82089439?accountid=16562&bdid=134394&_bd=EeJipRWKM0e7HeVMS7WdATfQQ1g%3D",""
"Selected papers from the First International Symposium on Aviation Psychology: III","","","Aviation, space, and environmental medicine","Undefined","","53","12","1982-12-01","Dec 1982","1161","","1161-210","0095-6562","0095-6562","","ENG","","https://www.proquest.com/docview/80286783?accountid=16562&bdid=134394&_bd=jYCEJDYw3bg6AlDtJrHvR9tNJ64%3D",""
"Emotional factors in aircraft accidents","","Reinhardt, R F","International psychiatry clinics","Undefined","","4","1","1967-01-01","Winter 1967","177","","177-84","0020-8426","0020-8426","","ENG","","https://www.proquest.com/docview/84516445?accountid=16562&bdid=134394&_bd=DtoEgCBYD4vg2NNYrZIEeoKmfwU%3D",""
"It is not how much you have but how you use it: toward a rational use of simulation to support aviation training","","Salas, E; Bowers, C A; Rhodenizer, L","The International journal of aviation psychology","Undefined","","8","3","1998-01-01","Jan 1998","197","","197-208","1050-8414","1050-8414","","ENG","One of the most remarkable changes in aviation training over the past few decades is the use of simulation. The capabilities now offered by simulation have created unlimited opportunities for aviation training. In fact, aviation training is now more realistic, safe, cost-effective, and flexible than ever before. However, we believe that a number of misconceptions--or invalid assumptions--exist in the simulation community that prevent us from fully exploiting and utilizing recent scientific advances in a number of related fields in order to further enhance aviation training. These assumptions relate to the overreliance on high-fidelity simulation and to the misuse of simulation to enhance learning of complex skills. The purpose of this article is to discuss these assumptions in the hope of initiating a dialogue between behavioral scientists and engineers.One of the most remarkable changes in aviation training over the past few decades is the use of simulation. The capabilities now offered by simulation have created unlimited opportunities for aviation training. In fact, aviation training is now more realistic, safe, cost-effective, and flexible than ever before. However, we believe that a number of misconceptions--or invalid assumptions--exist in the simulation community that prevent us from fully exploiting and utilizing recent scientific advances in a number of related fields in order to further enhance aviation training. These assumptions relate to the overreliance on high-fidelity simulation and to the misuse of simulation to enhance learning of complex skills. The purpose of this article is to discuss these assumptions in the hope of initiating a dialogue between behavioral scientists and engineers.","https://www.proquest.com/docview/69256728?accountid=16562&bdid=134394&_bd=xcJ5DwCT5sOdyZYRIgufX9DMmK0%3D","https://doi.org/10.1207/s15327108ijap0803_2"
"Smart Aircrew Integrated Life Support System","","Forster, E M","Aviation, space, and environmental medicine","Undefined","","69","6","1998-06-01","Jun 1998","614","","614-5","0095-6562","0095-6562","","ENG","","https://www.proquest.com/docview/79958423?accountid=16562&bdid=134394&_bd=cDYDhoWGVWGkvmXkPUsSjoMdeVY%3D",""
"Incentivization and cognitive performance in those who sustain mild traumatic brain injury: A series of case studies of aviation-rated Army personnel","","Buckley, Trevor R","NeuroRehabilitation","Undefined","","49","4","2021-01-01","Jan 2021","673","","673-684","1878-6448","","","ENG","There is much research examining trajectories of cognitive recovery in those who sustain mild traumatic brain injury (mTBI).BACKGROUNDThere is much research examining trajectories of cognitive recovery in those who sustain mild traumatic brain injury (mTBI).Although the majority of research indicates a full recovery within months of a single, uncomplicated mTBI there remain few who report cognitive symptoms long after injury. Ample evidence indicates incentives to underperform on cognitive testing can negatively affect cognitive recovery, but there is little to no research on how incentives to perform well may affect recovery. This gap in research should be considered to obtain a full picture of cognitive recovery following mTBI.OBJECTIVEAlthough the majority of research indicates a full recovery within months of a single, uncomplicated mTBI there remain few who report cognitive symptoms long after injury. Ample evidence indicates incentives to underperform on cognitive testing can negatively affect cognitive recovery, but there is little to no research on how incentives to perform well may affect recovery. This gap in research should be considered to obtain a full picture of cognitive recovery following mTBI.Aeromedical Evaluations present a unique opportunity to study cognitive and functional recovery after mTBI. Three case studies are presented from the Aviation Community of recovery from mTBI. Each case presented is one who was monetarily incentivized to perform well on testing.METHODAeromedical Evaluations present a unique opportunity to study cognitive and functional recovery after mTBI. Three case studies are presented from the Aviation Community of recovery from mTBI. Each case presented is one who was monetarily incentivized to perform well on testing.All three cases passed established guidelines for performance validity testing. Each case recovered to estimated baseline performance, though one case needed additional time. There was some evidence of lowered processing speed on two of the three cases.RESULTSAll three cases passed established guidelines for performance validity testing. Each case recovered to estimated baseline performance, though one case needed additional time. There was some evidence of lowered processing speed on two of the three cases.Consistent with current literature on mTBI, recovery from injury is considered the rule as opposed to the exception. Though there are many studies examining how incentives to underperform hinder recovery, there is little research on how incentives to perform well may affect cognitive performance after mTBI. Such may be considered a gap in research and should be a focus of future work.CONCLUSIONSConsistent with current literature on mTBI, recovery from injury is considered the rule as opposed to the exception. Though there are many studies examining how incentives to underperform hinder recovery, there is little research on how incentives to perform well may affect cognitive performance after mTBI. Such may be considered a gap in research and should be a focus of future work.","https://www.proquest.com/docview/2597820462?accountid=16562&bdid=134394&_bd=Z7EgtCUSEB2mJA0rYt4epfH8qOI%3D","https://doi.org/10.3233/NRE-210201"
"Children and the space shuttle tragedy","","Cooper, S","Rhode Island medical journal","Undefined","","70","7","1987-07-01","Jul 1987","319","","319-20","0363-7913","0363-7913","","ENG","","https://www.proquest.com/docview/77706185?accountid=16562&bdid=134394&_bd=mMsl35h0GenVq%2FHjFMUHj4C2cmU%3D",""
"The Airports Commission, the Dilemmas of Political Leadership and the Third Runway at Heathrow Airport","","Griggs, Steven; Howarth, David","The Political Quarterly","Scholarly Journals","","89","3","2018-09-01","Sep 2018","434","445","434-445","00323179","","","ENG","This article assesses the character, role and outcomes of the Airports Commission. Analysing its workings from September 2012, it evaluates the final recommendations and then charts their subsequent public reception. The article claims that the Airports Commission's endeavours to depoliticise aviation by using ‘reasonable’ methods and impartial judgements—often embodied in Howard Davies himself—have been met with local resistance and political opposition, focussed on the proposal to expand either Heathrow or Gatwick. It exposes how the recourse to expert commissions offers only temporary respite for government responsibility and accountability in the making of hard decisions. It concludes that the inability to secure a binding and acceptable agreement does not just reside at the door of the Airports Commission, but rests also on the failures of political leadership and the ‘missed opportunity’ to articulate a sustainable vision for aviation after the 2010 moratorium on airport expansion in the south‐east of England.","https://www.proquest.com/docview/2092386559?accountid=16562&bdid=134394&_bd=LyJB2rFt4s3GYMCd4ikHW%2BMneSk%3D","https://doi.org/10.1111/1467-923X.12520"
"Implications of parent-child relationships for emerging adults' subjective feelings about adulthood","","Lindell, Anna K; Campione-Barr, Nicole; Killoren, Sarah E","Journal of Family Psychology","Scholarly Journals","","31","7","2017-10-01","Oct 2017","810","","","08933200","","","ENG","Little is known about the role of parents in promoting their children's successful transition to adulthood, particularly for college students who may maintain stronger ties to parents than other emerging adults. The present study therefore investigated longitudinal implications of parent-child relationship qualities during emerging adults' first year of college for their feelings about the upcoming transition to adulthood 3 years later, as well as implications of 3 types of parental control (behavioral control, psychological control, helicopter parenting) for these associations. Multilevel models indicated that emerging adults who reported less negativity in their relationships with mothers and fathers felt more like adults 3 years later compared with emerging adults with low-quality relationships, while high levels of psychological control and helicopter parenting had detrimental implications for their vocational identity development and perceived competence regarding their transition to adulthood. However, nuanced interactions between parent-child relationship quality and parental control indicated that behavioral control had positive implications for outcomes if it occurred within the context of high-quality relationships, or when utilized with sons. The present study highlights the complex role that parents may play during college students' transition to adulthood, and future work should continue to examine ways that clinicians can incorporate parents as a potential resource for promoting emerging adults' successful transition to adulthood and the workforce.","https://www.proquest.com/docview/1980994058?accountid=16562&bdid=134394&_bd=thRJvRfglHTlRoukTO1RQSpf0Iw%3D",""
"Psychological measures as predictors of pilot performance: a meta-analysis","","Martinussen, M","The International journal of aviation psychology","Undefined","","6","1","1996-01-01","Jan 1996","1","","1-20","1050-8414","1050-8414","","ENG","The purposes of this study were to review the validity evidence for psychological measures used in pilot selection and to detect possible moderators for the relationship between predictors and pilot performance. A total of 66 independent samples from 50 studies were located and included in the meta-analysis. The best predictors of pilot performance were previous training experience (.30) and combined indexes, a combination of several cognitive and/or psychomotor tests (.37). The next best predictors were tests measuring cognitive (.24) and psychomotor/information-processing abilities (.24), as well as aviation information (.24) and biographical inventories (.23). The personality, intelligence, and academic tests yielded lowest mean validities (.14, .16, and .15, respectively). The analysis indicated that moderators might be operating for all test categories except academics, and the effect of several moderators were examined.The purposes of this study were to review the validity evidence for psychological measures used in pilot selection and to detect possible moderators for the relationship between predictors and pilot performance. A total of 66 independent samples from 50 studies were located and included in the meta-analysis. The best predictors of pilot performance were previous training experience (.30) and combined indexes, a combination of several cognitive and/or psychomotor tests (.37). The next best predictors were tests measuring cognitive (.24) and psychomotor/information-processing abilities (.24), as well as aviation information (.24) and biographical inventories (.23). The personality, intelligence, and academic tests yielded lowest mean validities (.14, .16, and .15, respectively). The analysis indicated that moderators might be operating for all test categories except academics, and the effect of several moderators were examined.","https://www.proquest.com/docview/78767857?accountid=16562&bdid=134394&_bd=AWoMepfBnDKeiyRMgK5sDE8pi%2Bw%3D","https://doi.org/10.1207/s15327108ijap0601_1"
"Predicition of flight training attrition by grade slips for first ten flights","","TRITES, D K; COBB, B B; BROWN, W F","The Journal of aviation medicine","Undefined","","29","11","1958-11-01","Nov 1958","827","","827-31","0095-991X","0095-991X","","ENG","","https://www.proquest.com/docview/82233464?accountid=16562&bdid=134394&_bd=KePP1t%2BoSybV6L6BVVX0IvWDjAQ%3D",""
"An experimental program for relating transfer of training to pilot performance and degree of simulation. NAVTRADEVCEN 1388-1","","Demaree, R G; Norman, D A; Matheny, W G","Technical report: NAVTRADEVCEN. Naval Training Device Center","Undefined","","","","1965-06-01","Jun 1965","1","","1-66","","","","ENG","","https://www.proquest.com/docview/85053966?accountid=16562&bdid=134394&_bd=5mMFR5OGQNtFGA8oT%2FfNB41SuJ0%3D",""
"Looking above to aviation leadership","","Masello, D L","Administrative radiology journal : AR","Undefined","","16","6-7","1997-06-01","Jun-Jul 1997","8","","8-10","","","","ENG","","https://www.proquest.com/docview/79310426?accountid=16562&bdid=134394&_bd=pltXWZ%2Bo8cAzFsfStzsmLt22wbc%3D",""
"Psychosis in military fliers; an analysis of seventy-seven cases","","MEBANE, J C","The Journal of aviation medicine","Undefined","","27","5","1956-10-01","Oct 1956","390","","390-6","0095-991X","0095-991X","","ENG","","https://www.proquest.com/docview/81726158?accountid=16562&bdid=134394&_bd=LTHK1V50IXeTTfBE%2FDPuUng0ohs%3D",""
"Personality aspects of involvement in pilot-error accidents","","Sanders, M G; Hoffman, M A","Aviation, space, and environmental medicine","Undefined","","46","2","1975-02-01","Feb 1975","186","","186-90","0095-6562","0095-6562","","ENG","The consistently high frequency of pilot-error accidents in both military and civilian aviation programs does much to support exploratory research which might help alleviate the problem. Cattell's Sixteen Personality Factor Questionnaire (16 PF), Mehrabian Achievement Scale, and a dynamic decision making task (under risk) were given to 51 Army aviators. Accident files were then examined in order to classify the aviators as to their prior pilot-error accident involvement. Stepwise discriminant analyses revealed that the decision-making task scores and the achievement scores were unrelated to the pilot error accident groupings while the 16 PF scores were able to correctly classify 86% of the aviators as to whether or not they had been previously listed as a cause factor in a military aviation accident.The consistently high frequency of pilot-error accidents in both military and civilian aviation programs does much to support exploratory research which might help alleviate the problem. Cattell's Sixteen Personality Factor Questionnaire (16 PF), Mehrabian Achievement Scale, and a dynamic decision making task (under risk) were given to 51 Army aviators. Accident files were then examined in order to classify the aviators as to their prior pilot-error accident involvement. Stepwise discriminant analyses revealed that the decision-making task scores and the achievement scores were unrelated to the pilot error accident groupings while the 16 PF scores were able to correctly classify 86% of the aviators as to whether or not they had been previously listed as a cause factor in a military aviation accident.","https://www.proquest.com/docview/82757141?accountid=16562&bdid=134394&_bd=aWcq%2BOQR9vB6AYUVQCVV%2FsHpWDI%3D",""
"Traits associated with personality disorders and adjustment to military life: predictive validity of self and peer reports","","Fiedler, Edna R; Oltmanns, Thomas F; Turkheimer, Eric","Military medicine","Undefined","","169","3","2004-03-01","Mar 2004","207","","207-11","0026-4075","0026-4075","","ENG","This study demonstrated that traits and features associated with several types of personality disorders are related to work performance and the ability to conform to requirements of military life. The Schedule for Nonadaptive and Adaptive Personality and a peer nomination procedure were used to assess traits associated with 10 types of personality disorders in a sample of 1,080 Air Force recruits (57% male) at the end of basic military training. Correlations between self-report and peer nomination scores for each set of traits ranged from 0.24 to 0.13, indicating only modest convergence. Follow-up data, collected 2 years later, indicated that several scores from the Schedule for Nonadaptive and Adaptive Personality and the peer nomination procedure were significantly related to early discharge from the military. Peers provide useful information that is not redundant with that provided by the individual. When possible, assessment of personality problems should be considered from information obtained from peers or other informants.This study demonstrated that traits and features associated with several types of personality disorders are related to work performance and the ability to conform to requirements of military life. The Schedule for Nonadaptive and Adaptive Personality and a peer nomination procedure were used to assess traits associated with 10 types of personality disorders in a sample of 1,080 Air Force recruits (57% male) at the end of basic military training. Correlations between self-report and peer nomination scores for each set of traits ranged from 0.24 to 0.13, indicating only modest convergence. Follow-up data, collected 2 years later, indicated that several scores from the Schedule for Nonadaptive and Adaptive Personality and the peer nomination procedure were significantly related to early discharge from the military. Peers provide useful information that is not redundant with that provided by the individual. When possible, assessment of personality problems should be considered from information obtained from peers or other informants.","https://www.proquest.com/docview/71814535?accountid=16562&bdid=134394&_bd=xQAkthad9wrClUnmaACIj8Xxuv4%3D","https://doi.org/10.7205/milmed.169.3.207"
"Study of pilots who have made multiple ejections","","Smelsey, S O","Aerospace medicine","Undefined","","41","5","1970-05-01","May 1970","563","","563-6","0001-9402","0001-9402","","ENG","","https://www.proquest.com/docview/84636061?accountid=16562&bdid=134394&_bd=6HhhTYpfkrAdcQ47vaN%2BMVAsgRg%3D",""
"Expertise promotes facilitation on a collaborative memory task","","Meade, Michelle L; Nokes, Timothy J; Morrow, Daniel G","Memory (Hove, England)","Undefined","","17","1","2009-01-01","Jan 2009","39","","39-48","1464-0686","","","ENG","The effect of expertise on collaborative memory was examined by comparing expert pilots, novice pilots, and non-pilots. Participants were presented with aviation scenarios and asked to recall the scenarios alone or in collaboration with a fellow participant of the same expertise level. Performance in the collaborative condition was compared to nominal group conditions (i.e., pooled individual performance). Results suggest that expertise differentially impacts collaborative memory performance. Non-experts (non-pilots and novices) were relatively disrupted by collaboration, while experts showed a benefit of collaboration. Verbal protocol analyses identified mechanisms related to collaborative skill and domain knowledge that may underlie experts' collaborative success. Specifically, experts were more likely than non-experts to explicitly acknowledge partner contributions by repeating back previously made statements, as well as to further elaborate on concepts in those contributions. The findings are interpreted according to the retrieval strategy disruption theory of collaborative memory and theories of grounding in communication.The effect of expertise on collaborative memory was examined by comparing expert pilots, novice pilots, and non-pilots. Participants were presented with aviation scenarios and asked to recall the scenarios alone or in collaboration with a fellow participant of the same expertise level. Performance in the collaborative condition was compared to nominal group conditions (i.e., pooled individual performance). Results suggest that expertise differentially impacts collaborative memory performance. Non-experts (non-pilots and novices) were relatively disrupted by collaboration, while experts showed a benefit of collaboration. Verbal protocol analyses identified mechanisms related to collaborative skill and domain knowledge that may underlie experts' collaborative success. Specifically, experts were more likely than non-experts to explicitly acknowledge partner contributions by repeating back previously made statements, as well as to further elaborate on concepts in those contributions. The findings are interpreted according to the retrieval strategy disruption theory of collaborative memory and theories of grounding in communication.","https://www.proquest.com/docview/66793039?accountid=16562&bdid=134394&_bd=JBHo4YQJ4ubiUAcua4%2FVcVhqreo%3D","https://doi.org/10.1080/09658210802524240"
"Screening and Mitigation of Layperson Anxiety in Aerospace Environments","","Mulcahy, Robert A; Blue, Rebecca S; Vardiman, Johnené L; Castleberry, Tarah L; Vanderploeg, James M","Aerospace medicine and human performance","Undefined","","87","10","2016-01-01","2016","882","","882-889","2375-6314","2375-6314","","ENG","Anxiety may present challenges for commercial spaceflight operations, as little is known regarding the psychological effects of spaceflight on laypersons. A recent investigation evaluated measures of anxiety during centrifuge-simulated suborbital commercial spaceflight, highlighting the potential for severe anxiousness to interrupt spaceflight operations.INTRODUCTIONAnxiety may present challenges for commercial spaceflight operations, as little is known regarding the psychological effects of spaceflight on laypersons. A recent investigation evaluated measures of anxiety during centrifuge-simulated suborbital commercial spaceflight, highlighting the potential for severe anxiousness to interrupt spaceflight operations.To pave the way for future research, an extensive literature review identified existing knowledge that may contribute to formation of interventions for anxiety in commercial spaceflight. Useful literature was identified regarding anxiety from a variety of fields, including centrifugation, fear of flying, motion sickness, and military operations.METHODSTo pave the way for future research, an extensive literature review identified existing knowledge that may contribute to formation of interventions for anxiety in commercial spaceflight. Useful literature was identified regarding anxiety from a variety of fields, including centrifugation, fear of flying, motion sickness, and military operations.Fear of flying is the most extensively studied area, with some supportive evidence from centrifugation studies. Virtual reality exposure (VRE) is as effective as actual training flight exposure (or analog exposure) in mitigation of flight-related anxiety. The addition of other modalities, such as cognitive behavioral therapy or biofeedback, to VRE improves desensitization compared to VRE alone. Motion sickness-susceptible individuals demonstrate higher trait anxiety than nonsusceptible individuals; for this reason, motion sickness susceptibility questionnaires may be useful measures to identify at-risk individuals. Some military studies indicate that psychiatric history and personality classification may have predictive value in future research. Medication countermeasures consisting of benzodiazepines may quell in-flight anxiety, but do not likely improve anxiety on repeat exposure.RESULTSFear of flying is the most extensively studied area, with some supportive evidence from centrifugation studies. Virtual reality exposure (VRE) is as effective as actual training flight exposure (or analog exposure) in mitigation of flight-related anxiety. The addition of other modalities, such as cognitive behavioral therapy or biofeedback, to VRE improves desensitization compared to VRE alone. Motion sickness-susceptible individuals demonstrate higher trait anxiety than nonsusceptible individuals; for this reason, motion sickness susceptibility questionnaires may be useful measures to identify at-risk individuals. Some military studies indicate that psychiatric history and personality classification may have predictive value in future research. Medication countermeasures consisting of benzodiazepines may quell in-flight anxiety, but do not likely improve anxiety on repeat exposure.The scarce available literature addressing anxiety in unique environments indicates that training/repeated exposure may mitigate anxiety. Anxiety and personality indices may be helpful screening tools, while pharmaceuticals may be useful countermeasures when needed. Mulcahy RA, Blue RS, Vardiman JL, Castleberry TL, Vanderploeg JM. Screening and mitigation of layperson anxiety in aerospace environments. Aerosp Med Hum Perform. 2016; 87(10):882-889.DISCUSSIONThe scarce available literature addressing anxiety in unique environments indicates that training/repeated exposure may mitigate anxiety. Anxiety and personality indices may be helpful screening tools, while pharmaceuticals may be useful countermeasures when needed. Mulcahy RA, Blue RS, Vardiman JL, Castleberry TL, Vanderploeg JM. Screening and mitigation of layperson anxiety in aerospace environments. Aerosp Med Hum Perform. 2016; 87(10):882-889.","https://www.proquest.com/docview/1846722000?accountid=16562&bdid=134394&_bd=mqkpz5QFJQXx0BU%2F5yYIEkWk%2F9k%3D","https://doi.org/10.3357/AMHP.4536.2016"
